run	read	path
J429	R1	rawdata/WAR4048A1_524/J429_S524_L001_R1_001.fastq.gz
J429	R1	rawdata/WAR4048A1_524/J429_S524_L002_R1_001.fastq.gz
J382h	R2	rawdata/WAR4048A1_263/J382h_S263_L001_R2_001.fastq.gz
J382h	R1	rawdata/WAR4048A1_263/J382h_S263_L002_R1_001.fastq.gz
J382h	R2	rawdata/WAR4048A1_263/J382h_S263_L002_R2_001.fastq.gz
J382h	R1	rawdata/WAR4048A1_263/J382h_S263_L001_R1_001.fastq.gz
J425c	R1	rawdata/WAR4048A1_422/J425c_S422_L002_R1_001.fastq.gz
J425c	R2	rawdata/WAR4048A1_422/J425c_S422_L002_R2_001.fastq.gz
J425c	R2	rawdata/WAR4048A1_422/J425c_S422_L001_R2_001.fastq.gz
J425c	R1	rawdata/WAR4048A1_422/J425c_S422_L001_R1_001.fastq.gz
J368	R1	rawdata/WAR4048A1_60/J368_S60_L001_R1_001.fastq.gz
J368	R2	rawdata/WAR4048A1_60/J368_S60_L001_R2_001.fastq.gz
J368	R2	rawdata/WAR4048A1_60/J368_S60_L002_R2_001.fastq.gz
J368	R1	rawdata/WAR4048A1_60/J368_S60_L002_R1_001.fastq.gz
J424d	R1	rawdata/WAR4048A1_522/J424d_S522_L001_R1_001.fastq.gz
J424d	R1	rawdata/WAR4048A1_522/J424d_S522_L002_R1_001.fastq.gz
J424d	R2	rawdata/WAR4048A1_522/J424d_S522_L002_R2_001.fastq.gz
J424d	R2	rawdata/WAR4048A1_522/J424d_S522_L001_R2_001.fastq.gz
J426c	R2	rawdata/WAR4048A1_508/J426c_S508_L002_R2_001.fastq.gz
J426c	R2	rawdata/WAR4048A1_508/J426c_S508_L001_R2_001.fastq.gz
J426c	R1	rawdata/WAR4048A1_508/J426c_S508_L001_R1_001.fastq.gz
J426c	R1	rawdata/WAR4048A1_508/J426c_S508_L002_R1_001.fastq.gz
J385-rep	R1	rawdata/WAR4048A1_157/J385-rep_S157_L001_R1_001.fastq.gz
J385-rep	R1	rawdata/WAR4048A1_157/J385-rep_S157_L002_R1_001.fastq.gz
J385-rep	R2	rawdata/WAR4048A1_157/J385-rep_S157_L001_R2_001.fastq.gz
J385-rep	R2	rawdata/WAR4048A1_157/J385-rep_S157_L002_R2_001.fastq.gz
Blank_12	R1	rawdata/WAR4048A1_77/Blank_12_S77_L001_R1_001.fastq.gz
Blank_12	R2	rawdata/WAR4048A1_77/Blank_12_S77_L001_R2_001.fastq.gz
Blank_12	R2	rawdata/WAR4048A1_77/Blank_12_S77_L002_R2_001.fastq.gz
Blank_12	R1	rawdata/WAR4048A1_77/Blank_12_S77_L002_R1_001.fastq.gz
J414	R1	rawdata/WAR4048A1_98/J414_S98_L001_R1_001.fastq.gz
J414	R1	rawdata/WAR4048A1_98/J414_S98_L002_R1_001.fastq.gz
J414	R2	rawdata/WAR4048A1_98/J414_S98_L001_R2_001.fastq.gz
J414	R2	rawdata/WAR4048A1_98/J414_S98_L002_R2_001.fastq.gz
J355	R1	rawdata/WAR4048A1_80/J355_S80_L001_R1_001.fastq.gz
J355	R2	rawdata/WAR4048A1_80/J355_S80_L002_R2_001.fastq.gz
J355	R2	rawdata/WAR4048A1_80/J355_S80_L001_R2_001.fastq.gz
J355	R1	rawdata/WAR4048A1_80/J355_S80_L002_R1_001.fastq.gz
J359e	R1	rawdata/WAR4048A1_173/J359e_S173_L001_R1_001.fastq.gz
J359e	R2	rawdata/WAR4048A1_173/J359e_S173_L001_R2_001.fastq.gz
J359e	R2	rawdata/WAR4048A1_173/J359e_S173_L002_R2_001.fastq.gz
J359e	R1	rawdata/WAR4048A1_173/J359e_S173_L002_R1_001.fastq.gz
RA1006	R2	rawdata/WAR4048A1_71/RA1006_S71_L001_R2_001.fastq.gz
RA1006	R1	rawdata/WAR4048A1_71/RA1006_S71_L001_R1_001.fastq.gz
RA1006	R1	rawdata/WAR4048A1_71/RA1006_S71_L002_R1_001.fastq.gz
RA1006	R2	rawdata/WAR4048A1_71/RA1006_S71_L002_R2_001.fastq.gz
J372	R1	rawdata/WAR4048A1_07/J372_S7_L001_R1_001.fastq.gz
J372	R1	rawdata/WAR4048A1_07/J372_S7_L002_R1_001.fastq.gz
J372	R2	rawdata/WAR4048A1_07/J372_S7_L001_R2_001.fastq.gz
J372	R2	rawdata/WAR4048A1_07/J372_S7_L002_R2_001.fastq.gz
J382f	R2	rawdata/WAR4048A1_334/J382f_S334_L002_R2_001.fastq.gz
J382f	R2	rawdata/WAR4048A1_334/J382f_S334_L001_R2_001.fastq.gz
J382f	R1	rawdata/WAR4048A1_334/J382f_S334_L002_R1_001.fastq.gz
J382f	R1	rawdata/WAR4048A1_334/J382f_S334_L001_R1_001.fastq.gz
TLC726	R1	rawdata/WAR4048A1_51/TLC726_S51_L002_R1_001.fastq.gz
TLC726	R2	rawdata/WAR4048A1_51/TLC726_S51_L001_R2_001.fastq.gz
TLC726	R2	rawdata/WAR4048A1_51/TLC726_S51_L002_R2_001.fastq.gz
TLC726	R1	rawdata/WAR4048A1_51/TLC726_S51_L001_R1_001.fastq.gz
J367f	R1	rawdata/WAR4048A1_315/J367f_S315_L001_R1_001.fastq.gz
J367f	R1	rawdata/WAR4048A1_315/J367f_S315_L002_R1_001.fastq.gz
J367f	R2	rawdata/WAR4048A1_315/J367f_S315_L002_R2_001.fastq.gz
J367f	R2	rawdata/WAR4048A1_315/J367f_S315_L001_R2_001.fastq.gz
J385e	R1	rawdata/WAR4048A1_293/J385e_S293_L002_R1_001.fastq.gz
J385e	R1	rawdata/WAR4048A1_293/J385e_S293_L001_R1_001.fastq.gz
J385e	R2	rawdata/WAR4048A1_293/J385e_S293_L002_R2_001.fastq.gz
J385e	R2	rawdata/WAR4048A1_293/J385e_S293_L001_R2_001.fastq.gz
J386g	R1	rawdata/WAR4048A1_404/J386g_S404_L002_R1_001.fastq.gz
J386g	R2	rawdata/WAR4048A1_404/J386g_S404_L001_R2_001.fastq.gz
J386g	R2	rawdata/WAR4048A1_404/J386g_S404_L002_R2_001.fastq.gz
J386g	R1	rawdata/WAR4048A1_404/J386g_S404_L001_R1_001.fastq.gz
J377a	R2	rawdata/WAR4048A1_269/J377a_S269_L002_R2_001.fastq.gz
J377a	R1	rawdata/WAR4048A1_269/J377a_S269_L001_R1_001.fastq.gz
J377a	R1	rawdata/WAR4048A1_269/J377a_S269_L002_R1_001.fastq.gz
J377a	R2	rawdata/WAR4048A1_269/J377a_S269_L001_R2_001.fastq.gz
J367e	R2	rawdata/WAR4048A1_277/J367e_S277_L002_R2_001.fastq.gz
J367e	R1	rawdata/WAR4048A1_277/J367e_S277_L001_R1_001.fastq.gz
J367e	R2	rawdata/WAR4048A1_277/J367e_S277_L001_R2_001.fastq.gz
J367e	R1	rawdata/WAR4048A1_277/J367e_S277_L002_R1_001.fastq.gz
J436c-rep	R1	rawdata/WAR4048A1_507/J436c-rep_S507_L001_R1_001.fastq.gz
J436c-rep	R1	rawdata/WAR4048A1_507/J436c-rep_S507_L002_R1_001.fastq.gz
J436c-rep	R2	rawdata/WAR4048A1_507/J436c-rep_S507_L001_R2_001.fastq.gz
J436c-rep	R2	rawdata/WAR4048A1_507/J436c-rep_S507_L002_R2_001.fastq.gz
blank_61	R2	rawdata/WAR4048A1_433/blank_61_S433_L002_R2_001.fastq.gz
blank_61	R1	rawdata/WAR4048A1_433/blank_61_S433_L001_R1_001.fastq.gz
blank_61	R1	rawdata/WAR4048A1_433/blank_61_S433_L002_R1_001.fastq.gz
blank_61	R2	rawdata/WAR4048A1_433/blank_61_S433_L001_R2_001.fastq.gz
J406	R2	rawdata/WAR4048A1_103/J406_S103_L002_R2_001.fastq.gz
J406	R2	rawdata/WAR4048A1_103/J406_S103_L001_R2_001.fastq.gz
J406	R1	rawdata/WAR4048A1_103/J406_S103_L001_R1_001.fastq.gz
J406	R1	rawdata/WAR4048A1_103/J406_S103_L002_R1_001.fastq.gz
J405f	R1	rawdata/WAR4048A1_272/J405f_S272_L001_R1_001.fastq.gz
J405f	R1	rawdata/WAR4048A1_272/J405f_S272_L002_R1_001.fastq.gz
J405f	R2	rawdata/WAR4048A1_272/J405f_S272_L002_R2_001.fastq.gz
J405f	R2	rawdata/WAR4048A1_272/J405f_S272_L001_R2_001.fastq.gz
J424b	R2	rawdata/WAR4048A1_441/J424b_S441_L001_R2_001.fastq.gz
J424b	R2	rawdata/WAR4048A1_441/J424b_S441_L002_R2_001.fastq.gz
J424b	R1	rawdata/WAR4048A1_441/J424b_S441_L002_R1_001.fastq.gz
J424b	R1	rawdata/WAR4048A1_441/J424b_S441_L001_R1_001.fastq.gz
J405a	R2	rawdata/WAR4048A1_287/J405a_S287_L001_R2_001.fastq.gz
J405a	R2	rawdata/WAR4048A1_287/J405a_S287_L002_R2_001.fastq.gz
J405a	R1	rawdata/WAR4048A1_287/J405a_S287_L001_R1_001.fastq.gz
J405a	R1	rawdata/WAR4048A1_287/J405a_S287_L002_R1_001.fastq.gz
J376g	R2	rawdata/WAR4048A1_195/J376g_S195_L001_R2_001.fastq.gz
J376g	R1	rawdata/WAR4048A1_195/J376g_S195_L001_R1_001.fastq.gz
J376g	R2	rawdata/WAR4048A1_195/J376g_S195_L002_R2_001.fastq.gz
J376g	R1	rawdata/WAR4048A1_195/J376g_S195_L002_R1_001.fastq.gz
J354	R2	rawdata/WAR4048A1_49/J354_S49_L001_R2_001.fastq.gz
J354	R2	rawdata/WAR4048A1_49/J354_S49_L002_R2_001.fastq.gz
J354	R1	rawdata/WAR4048A1_49/J354_S49_L001_R1_001.fastq.gz
J354	R1	rawdata/WAR4048A1_49/J354_S49_L002_R1_001.fastq.gz
J423	R1	rawdata/WAR4048A1_109/J423_S109_L002_R1_001.fastq.gz
J423	R1	rawdata/WAR4048A1_109/J423_S109_L001_R1_001.fastq.gz
J423	R2	rawdata/WAR4048A1_109/J423_S109_L001_R2_001.fastq.gz
J423	R2	rawdata/WAR4048A1_109/J423_S109_L002_R2_001.fastq.gz
J349j	R2	rawdata/WAR4048A1_175/J349j_S175_L002_R2_001.fastq.gz
J349j	R1	rawdata/WAR4048A1_175/J349j_S175_L001_R1_001.fastq.gz
J349j	R1	rawdata/WAR4048A1_175/J349j_S175_L002_R1_001.fastq.gz
J349j	R2	rawdata/WAR4048A1_175/J349j_S175_L001_R2_001.fastq.gz
NE37647	R2	rawdata/WAR4048A1_102/NE37647_S102_L001_R2_001.fastq.gz
NE37647	R2	rawdata/WAR4048A1_102/NE37647_S102_L002_R2_001.fastq.gz
NE37647	R1	rawdata/WAR4048A1_102/NE37647_S102_L002_R1_001.fastq.gz
NE37647	R1	rawdata/WAR4048A1_102/NE37647_S102_L001_R1_001.fastq.gz
J341d	R1	rawdata/WAR4048A1_155/J341d_S155_L001_R1_001.fastq.gz
J341d	R2	rawdata/WAR4048A1_155/J341d_S155_L001_R2_001.fastq.gz
J341d	R1	rawdata/WAR4048A1_155/J341d_S155_L002_R1_001.fastq.gz
J341d	R2	rawdata/WAR4048A1_155/J341d_S155_L002_R2_001.fastq.gz
J382d	R2	rawdata/WAR4048A1_318/J382d_S318_L002_R2_001.fastq.gz
J382d	R1	rawdata/WAR4048A1_318/J382d_S318_L002_R1_001.fastq.gz
J382d	R2	rawdata/WAR4048A1_318/J382d_S318_L001_R2_001.fastq.gz
J382d	R1	rawdata/WAR4048A1_318/J382d_S318_L001_R1_001.fastq.gz
J393d	R2	rawdata/WAR4048A1_379/J393d_S379_L002_R2_001.fastq.gz
J393d	R1	rawdata/WAR4048A1_379/J393d_S379_L002_R1_001.fastq.gz
J393d	R1	rawdata/WAR4048A1_379/J393d_S379_L001_R1_001.fastq.gz
J393d	R2	rawdata/WAR4048A1_379/J393d_S379_L001_R2_001.fastq.gz
J426a	R1	rawdata/WAR4048A1_517/J426a_S517_L001_R1_001.fastq.gz
J426a	R2	rawdata/WAR4048A1_517/J426a_S517_L001_R2_001.fastq.gz
J426a	R2	rawdata/WAR4048A1_517/J426a_S517_L002_R2_001.fastq.gz
J426a	R1	rawdata/WAR4048A1_517/J426a_S517_L002_R1_001.fastq.gz
J402	R1	rawdata/WAR4048A1_101/J402_S101_L002_R1_001.fastq.gz
J402	R2	rawdata/WAR4048A1_101/J402_S101_L002_R2_001.fastq.gz
J402	R2	rawdata/WAR4048A1_101/J402_S101_L001_R2_001.fastq.gz
J402	R1	rawdata/WAR4048A1_101/J402_S101_L001_R1_001.fastq.gz
J304	R2	rawdata/WAR4048A1_181/J304_S181_L002_R2_001.fastq.gz
J304	R2	rawdata/WAR4048A1_181/J304_S181_L001_R2_001.fastq.gz
J304	R1	rawdata/WAR4048A1_181/J304_S181_L002_R1_001.fastq.gz
J304	R1	rawdata/WAR4048A1_181/J304_S181_L001_R1_001.fastq.gz
NE35959	R2	rawdata/WAR4048A1_118/NE35959_S118_L002_R2_001.fastq.gz
NE35959	R1	rawdata/WAR4048A1_118/NE35959_S118_L001_R1_001.fastq.gz
NE35959	R1	rawdata/WAR4048A1_118/NE35959_S118_L002_R1_001.fastq.gz
NE35959	R2	rawdata/WAR4048A1_118/NE35959_S118_L001_R2_001.fastq.gz
J338	R1	rawdata/WAR4048A1_15/J338_S15_L001_R1_001.fastq.gz
J338	R1	rawdata/WAR4048A1_15/J338_S15_L002_R1_001.fastq.gz
J338	R2	rawdata/WAR4048A1_15/J338_S15_L001_R2_001.fastq.gz
J338	R2	rawdata/WAR4048A1_15/J338_S15_L002_R2_001.fastq.gz
NE25923	R2	rawdata/WAR4048A1_133/NE25923_S133_L001_R2_001.fastq.gz
NE25923	R1	rawdata/WAR4048A1_133/NE25923_S133_L001_R1_001.fastq.gz
NE25923	R2	rawdata/WAR4048A1_133/NE25923_S133_L002_R2_001.fastq.gz
NE25923	R1	rawdata/WAR4048A1_133/NE25923_S133_L002_R1_001.fastq.gz
J419f	R1	rawdata/WAR4048A1_460/J419f_S460_L002_R1_001.fastq.gz
J419f	R2	rawdata/WAR4048A1_460/J419f_S460_L002_R2_001.fastq.gz
J419f	R1	rawdata/WAR4048A1_460/J419f_S460_L001_R1_001.fastq.gz
J419f	R2	rawdata/WAR4048A1_460/J419f_S460_L001_R2_001.fastq.gz
J429f	R2	rawdata/WAR4048A1_466/J429f_S466_L002_R2_001.fastq.gz
J429f	R1	rawdata/WAR4048A1_466/J429f_S466_L001_R1_001.fastq.gz
J429f	R2	rawdata/WAR4048A1_466/J429f_S466_L001_R2_001.fastq.gz
J429f	R1	rawdata/WAR4048A1_466/J429f_S466_L002_R1_001.fastq.gz
J428h	R1	rawdata/WAR4048A1_351/J428h_S351_L001_R1_001.fastq.gz
J428h	R2	rawdata/WAR4048A1_351/J428h_S351_L001_R2_001.fastq.gz
J428h	R2	rawdata/WAR4048A1_351/J428h_S351_L002_R2_001.fastq.gz
J428h	R1	rawdata/WAR4048A1_351/J428h_S351_L002_R1_001.fastq.gz
J401f	R1	rawdata/WAR4048A1_326/J401f_S326_L002_R1_001.fastq.gz
J401f	R2	rawdata/WAR4048A1_326/J401f_S326_L001_R2_001.fastq.gz
J401f	R2	rawdata/WAR4048A1_326/J401f_S326_L002_R2_001.fastq.gz
J401f	R1	rawdata/WAR4048A1_326/J401f_S326_L001_R1_001.fastq.gz
J361h	R1	rawdata/WAR4048A1_177/J361h_S177_L001_R1_001.fastq.gz
J361h	R1	rawdata/WAR4048A1_177/J361h_S177_L002_R1_001.fastq.gz
J361h	R2	rawdata/WAR4048A1_177/J361h_S177_L001_R2_001.fastq.gz
J361h	R2	rawdata/WAR4048A1_177/J361h_S177_L002_R2_001.fastq.gz
GH2	R2	rawdata/WAR4048A1_512/GH2_S512_L001_R2_001.fastq.gz
GH2	R1	rawdata/WAR4048A1_512/GH2_S512_L002_R1_001.fastq.gz
GH2	R1	rawdata/WAR4048A1_512/GH2_S512_L001_R1_001.fastq.gz
GH2	R2	rawdata/WAR4048A1_512/GH2_S512_L002_R2_001.fastq.gz
J352b	R1	rawdata/WAR4048A1_180/J352b_S180_L002_R1_001.fastq.gz
J352b	R2	rawdata/WAR4048A1_180/J352b_S180_L001_R2_001.fastq.gz
J352b	R2	rawdata/WAR4048A1_180/J352b_S180_L002_R2_001.fastq.gz
J352b	R1	rawdata/WAR4048A1_180/J352b_S180_L001_R1_001.fastq.gz
J353	R1	rawdata/WAR4048A1_69/J353_S69_L001_R1_001.fastq.gz
J353	R1	rawdata/WAR4048A1_69/J353_S69_L002_R1_001.fastq.gz
J353	R2	rawdata/WAR4048A1_69/J353_S69_L002_R2_001.fastq.gz
J353	R2	rawdata/WAR4048A1_69/J353_S69_L001_R2_001.fastq.gz
J394b	R2	rawdata/WAR4048A1_493/J394b_S493_L001_R2_001.fastq.gz
J394b	R1	rawdata/WAR4048A1_493/J394b_S493_L001_R1_001.fastq.gz
J394b	R2	rawdata/WAR4048A1_493/J394b_S493_L002_R2_001.fastq.gz
J394b	R1	rawdata/WAR4048A1_493/J394b_S493_L002_R1_001.fastq.gz
J388c	R2	rawdata/WAR4048A1_377/J388c_S377_L002_R2_001.fastq.gz
J388c	R2	rawdata/WAR4048A1_377/J388c_S377_L001_R2_001.fastq.gz
J388c	R1	rawdata/WAR4048A1_377/J388c_S377_L001_R1_001.fastq.gz
J388c	R1	rawdata/WAR4048A1_377/J388c_S377_L002_R1_001.fastq.gz
J361	R1	rawdata/WAR4048A1_183/J361_S183_L002_R1_001.fastq.gz
J361	R2	rawdata/WAR4048A1_183/J361_S183_L001_R2_001.fastq.gz
J361	R1	rawdata/WAR4048A1_183/J361_S183_L001_R1_001.fastq.gz
J361	R2	rawdata/WAR4048A1_183/J361_S183_L002_R2_001.fastq.gz
J329	R1	rawdata/WAR4048A1_21/J329_S21_L001_R1_001.fastq.gz
J329	R2	rawdata/WAR4048A1_21/J329_S21_L001_R2_001.fastq.gz
J329	R2	rawdata/WAR4048A1_21/J329_S21_L002_R2_001.fastq.gz
J329	R1	rawdata/WAR4048A1_21/J329_S21_L002_R1_001.fastq.gz
J422e	R2	rawdata/WAR4048A1_398/J422e_S398_L002_R2_001.fastq.gz
J422e	R2	rawdata/WAR4048A1_398/J422e_S398_L001_R2_001.fastq.gz
J422e	R1	rawdata/WAR4048A1_398/J422e_S398_L001_R1_001.fastq.gz
J422e	R1	rawdata/WAR4048A1_398/J422e_S398_L002_R1_001.fastq.gz
J434a	R2	rawdata/WAR4048A1_505/J434a_S505_L001_R2_001.fastq.gz
J434a	R1	rawdata/WAR4048A1_505/J434a_S505_L002_R1_001.fastq.gz
J434a	R2	rawdata/WAR4048A1_505/J434a_S505_L002_R2_001.fastq.gz
J434a	R1	rawdata/WAR4048A1_505/J434a_S505_L001_R1_001.fastq.gz
J326	R1	rawdata/WAR4048A1_68/J326_S68_L001_R1_001.fastq.gz
J326	R2	rawdata/WAR4048A1_68/J326_S68_L002_R2_001.fastq.gz
J326	R2	rawdata/WAR4048A1_68/J326_S68_L001_R2_001.fastq.gz
J326	R1	rawdata/WAR4048A1_68/J326_S68_L002_R1_001.fastq.gz
J344	R1	rawdata/WAR4048A1_56/J344_S56_L002_R1_001.fastq.gz
J344	R2	rawdata/WAR4048A1_56/J344_S56_L002_R2_001.fastq.gz
J344	R2	rawdata/WAR4048A1_56/J344_S56_L001_R2_001.fastq.gz
J344	R1	rawdata/WAR4048A1_56/J344_S56_L001_R1_001.fastq.gz
J433d	R1	rawdata/WAR4048A1_429/J433d_S429_L001_R1_001.fastq.gz
J433d	R2	rawdata/WAR4048A1_429/J433d_S429_L002_R2_001.fastq.gz
J433d	R2	rawdata/WAR4048A1_429/J433d_S429_L001_R2_001.fastq.gz
J433d	R1	rawdata/WAR4048A1_429/J433d_S429_L002_R1_001.fastq.gz
J341b	R1	rawdata/WAR4048A1_192/J341b_S192_L002_R1_001.fastq.gz
J341b	R1	rawdata/WAR4048A1_192/J341b_S192_L001_R1_001.fastq.gz
J341b	R2	rawdata/WAR4048A1_192/J341b_S192_L002_R2_001.fastq.gz
J341b	R2	rawdata/WAR4048A1_192/J341b_S192_L001_R2_001.fastq.gz
J350i	R1	rawdata/WAR4048A1_222/J350i_S222_L002_R1_001.fastq.gz
J350i	R2	rawdata/WAR4048A1_222/J350i_S222_L002_R2_001.fastq.gz
J350i	R2	rawdata/WAR4048A1_222/J350i_S222_L001_R2_001.fastq.gz
J350i	R1	rawdata/WAR4048A1_222/J350i_S222_L001_R1_001.fastq.gz
J362	R2	rawdata/WAR4048A1_194/J362_S194_L002_R2_001.fastq.gz
J362	R1	rawdata/WAR4048A1_194/J362_S194_L002_R1_001.fastq.gz
J362	R2	rawdata/WAR4048A1_194/J362_S194_L001_R2_001.fastq.gz
J362	R1	rawdata/WAR4048A1_194/J362_S194_L001_R1_001.fastq.gz
VWG14	R1	rawdata/WAR4048A1_110/VWG14_S110_L002_R1_001.fastq.gz
VWG14	R2	rawdata/WAR4048A1_110/VWG14_S110_L002_R2_001.fastq.gz
VWG14	R1	rawdata/WAR4048A1_110/VWG14_S110_L001_R1_001.fastq.gz
VWG14	R2	rawdata/WAR4048A1_110/VWG14_S110_L001_R2_001.fastq.gz
J355d	R1	rawdata/WAR4048A1_221/J355d_S221_L001_R1_001.fastq.gz
J355d	R1	rawdata/WAR4048A1_221/J355d_S221_L002_R1_001.fastq.gz
J355d	R2	rawdata/WAR4048A1_221/J355d_S221_L002_R2_001.fastq.gz
J355d	R2	rawdata/WAR4048A1_221/J355d_S221_L001_R2_001.fastq.gz
J382b	R1	rawdata/WAR4048A1_254/J382b_S254_L001_R1_001.fastq.gz
J382b	R2	rawdata/WAR4048A1_254/J382b_S254_L002_R2_001.fastq.gz
J382b	R2	rawdata/WAR4048A1_254/J382b_S254_L001_R2_001.fastq.gz
J382b	R1	rawdata/WAR4048A1_254/J382b_S254_L002_R1_001.fastq.gz
J382i	R2	rawdata/WAR4048A1_262/J382i_S262_L001_R2_001.fastq.gz
J382i	R1	rawdata/WAR4048A1_262/J382i_S262_L002_R1_001.fastq.gz
J382i	R1	rawdata/WAR4048A1_262/J382i_S262_L001_R1_001.fastq.gz
J382i	R2	rawdata/WAR4048A1_262/J382i_S262_L002_R2_001.fastq.gz
J406c	R1	rawdata/WAR4048A1_411/J406c_S411_L002_R1_001.fastq.gz
J406c	R2	rawdata/WAR4048A1_411/J406c_S411_L002_R2_001.fastq.gz
J406c	R1	rawdata/WAR4048A1_411/J406c_S411_L001_R1_001.fastq.gz
J406c	R2	rawdata/WAR4048A1_411/J406c_S411_L001_R2_001.fastq.gz
J374g	R1	rawdata/WAR4048A1_154/J374g_S154_L002_R1_001.fastq.gz
J374g	R2	rawdata/WAR4048A1_154/J374g_S154_L002_R2_001.fastq.gz
J374g	R1	rawdata/WAR4048A1_154/J374g_S154_L001_R1_001.fastq.gz
J374g	R2	rawdata/WAR4048A1_154/J374g_S154_L001_R2_001.fastq.gz
J434	R2	rawdata/WAR4048A1_467/J434_S467_L002_R2_001.fastq.gz
J434	R1	rawdata/WAR4048A1_467/J434_S467_L001_R1_001.fastq.gz
J434	R1	rawdata/WAR4048A1_467/J434_S467_L002_R1_001.fastq.gz
J434	R2	rawdata/WAR4048A1_467/J434_S467_L001_R2_001.fastq.gz
J401h	R2	rawdata/WAR4048A1_247/J401h_S247_L001_R2_001.fastq.gz
J401h	R1	rawdata/WAR4048A1_247/J401h_S247_L001_R1_001.fastq.gz
J401h	R2	rawdata/WAR4048A1_247/J401h_S247_L002_R2_001.fastq.gz
J401h	R1	rawdata/WAR4048A1_247/J401h_S247_L002_R1_001.fastq.gz
J418b	R1	rawdata/WAR4048A1_372/J418b_S372_L002_R1_001.fastq.gz
J418b	R2	rawdata/WAR4048A1_372/J418b_S372_L001_R2_001.fastq.gz
J418b	R2	rawdata/WAR4048A1_372/J418b_S372_L002_R2_001.fastq.gz
J418b	R1	rawdata/WAR4048A1_372/J418b_S372_L001_R1_001.fastq.gz
J418g	R2	rawdata/WAR4048A1_288/J418g_S288_L002_R2_001.fastq.gz
J418g	R1	rawdata/WAR4048A1_288/J418g_S288_L001_R1_001.fastq.gz
J418g	R2	rawdata/WAR4048A1_288/J418g_S288_L001_R2_001.fastq.gz
J418g	R1	rawdata/WAR4048A1_288/J418g_S288_L002_R1_001.fastq.gz
J321g	R2	rawdata/WAR4048A1_08/J321g_S8_L001_R2_001.fastq.gz
J321g	R2	rawdata/WAR4048A1_08/J321g_S8_L002_R2_001.fastq.gz
J321g	R1	rawdata/WAR4048A1_08/J321g_S8_L001_R1_001.fastq.gz
J321g	R1	rawdata/WAR4048A1_08/J321g_S8_L002_R1_001.fastq.gz
J377g	R2	rawdata/WAR4048A1_227/J377g_S227_L002_R2_001.fastq.gz
J377g	R2	rawdata/WAR4048A1_227/J377g_S227_L001_R2_001.fastq.gz
J377g	R1	rawdata/WAR4048A1_227/J377g_S227_L002_R1_001.fastq.gz
J377g	R1	rawdata/WAR4048A1_227/J377g_S227_L001_R1_001.fastq.gz
J385b	R1	rawdata/WAR4048A1_243/J385b_S243_L002_R1_001.fastq.gz
J385b	R2	rawdata/WAR4048A1_243/J385b_S243_L002_R2_001.fastq.gz
J385b	R2	rawdata/WAR4048A1_243/J385b_S243_L001_R2_001.fastq.gz
J385b	R1	rawdata/WAR4048A1_243/J385b_S243_L001_R1_001.fastq.gz
J359	R1	rawdata/WAR4048A1_16/J359_S16_L001_R1_001.fastq.gz
J359	R2	rawdata/WAR4048A1_16/J359_S16_L002_R2_001.fastq.gz
J359	R2	rawdata/WAR4048A1_16/J359_S16_L001_R2_001.fastq.gz
J359	R1	rawdata/WAR4048A1_16/J359_S16_L002_R1_001.fastq.gz
J362b	R1	rawdata/WAR4048A1_190/J362b_S190_L001_R1_001.fastq.gz
J362b	R1	rawdata/WAR4048A1_190/J362b_S190_L002_R1_001.fastq.gz
J362b	R2	rawdata/WAR4048A1_190/J362b_S190_L002_R2_001.fastq.gz
J362b	R2	rawdata/WAR4048A1_190/J362b_S190_L001_R2_001.fastq.gz
J419i	R2	rawdata/WAR4048A1_478/J419i_S478_L002_R2_001.fastq.gz
J419i	R1	rawdata/WAR4048A1_478/J419i_S478_L001_R1_001.fastq.gz
J419i	R2	rawdata/WAR4048A1_478/J419i_S478_L001_R2_001.fastq.gz
J419i	R1	rawdata/WAR4048A1_478/J419i_S478_L002_R1_001.fastq.gz
J385-rep	R2	rawdata/WAR4048A1_355/J385-rep_S355_L002_R2_001.fastq.gz
J385-rep	R2	rawdata/WAR4048A1_355/J385-rep_S355_L001_R2_001.fastq.gz
J385-rep	R1	rawdata/WAR4048A1_355/J385-rep_S355_L002_R1_001.fastq.gz
J385-rep	R1	rawdata/WAR4048A1_355/J385-rep_S355_L001_R1_001.fastq.gz
J406b	R1	rawdata/WAR4048A1_371/J406b_S371_L002_R1_001.fastq.gz
J406b	R2	rawdata/WAR4048A1_371/J406b_S371_L002_R2_001.fastq.gz
J406b	R1	rawdata/WAR4048A1_371/J406b_S371_L001_R1_001.fastq.gz
J406b	R2	rawdata/WAR4048A1_371/J406b_S371_L001_R2_001.fastq.gz
J366	R1	rawdata/WAR4048A1_09/J366_S9_L002_R1_001.fastq.gz
J366	R2	rawdata/WAR4048A1_09/J366_S9_L001_R2_001.fastq.gz
J366	R1	rawdata/WAR4048A1_09/J366_S9_L001_R1_001.fastq.gz
J366	R2	rawdata/WAR4048A1_09/J366_S9_L002_R2_001.fastq.gz
J428i	R2	rawdata/WAR4048A1_350/J428i_S350_L002_R2_001.fastq.gz
J428i	R2	rawdata/WAR4048A1_350/J428i_S350_L001_R2_001.fastq.gz
J428i	R1	rawdata/WAR4048A1_350/J428i_S350_L002_R1_001.fastq.gz
J428i	R1	rawdata/WAR4048A1_350/J428i_S350_L001_R1_001.fastq.gz
