"sample.id","site.id","other.ids","total.num.samples","tag.num","species","species.notes","date","notes","latitude","longitude","datum","state","location","altitude","geology","soil","aspect","collector","abundance","buds","flowers","fruit","photos","associated.species"
"J336","J336",,"NA","NA","conica","Eucalyptus conica","2015-11-04",,-29.10132,151.77156,"WGS84","NSW","Mole Creek, Mole Station rd",435,"Sandstone","clay-sand",,"J.Janes","Common","Present","Present",,"J336","Roadside;;;;;;;;"
"J338a","J338",,5,23,"conica","Eucalyptus conica","2015-11-05",,-29.15425,152.00211,"WGS84","NSW","Tenterfield, Bluff rock lookout",854,"Granite","loam-clay","SW","J.Janes","Common","Present","Present","Present","J338","Roadside;;;;;;;;"
"J338b","J338",,5,23,"conica","Eucalyptus conica","2015-11-05",,-29.15425,152.00211,"WGS84","NSW","Tenterfield, Bluff rock lookout",854,"Granite","loam-clay","SW","J.Janes","Common","Present","Present","Present","J338","Roadside;;;;;;;;"
"J338c","J338",,5,23,"conica","Eucalyptus conica","2015-11-05",,-29.15425,152.00211,"WGS84","NSW","Tenterfield, Bluff rock lookout",854,"Granite","loam-clay","SW","J.Janes","Common","Present","Present","Present","J338","Roadside;;;;;;;;"
"J339a","J339",,4,24,"moluccana","Eucalyptus moluccana","2015-11-05",,-29.45636,151.55505,"WGS84","NSW","Emmaville, Strathbogie Rd",873,"Granite","clay-loam","S","J.Janes","Common",,,"Present","J339","Roadside;Eucalyptus melliodora;Acacia leptocarpa;;;;;;"
"J339b","J339",,4,24,"moluccana","Eucalyptus moluccana","2015-11-05",,-29.45636,151.55505,"WGS84","NSW","Emmaville, Strathbogie Rd",873,"Granite","clay-loam","S","J.Janes","Common",,,"Present","J339","Roadside;Eucalyptus melliodora;Acacia leptocarpa;;;;;;"
"J339 - Recollecta","J339 - Recollect",,6,24,"moluccana","Eucalyptus moluccana","2016-11-28","Recollected but originals already in herbarium",-29.45636,151.55505,"WGS84","NSW","Emmaville, Strathbogie Rd",873,"Granite","clay-loam","S","J.Janes, T.Collins","Common",,,"Present","J339","Roadside;Eucalyptus melliodora;Acacia leptocarpa;;;;;;"
"J339 - Recollectb","J339 - Recollect",,6,24,"moluccana","Eucalyptus moluccana","2016-11-28","Recollected but originals already in herbarium",-29.45636,151.55505,"WGS84","NSW","Emmaville, Strathbogie Rd",873,"Granite","clay-loam","S","J.Janes, T.Collins","Common",,,"Present","J339","Roadside;Eucalyptus melliodora;Acacia leptocarpa;;;;;;"
"J339 - Recollectc","J339 - Recollect",,6,24,"moluccana","Eucalyptus moluccana","2016-11-28","Recollected but originals already in herbarium",-29.45636,151.55505,"WGS84","NSW","Emmaville, Strathbogie Rd",873,"Granite","clay-loam","S","J.Janes, T.Collins","Common",,,"Present","J339","Roadside;Eucalyptus melliodora;Acacia leptocarpa;;;;;;"
"J339 - Recollectd","J339 - Recollect",,6,24,"moluccana","Eucalyptus moluccana","2016-11-28","Recollected but originals already in herbarium",-29.45636,151.55505,"WGS84","NSW","Emmaville, Strathbogie Rd",873,"Granite","clay-loam","S","J.Janes, T.Collins","Common",,,"Present","J339","Roadside;Eucalyptus melliodora;Acacia leptocarpa;;;;;;"
"J340a","J340",,5,25,"melliodora","Eucalyptus melliodora","2015-11-05",,-29.45577,151.55405,"WGS84","NSW","Emmaville, Strathbogie Rd",874,"Granite","clay-loam","S","J.Janes","Common","Present","Present","Present","J340","Roadside;Eucalyptus moluccana;Acacia leptocarpa;;;;;;"
"J340b","J340",,5,25,"melliodora","Eucalyptus melliodora","2015-11-05",,-29.45577,151.55405,"WGS84","NSW","Emmaville, Strathbogie Rd",874,"Granite","clay-loam","S","J.Janes","Common","Present","Present","Present","J340","Roadside;Eucalyptus moluccana;Acacia leptocarpa;;;;;;"
"J340c","J340",,5,25,"melliodora","Eucalyptus melliodora","2015-11-05",,-29.45577,151.55405,"WGS84","NSW","Emmaville, Strathbogie Rd",874,"Granite","clay-loam","S","J.Janes","Common","Present","Present","Present","J340","Roadside;Eucalyptus moluccana;Acacia leptocarpa;;;;;;"
"J340 - Recollecta","J340 - Recollect",,5,25,"melliodora","Eucalyptus melliodora","2016-11-28","Recollected but originals already in herbarium",-29.45577,151.55405,"WGS84","NSW","Emmaville, Strathbogie Rd",874,"Granite","clay-loam","S","J.Janes, T.Collins","Common","Present","Present","Present","J340","Roadside;Eucalyptus moluccana;Acacia leptocarpa;;;;;;"
"J340 - Recollectb","J340 - Recollect",,5,25,"melliodora","Eucalyptus melliodora","2016-11-28","Recollected but originals already in herbarium",-29.45577,151.55405,"WGS84","NSW","Emmaville, Strathbogie Rd",874,"Granite","clay-loam","S","J.Janes, T.Collins","Common","Present","Present","Present","J340","Roadside;Eucalyptus moluccana;Acacia leptocarpa;;;;;;"
"J340 - Recollectc","J340 - Recollect",,5,25,"melliodora","Eucalyptus melliodora","2016-11-28","Recollected but originals already in herbarium",-29.45577,151.55405,"WGS84","NSW","Emmaville, Strathbogie Rd",874,"Granite","clay-loam","S","J.Janes, T.Collins","Common","Present","Present","Present","J340","Roadside;Eucalyptus moluccana;Acacia leptocarpa;;;;;;"
"J341a","J341",,5,26,"albens","Eucalyptus albens","2015-11-05",,-29.40223,151.41655,"WGS84","NSW","Yellow Dam, Emmaville Rd",770,"Granite","sand","W","J.Janes","Common",,,"Present","J341","Clematis microphylla;Acacia leptocarpa;Themeda sp;;;;;;"
"J341b","J341",,5,26,"albens","Eucalyptus albens","2015-11-05",,-29.40223,151.41655,"WGS84","NSW","Yellow Dam, Emmaville Rd",770,"Granite","sand","W","J.Janes","Common",,,"Present","J341","Clematis microphylla;Acacia leptocarpa;Themeda sp;;;;;;"
"J341c","J341",,5,26,"albens","Eucalyptus albens","2015-11-05",,-29.40223,151.41655,"WGS84","NSW","Yellow Dam, Emmaville Rd",770,"Granite","sand","W","J.Janes","Common",,,"Present","J341","Clematis microphylla;Acacia leptocarpa;Themeda sp;;;;;;"
"J342a","J342",,5,27,"sideroxylon","Eucalyptus sideroxylon","2015-11-05",,-29.39087,151.39279,"WGS84","NSW","Yellow Dam, Emmaville Rd",734,"Granite","sand","S","J.Janes","Common","Present","Present","Present","J342","Callitris columellaris;Acacia sp;;;;;;;"
"J342b","J342",,5,27,"sideroxylon","Eucalyptus sideroxylon","2015-11-05",,-29.39087,151.39279,"WGS84","NSW","Yellow Dam, Emmaville Rd",734,"Granite","sand","S","J.Janes","Common","Present","Present","Present","J342","Callitris columellaris;Acacia sp;;;;;;;"
"J342c","J342",,5,27,"sideroxylon","Eucalyptus sideroxylon","2015-11-05",,-29.39087,151.39279,"WGS84","NSW","Yellow Dam, Emmaville Rd",734,"Granite","sand","S","J.Janes","Common","Present","Present","Present","J342","Callitris columellaris;Acacia sp;;;;;;;"
"J342 - Recollecta","J342 - Recollect",,5,27,"sideroxylon","Eucalyptus sideroxylon","2016-11-28","Recollected but originals already in herbarium",-29.39087,151.39279,"WGS84","NSW","Yellow Dam, Emmaville Rd",734,"Granite","sand","S","J.Janes, T.Collins","Common","Present","Present","Present","J342","Callitris columellaris;Acacia sp;;;;;;;"
"J342 - Recollectb","J342 - Recollect",,5,27,"sideroxylon","Eucalyptus sideroxylon","2016-11-28","Recollected but originals already in herbarium",-29.39087,151.39279,"WGS84","NSW","Yellow Dam, Emmaville Rd",734,"Granite","sand","S","J.Janes, T.Collins","Common","Present","Present","Present","J342","Callitris columellaris;Acacia sp;;;;;;;"
"J342 - Recollectc","J342 - Recollect",,5,27,"sideroxylon","Eucalyptus sideroxylon","2016-11-28","Recollected but originals already in herbarium",-29.39087,151.39279,"WGS84","NSW","Yellow Dam, Emmaville Rd",734,"Granite","sand","S","J.Janes, T.Collins","Common","Present","Present","Present","J342","Callitris columellaris;Acacia sp;;;;;;;"
"J343a","J343",,5,28,"crebra","Eucalyptus crebra","2015-11-05",,-29.35816,151.30991,"WGS84","NSW","Yellow Dam, Emmaville Rd",642,"Granite/mudstone","clay","N","J.Janes","Common","Present",,"Present","J343","Callitris columellaris;Styphelia triflora;Melichrus urceolatus;Leucopogan muticus;;;;;"
"J343b","J343",,5,28,"crebra","Eucalyptus crebra","2015-11-05",,-29.35816,151.30991,"WGS84","NSW","Yellow Dam, Emmaville Rd",642,"Granite/mudstone","clay","N","J.Janes","Common","Present",,"Present","J343","Callitris columellaris;Styphelia triflora;Melichrus urceolatus;Leucopogan muticus;;;;;"
"J343c","J343",,5,28,"crebra","Eucalyptus crebra","2015-11-05",,-29.35816,151.30991,"WGS84","NSW","Yellow Dam, Emmaville Rd",642,"Granite/mudstone","clay","N","J.Janes","Common","Present",,"Present","J343","Callitris columellaris;Styphelia triflora;Melichrus urceolatus;Leucopogan muticus;;;;;"
"J344a","J344",,5,29,"polyanthemos","Eucalyptus polyanthemos","2015-11-19",,-35.33962,148.91113,"WGS84","ACT","Pierces Creek State Forest, Vanitys Crossing",640,"Granite","hard red","N","J.Janes","Common",,,"Present","J344","Dianella;Lepidosperma;Plantago;Acacia leptocarpa;;;;;"
"J344b","J344",,5,29,"polyanthemos","Eucalyptus polyanthemos","2015-11-19",,-35.33962,148.91113,"WGS84","ACT","Pierces Creek State Forest, Vanitys Crossing",640,"Granite","hard red","N","J.Janes","Common",,,"Present","J344","Dianella;Lepidosperma;Plantago;Acacia leptocarpa;;;;;"
"J344c","J344",,5,29,"polyanthemos","Eucalyptus polyanthemos","2015-11-19",,-35.33962,148.91113,"WGS84","ACT","Pierces Creek State Forest, Vanitys Crossing",640,"Granite","hard red","N","J.Janes","Common",,,"Present","J344","Dianella;Lepidosperma;Plantago;Acacia leptocarpa;;;;;"
"J345a","J345",,5,30,"albens","Eucalyptus albens","2015-11-20",,-35.07022,148.83685,"WGS84","NSW","Mullion, Mountain Creek Rd.","NA","Sandstone/Limestone","Rocky shale",,"J.Janes","Common",,,"Present","J345","E. melliodora;Themeda;Briza maxima;Exocarpus;Stuphelia;Lepidosperma;Dianella;Bursania;"
"J345b","J345",,5,30,"albens","Eucalyptus albens","2015-11-20",,-35.07022,148.83685,"WGS84","NSW","Mullion, Mountain Creek Rd.","NA","Sandstone/Limestone","Rocky shale",,"J.Janes","Common",,,"Present","J345","E. melliodora;Themeda;Briza maxima;Exocarpus;Stuphelia;Lepidosperma;Dianella;Bursania;"
"J345c","J345",,5,30,"albens","Eucalyptus albens","2015-11-20",,-35.07022,148.83685,"WGS84","NSW","Mullion, Mountain Creek Rd.","NA","Sandstone/Limestone","Rocky shale",,"J.Janes","Common",,,"Present","J345","E. melliodora;Themeda;Briza maxima;Exocarpus;Stuphelia;Lepidosperma;Dianella;Bursania;"
"J345 - Recollecta","J345 - Recollect",,3,30,"albens","Eucalyptus albens","2016-12-01","Recollected but originals already in herbarium",-35.07022,148.83685,"WGS84","NSW","Mullion, Mountain Creek Rd.","NA","Sandstone/Limestone","Rocky shale",,"J.Janes, T.Collins","Common",,,"Present","J345","E. melliodora;Themeda;Briza maxima;Exocarpus;Stuphelia;Lepidosperma;Dianella;Bursania;"
"J346a","J346",,5,31,"melliodora","Eucalyptus melliodora","2015-11-20",,-35.06954,148.83661,"WGS84","NSW","Mullion, Mountain Creek Rd.",498,"Sandstone/Limestone","Rocky shale","NE","J.Janes","Common","Present","Present","Present","J346","E. albens;;;;;;;;"
"J346b","J346",,5,31,"melliodora","Eucalyptus melliodora","2015-11-20",,-35.06954,148.83661,"WGS84","NSW","Mullion, Mountain Creek Rd.",498,"Sandstone/Limestone","Rocky shale","NE","J.Janes","Common","Present","Present","Present","J346","E. albens;;;;;;;;"
"J346c","J346",,5,31,"melliodora","Eucalyptus melliodora","2015-11-20",,-35.06954,148.83661,"WGS84","NSW","Mullion, Mountain Creek Rd.",498,"Sandstone/Limestone","Rocky shale","NE","J.Janes","Common","Present","Present","Present","J346","E. albens;;;;;;;;"
"J346 - Recollecta","J346 - Recollect",,4,31,"melliodora","Eucalyptus melliodora","2016-12-01","Recollected but originals already in herbarium",-35.06954,148.83661,"WGS84","NSW","Mullion, Mountain Creek Rd.",498,"Sandstone/Limestone","Rocky shale","NE","J.Janes, T.Collins","Common","Present","Present","Present","J346","E. albens;;;;;;;;"
"J346 - Recollectb","J346 - Recollect",,4,31,"melliodora","Eucalyptus melliodora","2016-12-01","Recollected but originals already in herbarium",-35.06954,148.83661,"WGS84","NSW","Mullion, Mountain Creek Rd.",498,"Sandstone/Limestone","Rocky shale","NE","J.Janes, T.Collins","Common","Present","Present","Present","J346","E. albens;;;;;;;;"
"J347a","J347",,5,32,"polyanthemos","Eucalyptus polyanthemos","2015-11-20",,-35.09381,148.74881,"WGS84","NSW","Wee Jasper, Doctors Flat Rd.",740,"limestone/granite","sandy",,"J.Janes","Common","Present",,"Present","J347","Cassinia adunca;Acacia deanei;;;;;;;"
"J347b","J347",,5,32,"polyanthemos","Eucalyptus polyanthemos","2015-11-20",,-35.09381,148.74881,"WGS84","NSW","Wee Jasper, Doctors Flat Rd.",740,"limestone/granite","sandy",,"J.Janes","Common","Present",,"Present","J347","Cassinia adunca;Acacia deanei;;;;;;;"
"J347c","J347",,5,32,"polyanthemos","Eucalyptus polyanthemos","2015-11-20",,-35.09381,148.74881,"WGS84","NSW","Wee Jasper, Doctors Flat Rd.",740,"limestone/granite","sandy",,"J.Janes","Common","Present",,"Present","J347","Cassinia adunca;Acacia deanei;;;;;;;"
"J348a","J348",,5,33,"polyanthemos","Eucalyptus polyanthemos","2015-11-20",,-35.24184,148.29729,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",448,,,"NE","J.Janes","Common",,,"Present","J348","E. albens;Angophora;Briza maxima;Plantago;;;;;"
"J348b","J348",,5,33,"polyanthemos","Eucalyptus polyanthemos","2015-11-20",,-35.24184,148.29729,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",448,,,"NE","J.Janes","Common",,,"Present","J348","E. albens;Angophora;Briza maxima;Plantago;;;;;"
"J348c","J348",,5,33,"polyanthemos","Eucalyptus polyanthemos","2015-11-20",,-35.24184,148.29729,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",448,,,"NE","J.Janes","Common",,,"Present","J348","E. albens;Angophora;Briza maxima;Plantago;;;;;"
"J348 - Recollecta","J348 - Recollect",,5,33,"polyanthemos","Eucalyptus polyanthemos","2016-12-01","Recollected but originals already in herbarium",-35.24184,148.29729,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",448,,,"NE","J.Janes, T.Collins","Common",,,"Present","J348","E. albens;Angophora;Briza maxima;Plantago;;;;;"
"J348 - Recollectb","J348 - Recollect",,5,33,"polyanthemos","Eucalyptus polyanthemos","2016-12-01","Recollected but originals already in herbarium",-35.24184,148.29729,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",448,,,"NE","J.Janes, T.Collins","Common",,,"Present","J348","E. albens;Angophora;Briza maxima;Plantago;;;;;"
"J348 - Recollectc","J348 - Recollect",,5,33,"polyanthemos","Eucalyptus polyanthemos","2016-12-01","Recollected but originals already in herbarium",-35.24184,148.29729,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",448,,,"NE","J.Janes, T.Collins","Common",,,"Present","J348","E. albens;Angophora;Briza maxima;Plantago;;;;;"
"J349a","J349",,10,34,"albens","Eucalyptus albens","2015-11-20",,-35.24369,148.2968,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",462,,,"NE","J.Janes","Common",,,"Present","J349","E. polyanthemos;Briza;Plantago;Angophora;;;;;"
"J349b","J349",,10,34,"albens","Eucalyptus albens","2015-11-20",,-35.24369,148.2968,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",462,,,"NE","J.Janes","Common",,,"Present","J349","E. polyanthemos;Briza;Plantago;Angophora;;;;;"
"J349c","J349",,10,34,"albens","Eucalyptus albens","2015-11-20",,-35.24369,148.2968,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",462,,,"NE","J.Janes","Common",,,"Present","J349","E. polyanthemos;Briza;Plantago;Angophora;;;;;"
"J349d","J349",,10,34,"albens","Eucalyptus albens","2015-11-20",,-35.24369,148.2968,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",462,,,"NE","J.Janes","Common",,,"Present","J349","E. polyanthemos;Briza;Plantago;Angophora;;;;;"
"J349e","J349",,10,34,"albens","Eucalyptus albens","2015-11-20",,-35.24369,148.2968,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",462,,,"NE","J.Janes","Common",,,"Present","J349","E. polyanthemos;Briza;Plantago;Angophora;;;;;"
"J349f","J349",,10,34,"albens","Eucalyptus albens","2015-11-20",,-35.24369,148.2968,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",462,,,"NE","J.Janes","Common",,,"Present","J349","E. polyanthemos;Briza;Plantago;Angophora;;;;;"
"J349g","J349",,10,34,"albens","Eucalyptus albens","2015-11-20",,-35.24369,148.2968,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",462,,,"NE","J.Janes","Common",,,"Present","J349","E. polyanthemos;Briza;Plantago;Angophora;;;;;"
"J349h","J349",,10,34,"albens","Eucalyptus albens","2015-11-20",,-35.24369,148.2968,"WGS84","NSW","Wee Jasper, Wee Jasper Rd.",462,,,"NE","J.Janes","Common",,,"Present","J349","E. polyanthemos;Briza;Plantago;Angophora;;;;;"
"J350a","J350",,10,35,"albens","Eucalyptus albens","2015-11-20",,-35.2456,147.68083,"WGS84","NSW","Tarcutta, Mates Gully Rd.",276,"Basalt","sand","S","J.Janes","Common",,,"Present","J350","Roadside;;;;;;;;"
"J350b","J350",,10,35,"albens","Eucalyptus albens","2015-11-20",,-35.2456,147.68083,"WGS84","NSW","Tarcutta, Mates Gully Rd.",276,"Basalt","sand","S","J.Janes","Common",,,"Present","J350","Roadside;;;;;;;;"
"J350c","J350",,10,35,"albens","Eucalyptus albens","2015-11-20",,-35.2456,147.68083,"WGS84","NSW","Tarcutta, Mates Gully Rd.",276,"Basalt","sand","S","J.Janes","Common",,,"Present","J350","Roadside;;;;;;;;"
"J350d","J350",,10,35,"albens","Eucalyptus albens","2015-11-20",,-35.2456,147.68083,"WGS84","NSW","Tarcutta, Mates Gully Rd.",276,"Basalt","sand","S","J.Janes","Common",,,"Present","J350","Roadside;;;;;;;;"
"J350e","J350",,10,35,"albens","Eucalyptus albens","2015-11-20",,-35.2456,147.68083,"WGS84","NSW","Tarcutta, Mates Gully Rd.",276,"Basalt","sand","S","J.Janes","Common",,,"Present","J350","Roadside;;;;;;;;"
"J350f","J350",,10,35,"albens","Eucalyptus albens","2015-11-20",,-35.2456,147.68083,"WGS84","NSW","Tarcutta, Mates Gully Rd.",276,"Basalt","sand","S","J.Janes","Common",,,"Present","J350","Roadside;;;;;;;;"
"J350g","J350",,10,35,"albens","Eucalyptus albens","2015-11-20",,-35.2456,147.68083,"WGS84","NSW","Tarcutta, Mates Gully Rd.",276,"Basalt","sand","S","J.Janes","Common",,,"Present","J350","Roadside;;;;;;;;"
"J350h","J350",,10,35,"albens","Eucalyptus albens","2015-11-20",,-35.2456,147.68083,"WGS84","NSW","Tarcutta, Mates Gully Rd.",276,"Basalt","sand","S","J.Janes","Common",,,"Present","J350","Roadside;;;;;;;;"
"J350 - Recollect","J350 - Recollect",,1,35,"albens","Eucalyptus albens","2016-12-01","Recollected but originals already in herbarium",-35.2456,147.68083,"WGS84","NSW","Tarcutta, Mates Gully Rd.",276,"Basalt","sand","S","J.Janes, T.Collins","Common",,,"Present","J350","Roadside;;;;;;;;"
"J351a","J351",,5,36,"polyanthemos","Eucalyptus polyanthemos (juv micro?)","2015-11-20",,-35.25609,147.68506,"WGS84","NSW","Tarcutta, Mates Gully Rd.",287,"Granite/Basalt","sand","S","J.Janes","Common","Present","Present","Present","J351","E. sideroxylon;E. albens;Helichrysum brateatum;Acacia sp.;;;;;"
"J351b","J351",,5,36,"polyanthemos","Eucalyptus polyanthemos (juv micro?)","2015-11-20",,-35.25609,147.68506,"WGS84","NSW","Tarcutta, Mates Gully Rd.",287,"Granite/Basalt","sand","S","J.Janes","Common","Present","Present","Present","J351","E. sideroxylon;E. albens;Helichrysum brateatum;Acacia sp.;;;;;"
"J351c","J351",,5,36,"polyanthemos","Eucalyptus polyanthemos (juv micro?)","2015-11-20",,-35.25609,147.68506,"WGS84","NSW","Tarcutta, Mates Gully Rd.",287,"Granite/Basalt","sand","S","J.Janes","Common","Present","Present","Present","J351","E. sideroxylon;E. albens;Helichrysum brateatum;Acacia sp.;;;;;"
"J351 area - Recollect","J351 area - Recollect",,1,36,"polyanthemos","Eucalyptus polyanthemos (juv micro?)","2016-12-01","Recollected but originals already in herbarium",-35.25609,147.68506,"WGS84","NSW","Tarcutta, Mates Gully Rd.",287,"Granite/Basalt","sand","S","J.Janes, T.Collins","Common","Present","Present","Present","J351","E. sideroxylon;E. albens;Helichrysum brateatum;Acacia sp.;;;;;"
"J352a","J352",,10,37,"sideroxylon","Eucalyptus sideroxylon","2015-11-20",,-35.25665,147.68486,"WGS84","NSW","Tarcutta, Mates Gully Rd.","NA","Granite/Basalt","sand","S","J.Janes","Common",,,"Present","J352","E. polyanthemos;;;;;;;;"
"J352b","J352",,10,37,"sideroxylon","Eucalyptus sideroxylon","2015-11-20",,-35.25665,147.68486,"WGS84","NSW","Tarcutta, Mates Gully Rd.","NA","Granite/Basalt","sand","S","J.Janes","Common",,,"Present","J352","E. polyanthemos;;;;;;;;"
"J352c","J352",,10,37,"sideroxylon","Eucalyptus sideroxylon","2015-11-20",,-35.25665,147.68486,"WGS84","NSW","Tarcutta, Mates Gully Rd.","NA","Granite/Basalt","sand","S","J.Janes","Common",,,"Present","J352","E. polyanthemos;;;;;;;;"
"J352d","J352",,10,37,"sideroxylon","Eucalyptus sideroxylon","2015-11-20",,-35.25665,147.68486,"WGS84","NSW","Tarcutta, Mates Gully Rd.","NA","Granite/Basalt","sand","S","J.Janes","Common",,,"Present","J352","E. polyanthemos;;;;;;;;"
"J352e","J352",,10,37,"sideroxylon","Eucalyptus sideroxylon","2015-11-20",,-35.25665,147.68486,"WGS84","NSW","Tarcutta, Mates Gully Rd.","NA","Granite/Basalt","sand","S","J.Janes","Common",,,"Present","J352","E. polyanthemos;;;;;;;;"
"J352f","J352",,10,37,"sideroxylon","Eucalyptus sideroxylon","2015-11-20",,-35.25665,147.68486,"WGS84","NSW","Tarcutta, Mates Gully Rd.","NA","Granite/Basalt","sand","S","J.Janes","Common",,,"Present","J352","E. polyanthemos;;;;;;;;"
"J352g","J352",,10,37,"sideroxylon","Eucalyptus sideroxylon","2015-11-20",,-35.25665,147.68486,"WGS84","NSW","Tarcutta, Mates Gully Rd.","NA","Granite/Basalt","sand","S","J.Janes","Common",,,"Present","J352","E. polyanthemos;;;;;;;;"
"J352h","J352",,10,37,"sideroxylon","Eucalyptus sideroxylon","2015-11-20",,-35.25665,147.68486,"WGS84","NSW","Tarcutta, Mates Gully Rd.","NA","Granite/Basalt","sand","S","J.Janes","Common",,,"Present","J352","E. polyanthemos;;;;;;;;"
"J353a","J353",,5,38,"polyanthemos","Eucalyptus polyanthemos","2015-11-20",,-35.8453,147.19722,"WGS84","NSW","Blue Metal Rest Area, M31",338,"Sandstone","sand-clay","SE","J.Janes","Common","Present","Present","Present","J353","E. moluccana;Roadside;;;;;;;"
"J353b","J353",,5,38,"polyanthemos","Eucalyptus polyanthemos","2015-11-20",,-35.8453,147.19722,"WGS84","NSW","Blue Metal Rest Area, M31",338,"Sandstone","sand-clay","SE","J.Janes","Common","Present","Present","Present","J353","E. moluccana;Roadside;;;;;;;"
"J353c","J353",,5,38,"polyanthemos","Eucalyptus polyanthemos","2015-11-20",,-35.8453,147.19722,"WGS84","NSW","Blue Metal Rest Area, M31",338,"Sandstone","sand-clay","SE","J.Janes","Common","Present","Present","Present","J353","E. moluccana;Roadside;;;;;;;"
"J354a","J354",,5,39,"moluccana","Eucalyptus moluccana","2015-11-20",,-35.84469,147.19794,"WGS84","NSW","Blue Metal Rest Area, M31","NA",,,,"J.Janes","Common","Present",,"Present","J354","E. polyanthemos;Roadside;;;;;;;"
"J354b","J354",,5,39,"moluccana","Eucalyptus moluccana","2015-11-20",,-35.84469,147.19794,"WGS84","NSW","Blue Metal Rest Area, M31","NA",,,,"J.Janes","Common","Present",,"Present","J354","E. polyanthemos;Roadside;;;;;;;"
"J354c","J354",,5,39,"moluccana","Eucalyptus moluccana","2015-11-20",,-35.84469,147.19794,"WGS84","NSW","Blue Metal Rest Area, M31","NA",,,,"J.Janes","Common","Present",,"Present","J354","E. polyanthemos;Roadside;;;;;;;"
"J355A","J355",,10,40,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-36.09264,146.61917,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes","Common",,,"Present","J355","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
"J355B","J355",,"NA","NA","sideroxylonXmicrocarpa","Hybrid? Sider x micro","2015-11-21",,-36.08961,146.62105,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes","Common",,,"Present","J355B","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
"J355c","J355",,10,40,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-36.09264,146.61917,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes","Common",,,"Present","J355","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
"J355d","J355",,10,40,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-36.09264,146.61917,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes","Common",,,"Present","J355","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
"J355e","J355",,10,40,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-36.09264,146.61917,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes","Common",,,"Present","J355","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
"J355f","J355",,10,40,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-36.09264,146.61917,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes","Common",,,"Present","J355","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
"J355g","J355",,10,40,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-36.09264,146.61917,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes","Common",,,"Present","J355","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
"J355h","J355",,10,40,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-36.09264,146.61917,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes","Common",,,"Present","J355","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
"J355 - Recollecta","J355 - Recollect",,5,40,"sideroxylon","Eucalyptus sideroxylon","2016-12-02","Recollected but originals already in herbarium",-36.09264,146.61917,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes, T.Collins","Common",,,"Present","J355","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
"J355 - Recollectb","J355 - Recollect",,5,40,"sideroxylon","Eucalyptus sideroxylon","2016-12-02","Recollected but originals already in herbarium",-36.09264,146.61917,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes, T.Collins","Common",,,"Present","J355","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
