"sample.id","site.id","other.ids","total.num.samples","tag.num","species","species.notes","date","notes","latitude","longitude","datum","state","location","altitude","geology","soil","aspect","collector","abundance","buds","flowers","fruit","photos","associated.species"
"J355 - Recollectc","J355 - Recollect",,5,40,"sideroxylon","Eucalyptus sideroxylon","2016-12-02","Recollected but originals already in herbarium",-36.09264,146.61917,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",196,,"gravel-sand","S","J.Janes, T.Collins","Common",,,"Present","J355","Bayeria viscosa;Helichrysum viscosum;Acacia sp.;;;;;;"
"J356a","J356",,5,41,"microcarpa","Eucalyptus microcarpa (?)","2015-11-21",,-36.09272,146.61929,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",194,,"gravel-sand","S","J.Janes","Common",,,"Present","J356",";;;;;;;;"
"J356b","J356",,5,41,"microcarpa","Eucalyptus microcarpa (?)","2015-11-21",,-36.09272,146.61929,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",194,,"gravel-sand","S","J.Janes","Common",,,"Present","J356",";;;;;;;;"
"J356c","J356",,5,41,"microcarpa","Eucalyptus microcarpa (?)","2015-11-21",,-36.09272,146.61929,"WGS84","VIC","Chiltern, Chiltern-Howlong Rd.",194,,"gravel-sand","S","J.Janes","Common",,,"Present","J356",";;;;;;;;"
"J357a","J357",,5,42,"melliodora","Eucalyptus melliodora","2015-11-21",,-36.019,146.29446,"WGS84","NSW","Collendina State Forest, Spring Dr.",140,"Granite","red sand","W","J.Janes","Common","Present","Present","Present","J357","E. microcarpa;grassland;red gum;Stipa platychaeta;;;;;"
"J357b","J357",,5,42,"melliodora","Eucalyptus melliodora","2015-11-21",,-36.019,146.29446,"WGS84","NSW","Collendina State Forest, Spring Dr.",140,"Granite","red sand","W","J.Janes","Common","Present","Present","Present","J357","E. microcarpa;grassland;red gum;Stipa platychaeta;;;;;"
"J357c","J357",,5,42,"melliodora","Eucalyptus melliodora","2015-11-21",,-36.019,146.29446,"WGS84","NSW","Collendina State Forest, Spring Dr.",140,"Granite","red sand","W","J.Janes","Common","Present","Present","Present","J357","E. microcarpa;grassland;red gum;Stipa platychaeta;;;;;"
"J357 - Recollecta","J357 - Recollect",,6,42,"melliodora","Eucalyptus melliodora","2016-12-02","Recollected but originals already in herbarium",-36.019,146.29446,"WGS84","NSW","Collendina State Forest, Spring Dr.",140,"Granite","red sand","W","J.Janes, T.Collins","Common","Present","Present","Present","J357","E. microcarpa;grassland;red gum;Stipa platychaeta;;;;;"
"J357 - Recollectb","J357 - Recollect",,6,42,"melliodora","Eucalyptus melliodora","2016-12-02","Recollected but originals already in herbarium",-36.019,146.29446,"WGS84","NSW","Collendina State Forest, Spring Dr.",140,"Granite","red sand","W","J.Janes, T.Collins","Common","Present","Present","Present","J357","E. microcarpa;grassland;red gum;Stipa platychaeta;;;;;"
"J357 - Recollectc","J357 - Recollect",,6,42,"melliodora","Eucalyptus melliodora","2016-12-02","Recollected but originals already in herbarium",-36.019,146.29446,"WGS84","NSW","Collendina State Forest, Spring Dr.",140,"Granite","red sand","W","J.Janes, T.Collins","Common","Present","Present","Present","J357","E. microcarpa;grassland;red gum;Stipa platychaeta;;;;;"
"J357 - Recollectd","J357 - Recollect",,6,42,"melliodora","Eucalyptus melliodora","2016-12-02","Recollected but originals already in herbarium",-36.019,146.29446,"WGS84","NSW","Collendina State Forest, Spring Dr.",140,"Granite","red sand","W","J.Janes, T.Collins","Common","Present","Present","Present","J357","E. microcarpa;grassland;red gum;Stipa platychaeta;;;;;"
"J358a","J358",,5,43,"melliodora","Eucalyptus melliodora","2015-11-21",,-35.38973,146.35303,"WGS84","NSW","Urana, Walbundrie Rd.",138,"Granite","clay-sand","0","J.Janes","Common",,,"Present","J358","Grasses;Stipa;Vulpia bromoides;Convolvulus erubescens;Helichrysum bracteatum;;;;"
"J358b","J358",,5,43,"melliodora","Eucalyptus melliodora","2015-11-21",,-35.38973,146.35303,"WGS84","NSW","Urana, Walbundrie Rd.",138,"Granite","clay-sand","0","J.Janes","Common",,,"Present","J358","Grasses;Stipa;Vulpia bromoides;Convolvulus erubescens;Helichrysum bracteatum;;;;"
"J358c","J358",,5,43,"melliodora","Eucalyptus melliodora","2015-11-21",,-35.38973,146.35303,"WGS84","NSW","Urana, Walbundrie Rd.",138,"Granite","clay-sand","0","J.Janes","Common",,,"Present","J358","Grasses;Stipa;Vulpia bromoides;Convolvulus erubescens;Helichrysum bracteatum;;;;"
"J359a","J359",,10,44,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-34.47594,147.40941,"WGS84","NSW","Ingalba Nature Reserve, Hwy 94",327,"Granite/Basalt","clay-loam","0","J.Janes","Common",,,"Present","J359","E. microcarpa;Acacia;Dianella;Callitris sp;;;;;"
"J359b","J359",,10,44,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-34.47594,147.40941,"WGS84","NSW","Ingalba Nature Reserve, Hwy 94",327,"Granite/Basalt","clay-loam","0","J.Janes","Common",,,"Present","J359","E. microcarpa;Acacia;Dianella;Callitris sp;;;;;"
"J359c","J359",,10,44,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-34.47594,147.40941,"WGS84","NSW","Ingalba Nature Reserve, Hwy 94",327,"Granite/Basalt","clay-loam","0","J.Janes","Common",,,"Present","J359","E. microcarpa;Acacia;Dianella;Callitris sp;;;;;"
"J359d","J359",,10,44,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-34.47594,147.40941,"WGS84","NSW","Ingalba Nature Reserve, Hwy 94",327,"Granite/Basalt","clay-loam","0","J.Janes","Common",,,"Present","J359","E. microcarpa;Acacia;Dianella;Callitris sp;;;;;"
"J359e","J359",,10,44,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-34.47594,147.40941,"WGS84","NSW","Ingalba Nature Reserve, Hwy 94",327,"Granite/Basalt","clay-loam","0","J.Janes","Common",,,"Present","J359","E. microcarpa;Acacia;Dianella;Callitris sp;;;;;"
"J359f","J359",,10,44,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-34.47594,147.40941,"WGS84","NSW","Ingalba Nature Reserve, Hwy 94",327,"Granite/Basalt","clay-loam","0","J.Janes","Common",,,"Present","J359","E. microcarpa;Acacia;Dianella;Callitris sp;;;;;"
"J359g","J359",,10,44,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-34.47594,147.40941,"WGS84","NSW","Ingalba Nature Reserve, Hwy 94",327,"Granite/Basalt","clay-loam","0","J.Janes","Common",,,"Present","J359","E. microcarpa;Acacia;Dianella;Callitris sp;;;;;"
"J359h","J359",,10,44,"sideroxylon","Eucalyptus sideroxylon","2015-11-21",,-34.47594,147.40941,"WGS84","NSW","Ingalba Nature Reserve, Hwy 94",327,"Granite/Basalt","clay-loam","0","J.Janes","Common",,,"Present","J359","E. microcarpa;Acacia;Dianella;Callitris sp;;;;;"
"J360a","J360",,5,45,"conica","Eucalyptus conica","2015-11-21",,-34.01205,148.12904,"WGS84","NSW","Orange, Old Forbes Rd.",322,"Granite","Fine sand w rock","0","J.Janes","Rare",,,"Present","J360","E. microcarpa;Yellow paper daisy;Callitris sp;;;;;;"
"J360b","J360",,5,45,"conica","Eucalyptus conica","2015-11-21",,-34.01205,148.12904,"WGS84","NSW","Orange, Old Forbes Rd.",322,"Granite","Fine sand w rock","0","J.Janes","Rare",,,"Present","J360","E. microcarpa;Yellow paper daisy;Callitris sp;;;;;;"
"J360c","J360",,5,45,"conica","Eucalyptus conica","2015-11-21",,-34.01205,148.12904,"WGS84","NSW","Orange, Old Forbes Rd.",322,"Granite","Fine sand w rock","0","J.Janes","Rare",,,"Present","J360","E. microcarpa;Yellow paper daisy;Callitris sp;;;;;;"
"J361a","J361",,10,46,"albens","Eucalyptus albens","2015-11-22",,-33.42118,148.51154,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",525,,,"N","J.Janes","Common",,,"Present","J361","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J361b","J361",,10,46,"albens","Eucalyptus albens","2015-11-22",,-33.42118,148.51154,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",525,,,"N","J.Janes","Common",,,"Present","J361","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J361c","J361",,10,46,"albens","Eucalyptus albens","2015-11-22",,-33.42118,148.51154,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",525,,,"N","J.Janes","Common",,,"Present","J361","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J361d","J361",,10,46,"albens","Eucalyptus albens","2015-11-22",,-33.42118,148.51154,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",525,,,"N","J.Janes","Common",,,"Present","J361","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J361e","J361",,10,46,"albens","Eucalyptus albens","2015-11-22",,-33.42118,148.51154,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",525,,,"N","J.Janes","Common",,,"Present","J361","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J361f","J361",,10,46,"albens","Eucalyptus albens","2015-11-22",,-33.42118,148.51154,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",525,,,"N","J.Janes","Common",,,"Present","J361","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J361g","J361",,10,46,"albens","Eucalyptus albens","2015-11-22",,-33.42118,148.51154,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",525,,,"N","J.Janes","Common",,,"Present","J361","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J361h","J361",,10,46,"albens","Eucalyptus albens","2015-11-22",,-33.42118,148.51154,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",525,,,"N","J.Janes","Common",,,"Present","J361","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J362a","J362",,10,47,"sideroxylon","Eucalyptus sideroxylon","2015-11-22",,-33.42108,148.51126,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",521,,,"N","J.Janes","Common",,,"Present","J362","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J362b","J362",,10,47,"sideroxylon","Eucalyptus sideroxylon","2015-11-22",,-33.42108,148.51126,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",521,,,"N","J.Janes","Common",,,"Present","J362","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J362c","J362",,10,47,"sideroxylon","Eucalyptus sideroxylon","2015-11-22",,-33.42108,148.51126,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",521,,,"N","J.Janes","Common",,,"Present","J362","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J362d","J362",,10,47,"sideroxylon","Eucalyptus sideroxylon","2015-11-22",,-33.42108,148.51126,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",521,,,"N","J.Janes","Common",,,"Present","J362","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J362e","J362",,10,47,"sideroxylon","Eucalyptus sideroxylon","2015-11-22",,-33.42108,148.51126,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",521,,,"N","J.Janes","Common",,,"Present","J362","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J362f","J362",,10,47,"sideroxylon","Eucalyptus sideroxylon","2015-11-22",,-33.42108,148.51126,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",521,,,"N","J.Janes","Common",,,"Present","J362","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J362g","J362",,10,47,"sideroxylon","Eucalyptus sideroxylon","2015-11-22",,-33.42108,148.51126,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",521,,,"N","J.Janes","Common",,,"Present","J362","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J362h","J362",,10,47,"sideroxylon","Eucalyptus sideroxylon","2015-11-22",,-33.42108,148.51126,"WGS84","NSW","Nangar Natl Park, Dripping Rock Rd.",521,,,"N","J.Janes","Common",,,"Present","J362","moss;Yellow paper daisy;Callitris sp;Stipa;Danthonia;;;;"
"J363b","J363",,4,48,"microcarpa","Eucalyptus microcarpa","2015-11-22",,-33.41328,148.22136,"WGS84","NSW","Eugowra, Escort Way",260,,,,"J.Janes","Common",,,"Present","J363","Acacia;callitris;Fringe lilly;E. conica;;;;;"
"J363c","J363",,4,48,"microcarpa","Eucalyptus microcarpa","2015-11-22",,-33.41328,148.22136,"WGS84","NSW","Eugowra, Escort Way",260,,,,"J.Janes","Common",,,"Present","J363","Acacia;callitris;Fringe lilly;E. conica;;;;;"
"J364","J364",,"NA",49,"conica","Eucalyptus conica","2015-11-22",,-33.41328,148.22136,"WGS84","NSW","Eugowra, Escort Way",260,,,,"J.Janes","Common",,,"Present","J364","Acacia;callitris;Fringe lilly;E. microcarpa;;;;;"
"J364 - Recollect","J364 - Recollect",,1,49,"conica","Eucalyptus conica","2016-11-30","Recollected but originals already in herbarium",-33.41328,148.22136,"WGS84","NSW","Eugowra, Escort Way",260,,,,"J.Janes, T.Collins","Common",,,"Present","J364","Acacia;callitris;Fringe lilly;E. microcarpa;;;;;"
"J365a","J365",,5,50,"melliodora","Eucalyptus melliodora","2015-11-22",,-33.31832,148.97163,"WGS84","NSW","Glenwood State Forest, Cargo Rd.",887,"Granite","clay-sand","E","J.Janes","Common","Present",,"Present","J365","Pinus radiata;;;;;;;;"
"J365b","J365",,5,50,"melliodora","Eucalyptus melliodora","2015-11-22",,-33.31832,148.97163,"WGS84","NSW","Glenwood State Forest, Cargo Rd.",887,"Granite","clay-sand","E","J.Janes","Common","Present",,"Present","J365","Pinus radiata;;;;;;;;"
"J365c","J365",,5,50,"melliodora","Eucalyptus melliodora","2015-11-22",,-33.31832,148.97163,"WGS84","NSW","Glenwood State Forest, Cargo Rd.",887,"Granite","clay-sand","E","J.Janes","Common","Present",,"Present","J365","Pinus radiata;;;;;;;;"
"J366a","J366",,5,51,"fibrosa","Eucalyptus fibrosa","2015-11-22",,-33.12436,150.01617,"WGS84","NSW","Gardens of Stone Natl Park, Glen Davis Rd.",732,"Granite","sandy rock","NE","J.Janes","Common","Present",,"Present","J366","E. sideroxylon;Acacia;Dianella;E. stellulata;;;;;"
"J366b","J366",,5,51,"fibrosa","Eucalyptus fibrosa","2015-11-22",,-33.12436,150.01617,"WGS84","NSW","Gardens of Stone Natl Park, Glen Davis Rd.",732,"Granite","sandy rock","NE","J.Janes","Common","Present",,"Present","J366","E. sideroxylon;Acacia;Dianella;E. stellulata;;;;;"
"J366c","J366",,5,51,"fibrosa","Eucalyptus fibrosa","2015-11-22",,-33.12436,150.01617,"WGS84","NSW","Gardens of Stone Natl Park, Glen Davis Rd.",732,"Granite","sandy rock","NE","J.Janes","Common","Present",,"Present","J366","E. sideroxylon;Acacia;Dianella;E. stellulata;;;;;"
"J367a","J367",,10,52,"sideroxylon","Eucalyptus sideroxylon","2015-12-15",,-30.5285,151.15897,"WGS84","NSW","Uralla-Kingstown Rd, Kingstown",791,"Granite","sand-gravel","W","J.Janes","Common",,"Present","Present","J367","Themeda sp;Eucalyptus moluccana;Davesia sp;Dianella sp;Callitris columellaris;;;;"
"J367b","J367",,10,52,"sideroxylon","Eucalyptus sideroxylon","2015-12-15",,-30.5285,151.15897,"WGS84","NSW","Uralla-Kingstown Rd, Kingstown",791,"Granite","sand-gravel","W","J.Janes","Common",,"Present","Present","J367","Themeda sp;Eucalyptus moluccana;Davesia sp;Dianella sp;Callitris columellaris;;;;"
"J367c","J367",,10,52,"sideroxylon","Eucalyptus sideroxylon","2015-12-15",,-30.5285,151.15897,"WGS84","NSW","Uralla-Kingstown Rd, Kingstown",791,"Granite","sand-gravel","W","J.Janes","Common",,"Present","Present","J367","Themeda sp;Eucalyptus moluccana;Davesia sp;Dianella sp;Callitris columellaris;;;;"
"J367d","J367",,10,52,"sideroxylon","Eucalyptus sideroxylon","2015-12-15",,-30.5285,151.15897,"WGS84","NSW","Uralla-Kingstown Rd, Kingstown",791,"Granite","sand-gravel","W","J.Janes","Common",,"Present","Present","J367","Themeda sp;Eucalyptus moluccana;Davesia sp;Dianella sp;Callitris columellaris;;;;"
"J367e","J367",,10,52,"sideroxylon","Eucalyptus sideroxylon","2015-12-15",,-30.5285,151.15897,"WGS84","NSW","Uralla-Kingstown Rd, Kingstown",791,"Granite","sand-gravel","W","J.Janes","Common",,"Present","Present","J367","Themeda sp;Eucalyptus moluccana;Davesia sp;Dianella sp;Callitris columellaris;;;;"
"J367G","J367",,"NA","NA","sideroxylon","Eucalyptus sideroxylon","2015-12-15",,-30.5285,151.15897,"WGS84","NSW","Uralla-Kingstown Rd, Kingstown",791,"Granite","sand-gravel","W","J.Janes","Common",,"Present","Present","J367G","Themeda sp;Eucalyptus moluccana;Davesia sp;Dianella sp;Callitris columellaris;;;;"
"J367H","J367",,10,52,"sideroxylon","Eucalyptus sideroxylon","2015-12-15",,-30.5285,151.15897,"WGS84","NSW","Uralla-Kingstown Rd, Kingstown",791,"Granite","sand-gravel","W","J.Janes","Common",,"Present","Present","J367","Themeda sp;Eucalyptus moluccana;Davesia sp;Dianella sp;Callitris columellaris;;;;"
"J367I","J367",,"NA",53,"sideroxylonXmoluccana","Hybrid? Sider x moluc","2015-12-15",,-30.52474,151.15401,"WGS84","NSW","Uralla-Kingstown Rd, Kingstown",787,"Granite","sand-gravel","W","J.Janes","Rare",,"Present","Present","J367I","Themeda sp;Eucalyptus moluccana;Davesia sp;Dianella sp;Callitris columellaris;;;;"
"J368A","J368",,2,54,"caleyi","Eucalyptus caleyi","2015-12-15",,-30.57301,151.09172,"WGS84","NSW","Kingstwon-Retreat Rd, Kingstown",827,"Granite","sand-clay","W","J.Janes","Common (most on private land)",,,"Present","J368","Roadside;;;;;;;;"
"J369b","J369",,5,55,"caleyi","Eucalyptus caleyi","2015-12-15",,-30.07144,151.09796,"WGS84","NSW","Thunderbolts Way, Bundarra",815,"Granite","sand-clay","W","J.Janes","Common",,,"Present","J369","Roadside;;;;;;;;"
"J369c","J369",,5,55,"caleyi","Eucalyptus caleyi","2015-12-15",,-30.07144,151.09796,"WGS84","NSW","Thunderbolts Way, Bundarra",815,"Granite","sand-clay","W","J.Janes","Common",,,"Present","J369","Roadside;;;;;;;;"
"J369A","J369",,"NA","NA","caleyi","Eucalyptus caleyi","2015-12-15",,-30.07144,151.09796,"WGS84","NSW","Thunderbolts Way, Bundarra",815,"Granite","sand-clay","W","J.Janes","Common",,,"Present","J369A","Roadside;;;;;;;;"
"J370a","J370",,5,56,"fibrosa","Eucalyptus fibrosa","2016-01-20",,-32.62925,151.87758,"WGS84","NSW","Bucketts Way, Stroud Road",24,"Granite","clay-loam","SW","J.Janes","Common",,,"Present","J370","Roadside;;;;;;;;"
"J370b","J370",,5,56,"fibrosa","Eucalyptus fibrosa","2016-01-20",,-32.62925,151.87758,"WGS84","NSW","Bucketts Way, Stroud Road",24,"Granite","clay-loam","SW","J.Janes","Common",,,"Present","J370","Roadside;;;;;;;;"
"J370c","J370",,5,56,"fibrosa","Eucalyptus fibrosa","2016-01-20",,-32.62925,151.87758,"WGS84","NSW","Bucketts Way, Stroud Road",24,"Granite","clay-loam","SW","J.Janes","Common",,,"Present","J370","Roadside;;;;;;;;"
"J371a","J371",,5,57,"fibrosa","Eucalyptus fibrosa","2016-01-20",,-32.23292,151.93147,"WGS84","NSW","Bucketts Way, Wards River",80,"Granite","sand-loam","NW","J.Janes","Common",,,"Present","J371","Roadside;;;;;;;;"
"J371b","J371",,5,57,"fibrosa","Eucalyptus fibrosa","2016-01-20",,-32.23292,151.93147,"WGS84","NSW","Bucketts Way, Wards River",80,"Granite","sand-loam","NW","J.Janes","Common",,,"Present","J371","Roadside;;;;;;;;"
"J371c","J371",,5,57,"fibrosa","Eucalyptus fibrosa","2016-01-20",,-32.23292,151.93147,"WGS84","NSW","Bucketts Way, Wards River",80,"Granite","sand-loam","NW","J.Janes","Common",,,"Present","J371","Roadside;;;;;;;;"
"J372a","J372",,5,58,"polyanthemos","Eucalyptus polyanthemos","2016-01-24",,-37.60536,146.64015,,"VIC","Licola, Tamboritha Rd",234,"Granite","sand-loam","NW","J.Janes","Common","Present",,"Present","J372","Bayeria viscosa;Lepidosperma sp;Austrodanthonia sp;Mistletoe;;;;;"
"J372b","J372",,5,58,"polyanthemos","Eucalyptus polyanthemos","2016-01-24",,-37.60536,146.64015,,"VIC","Licola, Tamboritha Rd",234,"Granite","sand-loam","NW","J.Janes","Common","Present",,"Present","J372","Bayeria viscosa;Lepidosperma sp;Austrodanthonia sp;Mistletoe;;;;;"
"J372c","J372",,5,58,"polyanthemos","Eucalyptus polyanthemos","2016-01-24",,-37.60536,146.64015,,"VIC","Licola, Tamboritha Rd",234,"Granite","sand-loam","NW","J.Janes","Common","Present",,"Present","J372","Bayeria viscosa;Lepidosperma sp;Austrodanthonia sp;Mistletoe;;;;;"
"J373a","J373",,5,59,"melliodora","Eucalyptus melliodora","2016-01-24",,-37.46662,147.83218,,"VIC","Doctors Flat",176,"Sandstone","sand-gravel","E","J.Janes","Common",,,"Present","J373","Acacia sp;stringybark;Mistletoe;Exocarpus sp;Plantago sp;;;;"
"J373b","J373",,5,59,"melliodora","Eucalyptus melliodora","2016-01-24",,-37.46662,147.83218,,"VIC","Doctors Flat",176,"Sandstone","sand-gravel","E","J.Janes","Common",,,"Present","J373","Acacia sp;stringybark;Mistletoe;Exocarpus sp;Plantago sp;;;;"
"J373c","J373",,5,59,"melliodora","Eucalyptus melliodora","2016-01-24",,-37.46662,147.83218,,"VIC","Doctors Flat",176,"Sandstone","sand-gravel","E","J.Janes","Common",,,"Present","J373","Acacia sp;stringybark;Mistletoe;Exocarpus sp;Plantago sp;;;;"
"J374a","J374",,10,60,"albens","Eucalyptus albens","2016-01-24",,-37.36159,147.85228,,"VIC","Ensay",286,"Granite","sand","NW","J.Janes","Common","Present",,"Present","J374","Themeda sp;Austrostipa sp;Austrodanthonia caespitosa;;;;;;"
"J374b","J374",,10,60,"albens","Eucalyptus albens","2016-01-24",,-37.36159,147.85228,,"VIC","Ensay",286,"Granite","sand","NW","J.Janes","Common","Present",,"Present","J374","Themeda sp;Austrostipa sp;Austrodanthonia caespitosa;;;;;;"
"J374c","J374",,10,60,"albens","Eucalyptus albens","2016-01-24",,-37.36159,147.85228,,"VIC","Ensay",286,"Granite","sand","NW","J.Janes","Common","Present",,"Present","J374","Themeda sp;Austrostipa sp;Austrodanthonia caespitosa;;;;;;"
"J374d","J374",,10,60,"albens","Eucalyptus albens","2016-01-24",,-37.36159,147.85228,,"VIC","Ensay",286,"Granite","sand","NW","J.Janes","Common","Present",,"Present","J374","Themeda sp;Austrostipa sp;Austrodanthonia caespitosa;;;;;;"
"J374e","J374",,10,60,"albens","Eucalyptus albens","2016-01-24",,-37.36159,147.85228,,"VIC","Ensay",286,"Granite","sand","NW","J.Janes","Common","Present",,"Present","J374","Themeda sp;Austrostipa sp;Austrodanthonia caespitosa;;;;;;"
"J374f","J374",,10,60,"albens","Eucalyptus albens","2016-01-24",,-37.36159,147.85228,,"VIC","Ensay",286,"Granite","sand","NW","J.Janes","Common","Present",,"Present","J374","Themeda sp;Austrostipa sp;Austrodanthonia caespitosa;;;;;;"
"J374g","J374",,10,60,"albens","Eucalyptus albens","2016-01-24",,-37.36159,147.85228,,"VIC","Ensay",286,"Granite","sand","NW","J.Janes","Common","Present",,"Present","J374","Themeda sp;Austrostipa sp;Austrodanthonia caespitosa;;;;;;"
"J374h","J374",,10,60,"albens","Eucalyptus albens","2016-01-24",,-37.36159,147.85228,,"VIC","Ensay",286,"Granite","sand","NW","J.Janes","Common","Present",,"Present","J374","Themeda sp;Austrostipa sp;Austrodanthonia caespitosa;;;;;;"
"J375a","J375",,5,61,"melliodora","Eucalyptus melliodora","2016-01-25",,-37.40165,148.21443,,"VIC","Buchan",246,"Granite","sand-loam","NW","J.Janes","Common",,,"Present","J375","Themeda sp;Acacia melanoxylon;Eucalyptus albens;Mistletoe;;;;;"
"J375b","J375",,5,61,"melliodora","Eucalyptus melliodora","2016-01-25",,-37.40165,148.21443,,"VIC","Buchan",246,"Granite","sand-loam","NW","J.Janes","Common",,,"Present","J375","Themeda sp;Acacia melanoxylon;Eucalyptus albens;Mistletoe;;;;;"
"J375c","J375",,5,61,"melliodora","Eucalyptus melliodora","2016-01-25",,-37.40165,148.21443,,"VIC","Buchan",246,"Granite","sand-loam","NW","J.Janes","Common",,,"Present","J375","Themeda sp;Acacia melanoxylon;Eucalyptus albens;Mistletoe;;;;;"
"J376a","J376",,10,62,"albens","Eucalyptus albens","2016-01-25",,-37.07782,148.34419,,"VIC","McKillop Bridge",689,"Granite","rock-loam","SE","J.Janes","Common","Present",,"Present","J376","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
"J376b","J376",,10,62,"albens","Eucalyptus albens","2016-01-25",,-37.07782,148.34419,,"VIC","McKillop Bridge",689,"Granite","rock-loam","SE","J.Janes","Common","Present",,"Present","J376","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
"J376c","J376",,10,62,"albens","Eucalyptus albens","2016-01-25",,-37.07782,148.34419,,"VIC","McKillop Bridge",689,"Granite","rock-loam","SE","J.Janes","Common","Present",,"Present","J376","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
"J376d","J376",,10,62,"albens","Eucalyptus albens","2016-01-25",,-37.07782,148.34419,,"VIC","McKillop Bridge",689,"Granite","rock-loam","SE","J.Janes","Common","Present",,"Present","J376","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
"J376e","J376",,10,62,"albens","Eucalyptus albens","2016-01-25",,-37.07782,148.34419,,"VIC","McKillop Bridge",689,"Granite","rock-loam","SE","J.Janes","Common","Present",,"Present","J376","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
"J376f","J376",,10,62,"albens","Eucalyptus albens","2016-01-25",,-37.07782,148.34419,,"VIC","McKillop Bridge",689,"Granite","rock-loam","SE","J.Janes","Common","Present",,"Present","J376","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
"J376g","J376",,10,62,"albens","Eucalyptus albens","2016-01-25",,-37.07782,148.34419,,"VIC","McKillop Bridge",689,"Granite","rock-loam","SE","J.Janes","Common","Present",,"Present","J376","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
"J376h","J376",,10,62,"albens","Eucalyptus albens","2016-01-25",,-37.07782,148.34419,,"VIC","McKillop Bridge",689,"Granite","rock-loam","SE","J.Janes","Common","Present",,"Present","J376","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
"J377a","J377",,10,63,"albens","Eucalyptus albens","2016-01-25",,-36.96985,148.30525,,"VIC","Suggan Buggan",589,"Granite","rock-loam","W","J.Janes","Common",,,"Present","J377","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
"J377b","J377",,10,63,"albens","Eucalyptus albens","2016-01-25",,-36.96985,148.30525,,"VIC","Suggan Buggan",589,"Granite","rock-loam","W","J.Janes","Common",,,"Present","J377","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
"J377c","J377",,10,63,"albens","Eucalyptus albens","2016-01-25",,-36.96985,148.30525,,"VIC","Suggan Buggan",589,"Granite","rock-loam","W","J.Janes","Common",,,"Present","J377","Poa sp;Cyathodes sp;Acacia sp;Exocarpus sp;;;;;"
