"run","sample.repsmerged","sample","reads","bases","perc_gc","non_acgt","coverage","sp.short","species","ser.short","series","Sub.IDs","TotalNumSamples","TagNum","Species","Date","Notes","Latitude","Longitude","Datum","State","Location","Altitude","Geology","Soil","Aspect","Collector","Abundance","Buds","Flowers","Fruit","Photos"
"J411","J411","J411",29329542,3213653563,40.3,11719180,5.0213336921875,"fib","fibrosa","sider","siderophloiae","",1,98,"Eucalyptus fibrosa","7/04/2016","",-29.69674,152.10576,"","NSW","Old Grafton Rd, Gibraltar",465,"sandstone","sand-gravel","E","J.Janes","Rare","","","","J411"
"J412","J412","J412",29488032,3163945088,39.4,12388998,4.9436642,"mol","moluccana","bux","buxeales","A-D",5,101,"Eucalyptus moluccana","16/06/2016","",-30.96459,150.84267,"","NSW","Appleby Rd, Moonbi",261,"basalt","clay-sand","SE","J.Janes","Common","Present","Present","Present","J412"
"J413","J413","J413",24352488,2498412698,39.7,10670244,3.903769840625,"alb","albens","bux","buxeales","A-I",10,102,"Eucalyptus albens","16/06/2016","H may be moluccana",-30.70737,150.09621,"","NSW","Boggabri - private land",261,"basalt","clay-sand","E","J.Janes","common","Present","Present","Present","J413"
"J414","J414","J414",28136316,2909389385,40.2,12261417,4.5459209140625,"alb","albens","bux","buxeales","A-D",5,103,"Eucalyptus albens","16/06/2016","D may be microcarpa",-30.49283,149.94203,"","NSW","Narrabri",235,"basalt","clay-sand","E","J.Janes","Common","","","Present","J414"
"J416","J416","J416",32738270,3501409784,40.2,14025150,5.4709527875,"sider","sideroxylon","mellio","melliodorae","A-I",10,105,"Eucalyptus sideroxylon","17/06/2016","",-30.32322,149.26971,"","NSW","Weewaa",183,"granite/gilgai","sand","SW","J.Janes","Common","Present","Present","Present","J416"
"J417","J417","J417",33086376,3685142645,40.4,13218419,5.7580353828125,"creb","crebra","sider","siderophloiae","A",2,99,"Eucalyptus crebra","17/06/2016","",-30.32377,149.26567,"","NSW","Weewaa",181,"granite/gilgai","sand","","J.Janes","Common","Present","Present","Present","J417"
"J418","J418","J418",39772756,4269239485,40.6,16859180,6.6706866953125,"sider","sideroxylon","mellio","melliodorae","A-I",10,106,"Eucalyptus sideroxylon","17/06/2016","",-31.05012,149.23013,"","NSW","The Pilliga",387,"basalt","sand-clay","NE","J.Janes","Common","","","Present","J418"
"J419","J419","J419",20051048,2038314633,39.1,8869417,3.1848666140625,"alb","albens","bux","buxeales","A-I",10,100,"Eucalyptus albens","23/06/2016","",-31.35926,148.93951,"","NSW","Warrumbungle",502,"basalt","clay-loam","NE","J.Janes","Common","","","Present","J419"
"J420","J420","J420",31777848,3416009404,40,13276092,5.33751469375,"mol","moluccana","bux","buxeales","A-D",5,NA,"Eucalyptus moluccana","23/06/2016","",-31.35926,148.93951,"","NSW","Warrumbungle",502,"basalt","clay-loam","NE","J.Janes","Common","","","Present","J420"
"J421","J421","J421",34420670,3749910210,40,14271366,5.859234703125,"sider","sideroxylon","mellio","melliodorae","A-I",10,107,"Eucalyptus sideroxylon","23/06/2016","",-32.36597,148.23103,"","NSW","Narromine",270,"basalt","sand-rock","E","J.Janes","Rare","","","Present","J421"
"J422","J422","J422",40583898,4496110131,41.5,16258140,7.0251720796875,"sider","sideroxylon","mellio","melliodorae","A-I",10,108,"Eucalyptus sideroxylon","24/06/2016","",-32.22311,148.66797,"","NSW","Dubbo",344,"basalt","sand-rock","SW","J.Janes","Common","","","Present","J422"
"J423","J423","J423",37330608,4141890298,40.9,14897067,6.471703590625,"mol","moluccana","bux","buxeales","A-I",10,109,"Eucalyptus moluccana","24/06/2016","",-31.82373,149.68475,"","NSW","Coolah",653,"granite","rocky-clay","SE","J.Janes","Common","Present","","Present","J423"
"J424","J424","J424",33541590,3690944223,40.5,13666442,5.7671003484375,"alb","albens","bux","buxeales","A-I",10,110,"Eucalyptus albens","24/06/2016","G may be moluccana, C may be microcarpa",-31.71111,150.6998,"","NSW","Ardglen",434,"granite","sand-gravel","SW","J.Janes","Common","Present","","Present","J424"
"J427","J427","J427",25625578,2789014313,40,10461501,4.3578348640625,"cal","caleyi","rhodox","rhodoxylon","A-D",5,113,"Eucalyptus caleyi","9/07/2016","",-30.36709,151.25757,"","NSW","Bundarra",759,"granite","rock-sand","SE","J.Janes","Common","","","Present","J427"
"J427a","J427a","J427a",29859990,3251566065,39.8,12312654,5.0805719765625,"cal","caleyi","rhodox","rhodoxylon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J431","J431","J431",31136688,3475321951,40.1,12383882,5.4301905484375,"creb","crebra","sider","siderophloiae","A-D",5,117,"Eucalyptus crebra","10/07/2016","",-28.56955,151.07539,"","QLD","Inglewood",304,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J431"
"J432","J432","J432",29964318,3289330852,39.5,12337384,5.13957945625,"fib","fibrosa","sider","siderophloiae","A",2,118,"Eucalyptus fibrosa","10/07/2016","",-28.18033,151.66934,"","QLD","Glendon",539,"basalt","clay-sand","SE","J.Janes","Common","Present","","Present","J432"
"M1c","M1c","MelMosaicMerged",22657332,2443554344,39.1,9306317,3.8180536625,"mel","melliodora","mellio","melliodorae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M2a","M2a","MelMosaicMerged",14148356,1463640830,38.3,6231283,2.286938796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M2b","M2b","MelMosaicMerged",13260968,1300703437,38.3,6109509,2.0323491203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAL05","NAL05","NAL05",4851898,457610615,38.8,2187811,0.7150165859375,"mic","microcarpa","bux","buxeales","",1,NA,"Eucalyptus microcarpa","16/10/2013","",-32.3742,147.4871,"","NSW","Melrose-Trangie Rd, Albert Murrumbidgee NP",NA,"","","","R.Jordan","","","","","J372"
"NBJ30","NBJ30","NBJ30",1572690,175924084,36.2,629978,0.27488138125,"mic","microcarpa","bux","buxeales","",1,NA,"Eucalyptus microcarpa","18/11/2013","",-35.05268,147.0439,"","NSW","Berry Jerry State Forest",NA,"","","","R.Jordan","","","","","J373"
"NCD30","NCD30","NCD30",5809342,573101877,38.8,2515265,0.8954716828125,"mic","microcarpa","bux","buxeales","",1,NA,"Eucalyptus microcarpa","17/11/2013","",-32.89835,147.05836,"","NSW","Condobolin",NA,"","","","R.Jordan","","","","",""
"NCR13","NCR13","NCR13",9303894,1006740326,39.3,3632042,1.573031759375,"mic","microcarpa","bux","buxeales","",1,NA,"Eucalyptus microcarpa","15/11/2013","",-34.08362,148.51941,"","NSW","Crowther",NA,"","","","R.Jordan","","","","","J374"
"NDU10","NDU10","NDU10",6473536,648939562,38.5,2744364,1.013968065625,"mic","microcarpa","bux","buxeales","",1,NA,"Eucalyptus microcarpa","15/10/2013","",-32.32624,148.51287,"","NSW","Dubbo",NA,"","","","R.Jordan","","","","",""
"NE10467","NE10467","NE-por",200804,12901560,40,99791,0.0201586875,NA,NA,NA,NA,"",1,NA,"Eucalyptus porosa","10/11/1960","",NA,NA,"","SA","Lake  Eyre",NA,"","","","DE.Symon","","","","","J437"
"NE25923","NE25923","NE-wool",254984,18093647,41.4,126239,0.0282713234375,NA,NA,NA,NA,"",1,NA,"Eucalyptus woollsiana","5/09/1972","",NA,NA,"","QLD","Maranoa",NA,"","","","NCW.Beadle","","","","",""
"NE25953","NE25953","NE-por",16506,676913,43.5,8153,0.0010576765625,NA,NA,NA,NA,"",1,NA,"Eucalyptus porosa","2/11/1972","",NA,NA,"","SA","Eyre Peninsula",NA,"","","","NCW.Beadle","","","","","J438"
"NE35955","J397","J397",13071834,1156693706,38.4,6385443,1.807333915625,"leuc","leucoxylon","mellio","melliodorae","A-D",5,83,"Eucalyptus leucoxylon","1/02/2016","",-37.28408,141.18732,"","VIC","Dergholm State Park",118,"Sandstone","sand","","J.Janes","Common","Present","","Present","J397"
"NE35959","NE35959","NE-por",354590,24549948,39.8,176110,0.03835929375,NA,NA,NA,NA,"",1,NA,"Eucalyptus porosa","4/11/1972","",NA,NA,"","SA","Murray",NA,"","","","NCW.Beadle","","","","",""
"NE36811","NE36811","NE-odo",299816,23046804,42,144887,0.03601063125,NA,NA,NA,NA,"",1,NA,"Eucalyptus odorata ","14/01/1964","",NA,NA,"","SA","Hall Creek Road",NA,"","","","TRN.Lothian","","","","",""
"NE37169","NE37169","NE-odo",393518,27599976,40.3,194999,0.0431249625,NA,NA,NA,NA,"",1,NA,"Eucalyptus odorata ","11/06/1960","",NA,NA,"","SA","Alligator Creek",NA,"","","","DE.Symon","","","","",""
"NE37647","NE37647","NE-wool",11982,486615,43.2,5819,0.0007603359375,NA,NA,NA,NA,"",1,NA,"Eucalyptus woollsiana","11/09/1978","",NA,NA,"","NSW","Narrabri",NA,"","","","JB.Williams","","","","",""
"NE4583","NE4583","NE-wool",245660,14518558,39.8,122087,0.022685246875,NA,NA,NA,NA,"",1,NA,"Eucalyptus woollsiana","1/10/1958","",NA,NA,"","NSW","Gilgandra",NA,"","","","RT.Baker","","","","",""
"NE67754","NE67754","NE-odo",475562,36350915,41.2,229786,0.0567983046875,NA,NA,NA,NA,"",1,NA,"Eucalyptus odorata ","27/08/1994","",NA,NA,"","SA","Sandland Road",NA,"","","","RJ.Bates","","","","",""
"NE90535","NE90535","NE-wool",4204536,363807300,39.2,2045393,0.56844890625,NA,NA,NA,NA,"",1,NA,"Eucalyptus woollsiana","25/10/2006","",NA,NA,"","QLD","Inglewood",NA,"","","","PI.Forster","","","","",""
"RA1006","RA1006","RA1006",19068712,2219200305,39,6597515,3.4675004765625,"alb","albens","bux","buxeales","",1,NA,"Eucalyptus albens","","",NA,NA,"","","Bundarra Rd",NA,"","","","","","","","",""
"TLC715","TLC715","TLC715",16883694,1938922388,39,6052351,3.02956623125,"con","conica","hetero","heterophloiae","",NA,NA,"Eucalyptus conica","","",-28.68758,151.96238,"","QLD","Storm King",NA,"","","","T.Collins","","","","",""
"TLC720","TLC720","TLC720",17206032,2026582765,38.8,5940225,3.1665355703125,"con","conica","hetero","heterophloiae","",NA,NA,"Eucalyptus conica","","",-29.06569,151.98833,"","NSW","Tenterfield ",NA,"","","","T.Collins","","","","",""
"TLC725","TLC725","TLC725",22910922,2740344698,39,7574966,4.281788590625,"con","conica","hetero","heterophloiae","",NA,NA,"Eucalyptus conica","","",-29.60563,151.86797,"","NSW","Dundee",NA,"","","","T.Collins","","","","",""
"TLC726","TLC726","TLC726",18951432,2211250131,39.7,6518103,3.4550783296875,"con","conica","hetero","heterophloiae","",NA,NA,"Eucalyptus conica","","",-30.28358,151.19619,"","NSW","Abington",NA,"","","","T.Collins","","","","",""
"TLC775","TLC775","TLC775",16256664,1885757219,38.7,5746618,2.9464956546875,"con","conica","hetero","heterophloiae","",NA,NA,"Eucalyptus conica","","",-28.39502,151.31197,"","QLD","Inglewood ",NA,"","","","T.Collins","","","","",""
"VMA18","VMA18","VMA18",22993542,2279664462,39.1,10283012,3.561975721875,"mic","microcarpa","bux","buxeales","MEL2375667A",1,NA,"Eucalyptus microcarpa","28/10/2013","",-36.77474,141.82599,"","VIC","Mt Arapiles State Park",NA,"","","","W.A.Gebert","","","","",""
"VMG14","VWG14","VWG14",5033476,458358066,39.2,2388230,0.716184478125,"mic","microcarpa","bux","buxeales","",1,NA,"Eucalyptus microcarpa","3/12/2013","",-37.67129,144.36256,"","VIC","Werribee Gorge State Park",NA,"","","","R.Jordan","","","","",""
"VWG14","VWG14","VWG14",3588774,313753695,38.9,1697607,0.4902401484375,"mic","microcarpa","bux","buxeales","",1,NA,"Eucalyptus microcarpa","3/12/2013","",-37.67129,144.36256,"","VIC","Werribee Gorge State Park",NA,"","","","R.Jordan","","","","",""
