"sample.id","site.id","other.ids","total.num.samples","tag.num","species","species.notes","date","notes","latitude","longitude","datum","state","location","altitude","geology","soil","aspect","collector","abundance","buds","flowers","fruit","photos","associated.species","sp.short","ser.short","series"
"FDK01","FDK01","MEL2375684A",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-31","Voucher with Rebecca Jordan",-36.32987,145.70606,"","VIC","Dookie (private property)",NA,"","","","W.A.Gebert","","","","","",";;;;;;;;","mic","bux","buxeales"
"FDK10","FDK10","MEL2375685A",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-31","Voucher with Rebecca Jordan",-36.33119,145.70688,"","VIC","Dookie (private property)",NA,"","","","W.A.Gebert","","","","","",";;;;;;;;","mic","bux","buxeales"
"FDK20","FDK20","MEL2375686A",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-31","Voucher with Rebecca Jordan",-36.33002,145.70534,"","VIC","Dookie (private property)",NA,"","","","W.A.Gebert","","","","","",";;;;;;;;","mic","bux","buxeales"
"FHH02","FHH02","",1,NA,"microcarpa","Eucalyptus microcarpa","2013-12-04","Voucher with Rebecca Jordan",-36.80271,144.00268,"","VIC","Marong (private property)",NA,"","","","R.Jordan","","","","","",";;;;;;;;","mic","bux","buxeales"
"J425c","J425","",10,111,"sideroxylon","Eucalyptus sideroxylon","2016-07-09","very big fruit",-30.30756,151.20671,"","NSW","Bundarra",663,"granite","sand-clay","W","J.Janes","Common","","","Present","J425","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","sider","mellio","melliodorae"
"J425d","J425","",10,111,"sideroxylon","Eucalyptus sideroxylon","2016-07-09","very big fruit",-30.30756,151.20671,"","NSW","Bundarra",663,"granite","sand-clay","W","J.Janes","Common","","","Present","J425","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","sider","mellio","melliodorae"
"J425e","J425","",10,111,"sideroxylon","Eucalyptus sideroxylon","2016-07-09","very big fruit",-30.30756,151.20671,"","NSW","Bundarra",663,"granite","sand-clay","W","J.Janes","Common","","","Present","J425","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","sider","mellio","melliodorae"
"J425f","J425","",10,111,"sideroxylon","Eucalyptus sideroxylon","2016-07-09","very big fruit",-30.30756,151.20671,"","NSW","Bundarra",663,"granite","sand-clay","W","J.Janes","Common","","","Present","J425","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","sider","mellio","melliodorae"
"J425g","J425","",10,111,"sideroxylon","Eucalyptus sideroxylon","2016-07-09","very big fruit",-30.30756,151.20671,"","NSW","Bundarra",663,"granite","sand-clay","W","J.Janes","Common","","","Present","J425","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","sider","mellio","melliodorae"
"J425h","J425","",10,111,"sideroxylon","Eucalyptus sideroxylon","2016-07-09","very big fruit",-30.30756,151.20671,"","NSW","Bundarra",663,"granite","sand-clay","W","J.Janes","Common","","","Present","J425","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","sider","mellio","melliodorae"
"J426a","J426","",10,112,"albens","Eucalyptus albens","2016-07-09","Had small fruit but urn shaped and disc depressed - Reps D/H/E/G/F/I may be microcarpa",-30.30846,151.20667,"","NSW","Bundarra",697,"granite","sand-clay","W","J.Janes","Common","","","Present","J426","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","alb","bux","buxeales"
"J426b","J426","",10,112,"albens","Eucalyptus albens","2016-07-09","Had small fruit but urn shaped and disc depressed - Reps D/H/E/G/F/I may be microcarpa",-30.30846,151.20667,"","NSW","Bundarra",697,"granite","sand-clay","W","J.Janes","Common","","","Present","J426","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","alb","bux","buxeales"
"J426c","J426","",10,112,"albens","Eucalyptus albens","2016-07-09","Had small fruit but urn shaped and disc depressed - Reps D/H/E/G/F/I may be microcarpa",-30.30846,151.20667,"","NSW","Bundarra",697,"granite","sand-clay","W","J.Janes","Common","","","Present","J426","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","alb","bux","buxeales"
"J426d","J426","",10,112,"albens","Eucalyptus albens","2016-07-09","Had small fruit but urn shaped and disc depressed - Reps D/H/E/G/F/I may be microcarpa",-30.30846,151.20667,"","NSW","Bundarra",697,"granite","sand-clay","W","J.Janes","Common","","","Present","J426","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","alb","bux","buxeales"
"J426e","J426","",10,112,"albens","Eucalyptus albens","2016-07-09","Had small fruit but urn shaped and disc depressed - Reps D/H/E/G/F/I may be microcarpa",-30.30846,151.20667,"","NSW","Bundarra",697,"granite","sand-clay","W","J.Janes","Common","","","Present","J426","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","alb","bux","buxeales"
"J426f","J426","",10,112,"albens","Eucalyptus albens","2016-07-09","Had small fruit but urn shaped and disc depressed - Reps D/H/E/G/F/I may be microcarpa",-30.30846,151.20667,"","NSW","Bundarra",697,"granite","sand-clay","W","J.Janes","Common","","","Present","J426","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","alb","bux","buxeales"
"J426g","J426","",10,112,"albens","Eucalyptus albens","2016-07-09","Had small fruit but urn shaped and disc depressed - Reps D/H/E/G/F/I may be microcarpa",-30.30846,151.20667,"","NSW","Bundarra",697,"granite","sand-clay","W","J.Janes","Common","","","Present","J426","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","alb","bux","buxeales"
"J426h","J426","",10,112,"albens","Eucalyptus albens","2016-07-09","Had small fruit but urn shaped and disc depressed - Reps D/H/E/G/F/I may be microcarpa",-30.30846,151.20667,"","NSW","Bundarra",697,"granite","sand-clay","W","J.Janes","Common","","","Present","J426","Stringy bark;Eucalyptus albens;Eustrapheus latifolius;Helichrysum sp;;;;;","alb","bux","buxeales"
"J427a","J427","",5,113,"caleyi","Eucalyptus caleyi","2016-07-09","",-30.36709,151.25757,"","NSW","Bundarra",759,"granite","rock-sand","SE","J.Janes","Common","","","Present","J427","Eucalyptus moluccana;Acacia cultriformis;Epacris sp;Eustraphus latifolius;Themeda triandra;Austrostipa sp;;;","cal","rhodox","rhodoxylon"
"J427b","J427","",5,113,"caleyi","Eucalyptus caleyi","2016-07-09","",-30.36709,151.25757,"","NSW","Bundarra",759,"granite","rock-sand","SE","J.Janes","Common","","","Present","J427","Eucalyptus moluccana;Acacia cultriformis;Epacris sp;Eustraphus latifolius;Themeda triandra;Austrostipa sp;;;","cal","rhodox","rhodoxylon"
"J427c","J427","",5,113,"caleyi","Eucalyptus caleyi","2016-07-09","",-30.36709,151.25757,"","NSW","Bundarra",759,"granite","rock-sand","SE","J.Janes","Common","","","Present","J427","Eucalyptus moluccana;Acacia cultriformis;Epacris sp;Eustraphus latifolius;Themeda triandra;Austrostipa sp;;;","cal","rhodox","rhodoxylon"
"J428a","J428","",10,114,"albens","Eucalyptus albens","2016-07-09","some look more moluccana",-29.6731,151.15315,"","NSW","Inverell",631,"granite","clay-loam","NE","J.Janes","Common","","","Present","J428","Amyema miquelii;Angophora floribunda;Dianella sp;Austrostipa;Acacia sp;;;;","alb","bux","buxeales"
"J428b","J428","",10,114,"albens","Eucalyptus albens","2016-07-09","some look more moluccana",-29.6731,151.15315,"","NSW","Inverell",631,"granite","clay-loam","NE","J.Janes","Common","","","Present","J428","Amyema miquelii;Angophora floribunda;Dianella sp;Austrostipa;Acacia sp;;;;","alb","bux","buxeales"
"J428c","J428","",10,114,"albens","Eucalyptus albens","2016-07-09","some look more moluccana",-29.6731,151.15315,"","NSW","Inverell",631,"granite","clay-loam","NE","J.Janes","Common","","","Present","J428","Amyema miquelii;Angophora floribunda;Dianella sp;Austrostipa;Acacia sp;;;;","alb","bux","buxeales"
"J428d","J428","",10,114,"albens","Eucalyptus albens","2016-07-09","some look more moluccana",-29.6731,151.15315,"","NSW","Inverell",631,"granite","clay-loam","NE","J.Janes","Common","","","Present","J428","Amyema miquelii;Angophora floribunda;Dianella sp;Austrostipa;Acacia sp;;;;","alb","bux","buxeales"
"J428e","J428","",10,114,"albens","Eucalyptus albens","2016-07-09","some look more moluccana",-29.6731,151.15315,"","NSW","Inverell",631,"granite","clay-loam","NE","J.Janes","Common","","","Present","J428","Amyema miquelii;Angophora floribunda;Dianella sp;Austrostipa;Acacia sp;;;;","alb","bux","buxeales"
"J428f","J428","",10,114,"albens","Eucalyptus albens","2016-07-09","some look more moluccana",-29.6731,151.15315,"","NSW","Inverell",631,"granite","clay-loam","NE","J.Janes","Common","","","Present","J428","Amyema miquelii;Angophora floribunda;Dianella sp;Austrostipa;Acacia sp;;;;","alb","bux","buxeales"
"J428g","J428","",10,114,"albens","Eucalyptus albens","2016-07-09","some look more moluccana",-29.6731,151.15315,"","NSW","Inverell",631,"granite","clay-loam","NE","J.Janes","Common","","","Present","J428","Amyema miquelii;Angophora floribunda;Dianella sp;Austrostipa;Acacia sp;;;;","alb","bux","buxeales"
"J428h","J428","",10,114,"albens","Eucalyptus albens","2016-07-09","some look more moluccana",-29.6731,151.15315,"","NSW","Inverell",631,"granite","clay-loam","NE","J.Janes","Common","","","Present","J428","Amyema miquelii;Angophora floribunda;Dianella sp;Austrostipa;Acacia sp;;;;","alb","bux","buxeales"
"J429a","J429","",10,115,"albens","Eucalyptus albens","2016-07-09","",-28.77243,151.21523,"","QLD","Texas ",356,"granite","sand-clay","SE","J.Janes","Common","","","","J429","Amyema miquelii;Acacia sp;Austrostipa sp;;;;;;","alb","bux","buxeales"
"J429b","J429","",10,115,"albens","Eucalyptus albens","2016-07-09","",-28.77243,151.21523,"","QLD","Texas ",356,"granite","sand-clay","SE","J.Janes","Common","","","","J429","Amyema miquelii;Acacia sp;Austrostipa sp;;;;;;","alb","bux","buxeales"
"J429c","J429","",10,115,"albens","Eucalyptus albens","2016-07-09","",-28.77243,151.21523,"","QLD","Texas ",356,"granite","sand-clay","SE","J.Janes","Common","","","","J429","Amyema miquelii;Acacia sp;Austrostipa sp;;;;;;","alb","bux","buxeales"
"J429d","J429","",10,115,"albens","Eucalyptus albens","2016-07-09","",-28.77243,151.21523,"","QLD","Texas ",356,"granite","sand-clay","SE","J.Janes","Common","","","","J429","Amyema miquelii;Acacia sp;Austrostipa sp;;;;;;","alb","bux","buxeales"
"J429e","J429","",10,115,"albens","Eucalyptus albens","2016-07-09","",-28.77243,151.21523,"","QLD","Texas ",356,"granite","sand-clay","SE","J.Janes","Common","","","","J429","Amyema miquelii;Acacia sp;Austrostipa sp;;;;;;","alb","bux","buxeales"
"J429f","J429","",10,115,"albens","Eucalyptus albens","2016-07-09","",-28.77243,151.21523,"","QLD","Texas ",356,"granite","sand-clay","SE","J.Janes","Common","","","","J429","Amyema miquelii;Acacia sp;Austrostipa sp;;;;;;","alb","bux","buxeales"
"J429g","J429","",10,115,"albens","Eucalyptus albens","2016-07-09","",-28.77243,151.21523,"","QLD","Texas ",356,"granite","sand-clay","SE","J.Janes","Common","","","","J429","Amyema miquelii;Acacia sp;Austrostipa sp;;;;;;","alb","bux","buxeales"
"J429h","J429","",10,115,"albens","Eucalyptus albens","2016-07-09","",-28.77243,151.21523,"","QLD","Texas ",356,"granite","sand-clay","SE","J.Janes","Common","","","","J429","Amyema miquelii;Acacia sp;Austrostipa sp;;;;;;","alb","bux","buxeales"
"J430a","J430","",10,116,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","D has pink flowers",-28.56925,151.07571,"","QLD","Inglewood",303,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J430","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","sider","mellio","melliodorae"
"J430b","J430","",10,116,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","D has pink flowers",-28.56925,151.07571,"","QLD","Inglewood",303,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J430","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","sider","mellio","melliodorae"
"J430c","J430","",10,116,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","D has pink flowers",-28.56925,151.07571,"","QLD","Inglewood",303,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J430","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","sider","mellio","melliodorae"
"J430d","J430","",10,116,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","D has pink flowers",-28.56925,151.07571,"","QLD","Inglewood",303,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J430","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","sider","mellio","melliodorae"
"J430e","J430","",10,116,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","D has pink flowers",-28.56925,151.07571,"","QLD","Inglewood",303,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J430","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","sider","mellio","melliodorae"
"J430f","J430","",10,116,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","D has pink flowers",-28.56925,151.07571,"","QLD","Inglewood",303,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J430","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","sider","mellio","melliodorae"
"J430g","J430","",10,116,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","D has pink flowers",-28.56925,151.07571,"","QLD","Inglewood",303,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J430","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","sider","mellio","melliodorae"
"J430h","J430","",10,116,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","D has pink flowers",-28.56925,151.07571,"","QLD","Inglewood",303,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J430","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","sider","mellio","melliodorae"
"J431a","J431","",5,117,"crebra","Eucalyptus crebra","2016-07-10","",-28.56955,151.07539,"","QLD","Inglewood",304,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J431","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","creb","sider","siderophloiae"
"J431b","J431","",5,117,"crebra","Eucalyptus crebra","2016-07-10","",-28.56955,151.07539,"","QLD","Inglewood",304,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J431","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","creb","sider","siderophloiae"
"J431c","J431","",5,117,"crebra","Eucalyptus crebra","2016-07-10","",-28.56955,151.07539,"","QLD","Inglewood",304,"basalt","sand-gravel","SE","J.Janes","Common","Present","Present","Present","J431","Leptospermum;Acacia sp;Callitris sp;Causarina sp;;;;;","creb","sider","siderophloiae"
"J432A","J432","",2,118,"fibrosa","Eucalyptus fibrosa","2016-07-10","",-28.18033,151.66934,"","QLD","Glendon",539,"basalt","clay-sand","SE","J.Janes","Common","Present","","Present","J432","Eucalyptus crebra;Eucalytpus microcarpa;Acacia;Austrodanthonia sp;Diplorrheana;;;;","fib","sider","siderophloiae"
"J433a","J433","",10,119,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-28.17577,151.6577,"","QLD","Glendon",520,"basalt","rock-loam","","J.Janes","Rare","Present","","Present","J433","Eucalyptus microcarpa;Acacia sp;Ameyema miquelii;Geranium sp;Austrodanthonia sp;;;;","sider","mellio","melliodorae"
"J433b","J433","",10,119,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-28.17577,151.6577,"","QLD","Glendon",520,"basalt","rock-loam","","J.Janes","Rare","Present","","Present","J433","Eucalyptus microcarpa;Acacia sp;Ameyema miquelii;Geranium sp;Austrodanthonia sp;;;;","sider","mellio","melliodorae"
"J433c","J433","",10,119,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-28.17577,151.6577,"","QLD","Glendon",520,"basalt","rock-loam","","J.Janes","Rare","Present","","Present","J433","Eucalyptus microcarpa;Acacia sp;Ameyema miquelii;Geranium sp;Austrodanthonia sp;;;;","sider","mellio","melliodorae"
"J433d","J433","",10,119,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-28.17577,151.6577,"","QLD","Glendon",520,"basalt","rock-loam","","J.Janes","Rare","Present","","Present","J433","Eucalyptus microcarpa;Acacia sp;Ameyema miquelii;Geranium sp;Austrodanthonia sp;;;;","sider","mellio","melliodorae"
"J433e","J433","",10,119,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-28.17577,151.6577,"","QLD","Glendon",520,"basalt","rock-loam","","J.Janes","Rare","Present","","Present","J433","Eucalyptus microcarpa;Acacia sp;Ameyema miquelii;Geranium sp;Austrodanthonia sp;;;;","sider","mellio","melliodorae"
"J433f","J433","",10,119,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-28.17577,151.6577,"","QLD","Glendon",520,"basalt","rock-loam","","J.Janes","Rare","Present","","Present","J433","Eucalyptus microcarpa;Acacia sp;Ameyema miquelii;Geranium sp;Austrodanthonia sp;;;;","sider","mellio","melliodorae"
"J433g","J433","",10,119,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-28.17577,151.6577,"","QLD","Glendon",520,"basalt","rock-loam","","J.Janes","Rare","Present","","Present","J433","Eucalyptus microcarpa;Acacia sp;Ameyema miquelii;Geranium sp;Austrodanthonia sp;;;;","sider","mellio","melliodorae"
"J433h","J433","",10,119,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-28.17577,151.6577,"","QLD","Glendon",520,"basalt","rock-loam","","J.Janes","Rare","Present","","Present","J433","Eucalyptus microcarpa;Acacia sp;Ameyema miquelii;Geranium sp;Austrodanthonia sp;;;;","sider","mellio","melliodorae"
"J434a","J434","",3,120,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","very big fruit",-27.7547,152.1189,"","QLD","Allora",499,"granite","rock-loam","SE","J.Janes","Rare","","","Present","J434","Eucalyptus microcarpa;Eucalyptus crebra;Acacia sp;Opuntia;Austrodanthonia sp;;;;","sider","mellio","melliodorae"
"J435a","J435","",10,121,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-26.36944,151.88103,"","QLD","Wondai",382,"Granite/Basalt","rock-clay","SE","J.Janes","Common","Present","","Present","J435","Angophora floribunda;Corymbia sp;Acacia sp;Dodonea sp;Opuntia;Austrostipa sp;Austrodanthonia sp;;","sider","mellio","melliodorae"
"J435b","J435","",10,121,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-26.36944,151.88103,"","QLD","Wondai",382,"Granite/Basalt","rock-clay","SE","J.Janes","Common","Present","","Present","J435","Angophora floribunda;Corymbia sp;Acacia sp;Dodonea sp;Opuntia;Austrostipa sp;Austrodanthonia sp;;","sider","mellio","melliodorae"
"J435c","J435","",10,121,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-26.36944,151.88103,"","QLD","Wondai",382,"Granite/Basalt","rock-clay","SE","J.Janes","Common","Present","","Present","J435","Angophora floribunda;Corymbia sp;Acacia sp;Dodonea sp;Opuntia;Austrostipa sp;Austrodanthonia sp;;","sider","mellio","melliodorae"
"J435d","J435","",10,121,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-26.36944,151.88103,"","QLD","Wondai",382,"Granite/Basalt","rock-clay","SE","J.Janes","Common","Present","","Present","J435","Angophora floribunda;Corymbia sp;Acacia sp;Dodonea sp;Opuntia;Austrostipa sp;Austrodanthonia sp;;","sider","mellio","melliodorae"
"J435e","J435","",10,121,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-26.36944,151.88103,"","QLD","Wondai",382,"Granite/Basalt","rock-clay","SE","J.Janes","Common","Present","","Present","J435","Angophora floribunda;Corymbia sp;Acacia sp;Dodonea sp;Opuntia;Austrostipa sp;Austrodanthonia sp;;","sider","mellio","melliodorae"
"J435f","J435","",10,121,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-26.36944,151.88103,"","QLD","Wondai",382,"Granite/Basalt","rock-clay","SE","J.Janes","Common","Present","","Present","J435","Angophora floribunda;Corymbia sp;Acacia sp;Dodonea sp;Opuntia;Austrostipa sp;Austrodanthonia sp;;","sider","mellio","melliodorae"
"J435g","J435","",10,121,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-26.36944,151.88103,"","QLD","Wondai",382,"Granite/Basalt","rock-clay","SE","J.Janes","Common","Present","","Present","J435","Angophora floribunda;Corymbia sp;Acacia sp;Dodonea sp;Opuntia;Austrostipa sp;Austrodanthonia sp;;","sider","mellio","melliodorae"
"J435h","J435","",10,121,"sideroxylon","Eucalyptus sideroxylon","2016-07-10","",-26.36944,151.88103,"","QLD","Wondai",382,"Granite/Basalt","rock-clay","SE","J.Janes","Common","Present","","Present","J435","Angophora floribunda;Corymbia sp;Acacia sp;Dodonea sp;Opuntia;Austrostipa sp;Austrodanthonia sp;;","sider","mellio","melliodorae"
"J436a","J436","",10,122,"albens","Eucalyptus albens (?)","2016-07-11","may be moluccana",-27.18896,151.73259,"","QLD","Kulpi",517,"granite","clay-loam","NE","J.Janes","Common","Present","Present","Present","J436","Acacia harpophylla;Opuntia;Themeda triandra;;;;;;","alb","bux","buxeales"
"J436b","J436","",10,122,"albens","Eucalyptus albens (?)","2016-07-11","may be moluccana",-27.18896,151.73259,"","QLD","Kulpi",517,"granite","clay-loam","NE","J.Janes","Common","Present","Present","Present","J436","Acacia harpophylla;Opuntia;Themeda triandra;;;;;;","alb","bux","buxeales"
"J436c","J436","",10,122,"albens","Eucalyptus albens (?)","2016-07-11","may be moluccana",-27.18896,151.73259,"","QLD","Kulpi",517,"granite","clay-loam","NE","J.Janes","Common","Present","Present","Present","J436","Acacia harpophylla;Opuntia;Themeda triandra;;;;;;","alb","bux","buxeales"
"J436d","J436","",10,122,"albens","Eucalyptus albens (?)","2016-07-11","may be moluccana",-27.18896,151.73259,"","QLD","Kulpi",517,"granite","clay-loam","NE","J.Janes","Common","Present","Present","Present","J436","Acacia harpophylla;Opuntia;Themeda triandra;;;;;;","alb","bux","buxeales"
"J436e","J436","",10,122,"albens","Eucalyptus albens (?)","2016-07-11","may be moluccana",-27.18896,151.73259,"","QLD","Kulpi",517,"granite","clay-loam","NE","J.Janes","Common","Present","Present","Present","J436","Acacia harpophylla;Opuntia;Themeda triandra;;;;;;","alb","bux","buxeales"
"J436f","J436","",10,122,"albens","Eucalyptus albens (?)","2016-07-11","may be moluccana",-27.18896,151.73259,"","QLD","Kulpi",517,"granite","clay-loam","NE","J.Janes","Common","Present","Present","Present","J436","Acacia harpophylla;Opuntia;Themeda triandra;;;;;;","alb","bux","buxeales"
"J436g","J436","",10,122,"albens","Eucalyptus albens (?)","2016-07-11","may be moluccana",-27.18896,151.73259,"","QLD","Kulpi",517,"granite","clay-loam","NE","J.Janes","Common","Present","Present","Present","J436","Acacia harpophylla;Opuntia;Themeda triandra;;;;;;","alb","bux","buxeales"
"J436h","J436","",10,122,"albens","Eucalyptus albens (?)","2016-07-11","may be moluccana",-27.18896,151.73259,"","QLD","Kulpi",517,"granite","clay-loam","NE","J.Janes","Common","Present","Present","Present","J436","Acacia harpophylla;Opuntia;Themeda triandra;;;;;;","alb","bux","buxeales"
"J437","J437","",1,123,"sideroxylonXmelliodora","Eucalyptus sideroxylon x melliodora (?)","2016-11-28","Apparently missing from herbarium",-30.27552,151.18698,"WGS84","NSW","Bundarra, Thunderbolts Way",711,"Granite","sand","SW","J.Janes, T.Collins","Rare","Present","","Present","J437","E. melliodora;;;;;;;;","sidXmel","mellio","melliodorae"
"J438","J438","",1,124,"sideroxylonXmelliodora","Eucalyptus sideroxylon x melliodora (?)","2016-11-28","Apparently missing from herbarium",-30.27563,151.18764,"WGS84","NSW","Bundarra, Thunderbolts Way",NA,"Granite","sand","SW","J.Janes, T.Collins","Rare","","","Present","","E. melliodora;;;;;;;;","sidXmel","mellio","melliodorae"
"M1a","M1a","",NA,NA,"melliodora","Eucalyptus melliodora","","No vouchers for these samples",-32.7527777777778,148.65555,"","NSW","Yeoval",NA,"","","","","","","","","",";;;;;;;;","mel","mellio","melliodorae"
"M1b","M1b","",NA,NA,"melliodora","Eucalyptus melliodora","","No vouchers for these samples",-32.7527777777778,148.65555,"","NSW","Yeoval",NA,"","","","","","","","","",";;;;;;;;","mel","mellio","melliodorae"
"M1c","M1c","",NA,NA,"melliodora","Eucalyptus melliodora","","",-32.7527777777778,148.65555,"","NSW","Yeoval",NA,"","","","","","","","","",";;;;;;;;","mel","mellio","melliodorae"
"NAL05","NAL05","",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-16","Voucher with Rebecca Jordan",-32.3742,147.4871,"","NSW","Melrose-Trangie Rd, Albert Murrumbidgee NP",NA,"","","","R.Jordan","","","","","J372",";;;;;;;;","mic","bux","buxeales"
"NBJ30","NBJ30","",1,NA,"microcarpa","Eucalyptus microcarpa","2013-11-18","Voucher with Rebecca Jordan",-35.05268,147.0439,"","NSW","Berry Jerry State Forest",NA,"","","","R.Jordan","","","","","J373",";;;;;;;;","mic","bux","buxeales"
"NCD30","NCD30","",1,NA,"microcarpa","Eucalyptus microcarpa","2013-11-17","Voucher with Rebecca Jordan",-32.89835,147.05836,"","NSW","Condobolin",NA,"","","","R.Jordan","","","","","",";;;;;;;;","mic","bux","buxeales"
"NCR13","NCR13","",1,NA,"microcarpa","Eucalyptus microcarpa","2013-11-15","Voucher with Rebecca Jordan",-34.08362,148.51941,"","NSW","Crowther",NA,"","","","R.Jordan","","","","","J374",";;;;;;;;","mic","bux","buxeales"
"NCR37","NCR37","",1,NA,"microcarpa","Eucalyptus microcarpa","2013-11-15","Voucher with Rebecca Jordan",-34.08949,148.51412,"","NSW","Crowther",NA,"","","","R.Jordan","","","","","",";;;;;;;;","mic","bux","buxeales"
"NDU10","NDU10","",1,NA,"microcarpa","Eucalyptus microcarpa","2013-10-15","Voucher with Rebecca Jordan",-32.32624,148.51287,"","NSW","Dubbo",NA,"","","","R.Jordan","","","","","",";;;;;;;;","mic","bux","buxeales"
"NE10467","NE10467","",1,NA,"porosa","Eucalyptus porosa","1960-11-10","Already in herbarium",-30.3333333333333,135.65,"","SA","Lake  Eyre",NA,"","","","DE.Symon","","","","","J437",";;;;;;;;","por","bux","buxeales"
"NE25923","NE25923","",1,NA,"woollsiana","Eucalpyptus woollsiana","1972-09-05","Already in herbarium",-26.5333333333333,148.133333333333,"","QLD","Maranoa",NA,"","","","NCW.Beadle","","","","","",";;;;;;;;",NA,NA,NA
"NE25953","NE25953","",1,NA,"porosa","Eucalyptus porosa","1972-11-02","Already in herbarium",-32.75,134.6,"","SA","Eyre Peninsula",NA,"","","","NCW.Beadle","","","","","J438",";;;;;;;;","por","bux","buxeales"
"NE35955","NE35955","",1,NA,"porosa","Eucalyptus porosa","1972-11-04","Already in herbarium",-35.7,139.85,"","SA","Coonalpyn",NA,"","","","NCW.Beadle","","","","","",";;;;;;;;","por","bux","buxeales"
"NE35959","NE35959","",1,NA,"porosa","Eucalyptus porosa","1972-11-04","Already in herbarium",-35.1166666666667,139.066666666667,"","SA","Murray",NA,"","","","NCW.Beadle","","","","","",";;;;;;;;","por","bux","buxeales"
"NE36811","NE36811","",1,NA,"odorata","Eucalyptus odorata ","1964-01-14","Already in herbarium",-35.5333333333333,138.566666666667,"","SA","Hall Creek Road",NA,"","","","TRN.Lothian","","","","","",";;;;;;;;","odo","bux","buxeales"
