"ID","num_runs","SampleSet","Species","SpeciesNoHybrid","Series","SpeciesCode","Section","BinomialName","SpeciesNote","Location","LocationCode","TagNum","Date","Waypoint","Latitude","Longitude","Elevation","State","Notes","SeedYesNo","SeedNotes","AdditionalID","Project1","Project2","Oxley","Project1PlusOxley","reads","bases","gc_bases","non_acgt_bases"
"J350e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.2456,147.68083,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,19175006,2522441798,1037255237,6047
"J350f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.2456,147.68083,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,24487190,3354080272,1355800797,11090
"J350g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.2456,147.68083,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,28090942,3801809308,1519054375,13677
"J350h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.2456,147.68083,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,30940039,4250162881,1725775975,12609
"J350i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.2456,147.68083,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,31064835,4247970155,1745921221,9228
"J351",12,"Jasmine","polyanthemos","polyanthemos","heterophloiae","pol","Adnataria","Eucalyptus polyanthemos",NA,"Tarcutta, Mates Gully Rd.",NA,"036","2015-11-20",NA,-35.25609,147.68506,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",121444801,16199464473,6442311934,58355
"J352",6,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Tarcutta, Mates Gully Rd.",NA,"037","2015-11-20",NA,-35.25665,147.68486,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",87353368,11781399111,4690306927,40961
"J352a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.25665,147.68486,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,29966394,4116579263,1662903269,14495
"J352b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.25665,147.68486,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,31522350,4281694507,1733382392,15707
"J352c",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.25665,147.68486,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,18772955,2584960263,1058714855,6331
"J352d",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.25665,147.68486,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,30475601,4173838271,1709412777,10783
"J352e",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.25665,147.68486,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27066940,3690476320,1508758527,12930
"J352f",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.25665,147.68486,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,7951663,1046820695,437123434,3299
"J352g",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.25665,147.68486,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,35016409,4701574226,1937534359,14142
"J352h",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.25665,147.68486,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,535125,71740706,29109610,165
"J352i",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Tarcutta, Mates Gully Rd.",NA,NA,"2015-11-20",NA,-35.25665,147.68486,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,31530683,4270842173,1744706024,15718
"J353",6,"Jasmine","polyanthemos","polyanthemos","heterophloiae","pol","Adnataria","Eucalyptus polyanthemos",NA,"Blue Metal Rest Area, M31",NA,"038","2015-11-20",NA,-35.8453,147.19722,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",33312739,4390652139,1730787306,14052
"J354",6,"Jasmine","moluccana","moluccana","buxeales","mol","Adnataria","Eucalyptus moluccana",NA,"Blue Metal Rest Area, M31",NA,"039","2015-11-20",NA,-35.84469,147.19794,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",66848861,8972485343,3569201816,34078
"J355",6,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern, Chiltern-Howlong Rd.",NA,"040","2015-11-21",NA,-36.09264,146.61917,NA,"VIC",NA,NA,NA,NA,"Y","Y",NA,"Y",74464029,10028921164,4027709539,33913
"J355a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern, Chiltern-Howlong Rd.",NA,NA,"2015-11-21",NA,-36.09264,146.61917,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29272738,3956703346,1650661602,14790
"J355b",7,"Jasmine","sideroxylonXmicrocarpa","sideroxylon","melliodorae","sid","Adnataria","hybrid sideroxylon x microcarpa",NA,"Chiltern, Chiltern-Howlong Rd.",NA,NA,"2015-11-21",NA,-36.08961,146.62105,NA,"VIC",NA,NA,NA,NA,"Y","Y",NA,"Y",58727331,7712779673,3055789495,28315
"J355c",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern, Chiltern-Howlong Rd.",NA,NA,"2015-11-21",NA,-36.09264,146.61917,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,887125,120031962,48809745,384
"J355d",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern, Chiltern-Howlong Rd.",NA,NA,"2015-11-21",NA,-36.09264,146.61917,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,22224242,3047797516,1235583601,5298
"J355e",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern, Chiltern-Howlong Rd.",NA,NA,"2015-11-21",NA,-36.09264,146.61917,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23133374,3146552615,1270686539,11367
"J355f",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern, Chiltern-Howlong Rd.",NA,NA,"2015-11-21",NA,-36.09264,146.61917,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,27687764,3790660723,1542629955,12672
"J355g",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern, Chiltern-Howlong Rd.",NA,NA,"2015-11-21",NA,-36.09264,146.61917,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24465811,3349694286,1334583374,11084
"J357",6,"Jasmine","melliodora","melliodora","melliodorae","mel","Adnataria","Eucalyptus melliodora",NA,"Collendina State Forest, Spring Dr.",NA,"042","2015-11-21",NA,-36.019,146.29446,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",53410225,7152372133,2816639405,26588
"J358",6,"Jasmine","melliodora","melliodora","melliodorae","mel","Adnataria","Eucalyptus melliodora",NA,"Urana, Walbundrie Rd.",NA,"043","2015-11-21",NA,-35.38973,146.35303,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",45305685,6078230090,2396632926,19640
"J359",6,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Ingalba Nature Reserve, Hwy 94",NA,"044","2015-11-21",NA,-34.47594,147.40941,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",78569993,10530204020,4216325309,38028
"J359a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Ingalba Nature Reserve, Hwy 94",NA,NA,"2015-11-21",NA,-34.47594,147.40941,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,29302424,3983870069,1625261525,14513
"J359b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Ingalba Nature Reserve, Hwy 94",NA,NA,"2015-11-21",NA,-34.47594,147.40941,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,24966010,3416194426,1375705304,11717
"J359c",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Ingalba Nature Reserve, Hwy 94",NA,NA,"2015-11-21",NA,-34.47594,147.40941,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,39820024,5389753033,2226289487,15574
"J359d",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Ingalba Nature Reserve, Hwy 94",NA,NA,"2015-11-21",NA,-34.47594,147.40941,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,35113476,4753584213,1962669440,16779
"J359e",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Ingalba Nature Reserve, Hwy 94",NA,NA,"2015-11-21",NA,-34.47594,147.40941,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,25193799,3461268120,1403358570,8180
"J359f",1,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Ingalba Nature Reserve, Hwy 94",NA,NA,"2015-11-21",NA,-34.47594,147.40941,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,33900864,4331202844,1772811085,16119
"J359g",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Ingalba Nature Reserve, Hwy 94",NA,NA,"2015-11-21",NA,-34.47594,147.40941,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,26751974,3678587518,1490919486,10080
"J359h",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Ingalba Nature Reserve, Hwy 94",NA,NA,"2015-11-21",NA,-34.47594,147.40941,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,18518209,2533647110,1024083081,6104
"J359i",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Ingalba Nature Reserve, Hwy 94",NA,NA,"2015-11-21",NA,-34.47594,147.40941,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,32710422,4416640728,1819703499,14334
"J360",6,"Jasmine","conica","conica","heterophloiae","con","Adnataria","Eucalyptus conica",NA,"Orange, Old Forbes Rd.",NA,"045","2015-11-21",NA,-34.01205,148.12904,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",47066019,6258236607,2432787635,20806
"J361",6,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,"046","2015-11-22",NA,-33.42118,148.51154,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",94008997,12642588271,5029818794,46716
"J361a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42118,148.51154,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,19301482,2639426278,1057095059,6048
"J361b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42118,148.51154,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,26128606,3590257057,1429668284,12070
"J361c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42118,148.51154,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,30045288,4127000239,1650756448,14620
"J361d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42118,148.51154,NA,"NSW",NA,NA,NA,"MEL2375684A",NA,"Y",NA,NA,26687043,3657519611,1496042988,8479
"J361e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42118,148.51154,NA,"NSW",NA,NA,NA,"MEL2375685A",NA,"Y",NA,NA,29041893,3962439249,1620506324,10399
"J361f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42118,148.51154,NA,"NSW",NA,NA,NA,"MEL2375686A",NA,"Y",NA,NA,28986702,3983559770,1634542295,10679
"J361g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42118,148.51154,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27062647,3711499184,1517876650,13155
"J361h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42118,148.51154,NA,"NSW",NA,NA,NA,"MEL2375659A",NA,"Y",NA,NA,35325583,4718721137,1970670803,15067
"J361i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42118,148.51154,NA,"NSW",NA,NA,NA,"MEL2375667A",NA,"Y",NA,NA,39011332,5200644376,2141201049,16456
"J362",9,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,"047","2015-11-22",NA,-33.42108,148.51126,NA,"NSW",NA,NA,NA,"MEL2375669A",NA,"Y",NA,NA,71453625,9638039564,3858502075,35287
"J362a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42108,148.51126,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,30310248,4119981821,1659209427,13218
"J362b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Nangar Natl Park, Dripping Rock Rd.",NA,NA,"2015-11-22",NA,-33.42108,148.51126,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,30633198,4201164769,1724480509,11995
"J363",12,"Jasmine","microcarpa","microcarpa","buxeales","mic","Adnataria","Eucalyptus microcarpa",NA,"Eugowra, Escort Way",NA,"048","2015-11-22",NA,-33.41328,148.22136,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",143008174,19012279278,7619151307,69678
"J364",6,"Jasmine","conica","conica","heterophloiae","con","Adnataria","Eucalyptus conica",NA,"Eugowra, Escort Way",NA,"049","2015-11-22",NA,-33.41328,148.22136,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",66060244,8760423357,3443962452,30528
"J365",6,"Jasmine","melliodora","melliodora","melliodorae","mel","Adnataria","Eucalyptus melliodora",NA,"Glenwood State Forest, Cargo Rd.",NA,"050","2015-11-22",NA,-33.31832,148.97163,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",57284602,7605522392,2995262473,24787
"J366",12,"Jasmine","fibrosa","fibrosa","siderophloiae","fib","Adnataria","Eucalyptus fibrosa",NA,"Gardens of Stone Natl Park, Glen Davis Rd.",NA,"051","2015-11-22",NA,-33.12436,150.01617,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",116986342,15458255709,6130595952,51942
"J367",6,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Uralla-Kingstown Rd, Kingstown",NA,"052","2015-12-15",NA,-30.5285,151.15897,NA,"NSW",NA,NA,NA,NA,"Y","Y",NA,"Y",73048464,9772982577,3887728999,31386
"J367a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Uralla-Kingstown Rd, Kingstown",NA,NA,"2015-12-15",NA,-30.5285,151.15897,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,23227451,3174383574,1290346570,7323
"J367b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Uralla-Kingstown Rd, Kingstown",NA,NA,"2015-12-15",NA,-30.5285,151.15897,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,37687453,5169430541,2112492504,14749
"J367c",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Uralla-Kingstown Rd, Kingstown",NA,NA,"2015-12-15",NA,-30.5285,151.15897,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,22878083,3101906468,1257980452,10343
"J367d",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Uralla-Kingstown Rd, Kingstown",NA,NA,"2015-12-15",NA,-30.5285,151.15897,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,31488741,4270060492,1754914503,15076
"J367e",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Uralla-Kingstown Rd, Kingstown",NA,NA,"2015-12-15",NA,-30.5285,151.15897,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27757451,3782716074,1542082084,8713
"J367f",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Uralla-Kingstown Rd, Kingstown",NA,NA,"2015-12-15",NA,-30.5285,151.15897,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,28216311,3850004231,1569959046,12561
"J367g",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Uralla-Kingstown Rd, Kingstown",NA,NA,"2015-12-15",NA,-30.5285,151.15897,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,27257474,3701891909,1503480740,12440
"J367h",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Uralla-Kingstown Rd, Kingstown",NA,NA,"2015-12-15",NA,-30.5285,151.15897,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,31660706,4263104277,1725642528,13832
"J367i",6,"Jasmine","sideroxylonXmoluccana","sideroxylon","melliodorae","sid","Adnataria","hybrid sideroxylon x moluccana",NA,"Uralla-Kingstown Rd, Kingstown",NA,NA,"2015-12-15",NA,-30.52474,151.15401,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",66877243,8883479695,3560382124,32645
"J368",6,"Jasmine","caleyi","caleyi","rhodoxylon","cal","Adnataria","Eucalyptus caleyi",NA,"Kingstwon-Retreat Rd, Kingstown",NA,"054","2015-12-15",NA,-30.57301,151.09172,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",32228587,4273965149,1689501696,17146
"J369",6,"Jasmine","caleyi","caleyi","rhodoxylon","cal","Adnataria","Eucalyptus caleyi",NA,"Thunderbolts Way, Bundarra",NA,"055","2015-12-15",NA,-30.07144,151.09796,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",37603029,4993349653,1988244255,17811
"J370",6,"Jasmine","fibrosa","fibrosa","siderophloiae","fib","Adnataria","Eucalyptus fibrosa",NA,"Bucketts Way, Stroud Road",NA,"056","2016-01-20",NA,-32.62925,151.87758,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",39463993,5223352540,2048348722,20234
"J371",6,"Jasmine","fibrosa","fibrosa","siderophloiae","fib","Adnataria","Eucalyptus fibrosa",NA,"Bucketts Way, Wards River",NA,"057","2016-01-20",NA,-32.23292,151.93147,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",47811568,6390211679,2515989676,20997
"J372",6,"Jasmine","polyanthemos","polyanthemos","heterophloiae","pol","Adnataria","Eucalyptus polyanthemos",NA,"Licola, Tamboritha Rd",NA,"058","2016-01-24",NA,-37.60536,146.64015,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",55508055,7427529953,2929608490,26143
"J373",6,"Jasmine","melliodora","melliodora","melliodorae","mel","Adnataria","Eucalyptus melliodora",NA,"Doctors Flat",NA,"059","2016-01-24",NA,-37.46662,147.83218,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",54431928,7260440560,2865054848,23793
"J374",6,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Ensay",NA,"060","2016-01-24",NA,-37.36159,147.85228,NA,"VIC",NA,NA,NA,NA,"Y","Y",NA,"Y",61302233,8207724313,3312196063,27279
"J374a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Ensay",NA,NA,"2016-01-24",NA,-37.36159,147.85228,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,25844398,3503819975,1420554871,11711
"J374b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Ensay",NA,NA,"2016-01-24",NA,-37.36159,147.85228,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23641825,3189718281,1296578425,11824
"J374c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Ensay",NA,NA,"2016-01-24",NA,-37.36159,147.85228,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,20017982,2706563848,1097890035,6223
"J374d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Ensay",NA,NA,"2016-01-24",NA,-37.36159,147.85228,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23415989,3178320287,1282832900,10992
"J374e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Ensay",NA,NA,"2016-01-24",NA,-37.36159,147.85228,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,28328517,3812151457,1558113461,12655
"J374f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Ensay",NA,NA,"2016-01-24",NA,-37.36159,147.85228,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,27849623,3761863149,1538041751,13553
"J374g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Ensay",NA,NA,"2016-01-24",NA,-37.36159,147.85228,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,21998399,3037725687,1206293799,10398
"J374h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Ensay",NA,NA,"2016-01-24",NA,-37.36159,147.85228,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24359014,3302617645,1330515596,10934
"J374i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Ensay",NA,NA,"2016-01-24",NA,-37.36159,147.85228,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,21858357,2962243504,1199314555,9746
"J375",10,"Jasmine","melliodora","melliodora","melliodorae","mel","Adnataria","Eucalyptus melliodora",NA,"Buchan",NA,"061","2016-01-25",NA,-37.40165,148.21443,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",67513801,8931153374,3508162310,30378
"J376",6,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"McKillop Bridge",NA,"062","2016-01-25",NA,-37.07782,148.34419,NA,"VIC",NA,NA,NA,NA,"Y","Y",NA,"Y",49018594,6492640679,2618680271,24061
"J376a",6,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"McKillop Bridge",NA,NA,"2016-01-25",NA,-37.07782,148.34419,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,48425880,6558614186,2651215392,21429
"J376b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"McKillop Bridge",NA,NA,"2016-01-25",NA,-37.07782,148.34419,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23565525,3102319614,1281911699,8463
"J376c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"McKillop Bridge",NA,NA,"2016-01-25",NA,-37.07782,148.34419,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,27693562,3757853407,1526603328,13302
"J376d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"McKillop Bridge",NA,NA,"2016-01-25",NA,-37.07782,148.34419,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24893492,3348851286,1375873596,11820
"J376e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"McKillop Bridge",NA,NA,"2016-01-25",NA,-37.07782,148.34419,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29361797,3952446922,1618665133,14058
"J376f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"McKillop Bridge",NA,NA,"2016-01-25",NA,-37.07782,148.34419,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,22857144,3099291859,1268462518,7156
"J376g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"McKillop Bridge",NA,NA,"2016-01-25",NA,-37.07782,148.34419,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,19559696,2662047777,1055596819,9057
"J376h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"McKillop Bridge",NA,NA,"2016-01-25",NA,-37.07782,148.34419,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,30623480,4151250165,1696708756,15188
