"ID","num_runs","SampleSet","Species","SpeciesNoHybrid","Series","SpeciesCode","Section","BinomialName","SpeciesNote","Location","LocationCode","TagNum","Date","Waypoint","Latitude","Longitude","Elevation","State","Notes","SeedYesNo","SeedNotes","AdditionalID","Project1","Project2","Oxley","Project1PlusOxley","reads","bases","gc_bases","non_acgt_bases"
"J376i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"McKillop Bridge",NA,NA,"2016-01-25",NA,-37.07782,148.34419,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,30682424,4176904642,1705839467,14117
"J377",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Suggan Buggan",NA,"063","2016-01-25",NA,-36.96985,148.30525,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24142061,3178210816,1302799958,8807
"J377a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Suggan Buggan",NA,NA,"2016-01-25",NA,-36.96985,148.30525,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23202667,3150814572,1280155078,7020
"J377b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Suggan Buggan",NA,NA,"2016-01-25",NA,-36.96985,148.30525,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29793281,4003028902,1637824157,13519
"J377c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Suggan Buggan",NA,NA,"2016-01-25",NA,-36.96985,148.30525,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29267930,3947088174,1623987818,13590
"J377d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Suggan Buggan",NA,NA,"2016-01-25",NA,-36.96985,148.30525,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29562673,4010560404,1632151761,13198
"J377e",6,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Suggan Buggan",NA,NA,"2016-01-25",NA,-36.96985,148.30525,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,41589293,5642819749,2288947947,13027
"J377f",1,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Suggan Buggan",NA,NA,"2016-01-25",NA,-36.96985,148.30525,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,22927281,2896342416,1161228414,14342
"J377g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Suggan Buggan",NA,NA,"2016-01-25",NA,-36.96985,148.30525,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,21306222,2910699018,1172636847,9603
"J377h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Suggan Buggan",NA,NA,"2016-01-25",NA,-36.96985,148.30525,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24512925,3330450298,1349575989,11099
"J377i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Suggan Buggan",NA,NA,"2016-01-25",NA,-36.96985,148.30525,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,18471004,2422086599,986141657,5973
"J379",6,"Jasmine","polyanthemos","polyanthemos","heterophloiae","pol","Adnataria","Eucalyptus polyanthemos",NA,"Bombala",NA,"065","2016-01-26",NA,-36.94525,149.4919,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",42480114,5643402765,2240887367,21146
"J381",6,"Jasmine","polyanthemos","polyanthemos","heterophloiae","pol","Adnataria","Eucalyptus polyanthemos",NA,"Bruthen",NA,"067","2016-01-27",NA,-37.3619,149.66098,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",38388489,5107752559,2003907142,19746
"J382",1,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Swifts Creek",NA,"068","2016-01-27",NA,-37.21575,147.71677,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,43041483,5601312844,2252677228,30174
"J382a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Swifts Creek",NA,NA,"2016-01-27",NA,-37.21575,147.71677,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,25728936,3511967054,1429798586,7915
"J382b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Swifts Creek",NA,NA,"2016-01-27",NA,-37.21575,147.71677,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29111233,3948463585,1615147682,13304
"J382c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Swifts Creek",NA,NA,"2016-01-27",NA,-37.21575,147.71677,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,28979768,3939257603,1628659288,10502
"J382d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Swifts Creek",NA,NA,"2016-01-27",NA,-37.21575,147.71677,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,27077809,3696748106,1525440983,9388
"J382e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Swifts Creek",NA,NA,"2016-01-27",NA,-37.21575,147.71677,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,28103094,3834062125,1561305205,13894
"J382f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Swifts Creek",NA,NA,"2016-01-27",NA,-37.21575,147.71677,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23311536,3166690531,1302797140,8294
"J382g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Swifts Creek",NA,NA,"2016-01-27",NA,-37.21575,147.71677,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29542836,4024310498,1653213076,10425
"J382h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Swifts Creek",NA,NA,"2016-01-27",NA,-37.21575,147.71677,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,28557146,3887466818,1592992449,10254
"J382i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Swifts Creek",NA,NA,"2016-01-27",NA,-37.21575,147.71677,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29842288,4060647295,1665350251,10099
"J383",6,"Jasmine","polyanthemos","polyanthemos","heterophloiae","pol","Adnataria","Eucalyptus polyanthemos",NA,"Yambuck",NA,"069","2016-01-27",NA,-36.31995,146.84286,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",35581542,4736057642,1860422175,18276
"J385",9,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern",NA,"071","2016-01-29",NA,-36.17434,146.66263,NA,"VIC",NA,NA,NA,NA,"Y","Y",NA,"Y",190622494,25749956992,10451759350,83997
"J385a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.17434,146.66263,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,25986515,3545070198,1445174567,11954
"J385b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.17434,146.66263,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,26196077,3571020052,1435568921,11901
"J385c",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.17434,146.66263,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,27445885,3722590448,1521217377,11909
"J385d",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.17434,146.66263,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,25492501,3470767578,1410692514,8144
"J385e",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.17434,146.66263,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24752939,3378425696,1375394822,7576
"J385f",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.17434,146.66263,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29626051,3976300535,1642775301,13328
"J385g",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.17434,146.66263,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,28660725,3900299882,1590650031,12601
"J385h",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.17434,146.66263,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,30590384,4205846679,1692262821,12047
"J385i",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.17434,146.66263,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,27943479,3819508698,1552826222,9587
"J386",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Chiltern",NA,"072","2016-01-29",NA,-36.14425,146.65103,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,18489273,2512991606,1040146813,6547
"J386a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.14425,146.65103,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,27164750,3619916137,1481028677,10456
"J386b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.14425,146.65103,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,25826331,3497976574,1450657247,12569
"J386c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.14425,146.65103,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24139571,3276972867,1352111970,12083
"J386d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.14425,146.65103,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,14650047,1969064789,775618210,6980
"J386e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.14425,146.65103,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,14180410,1927301881,765923043,6434
"J386f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.14425,146.65103,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,21155148,2809125625,1126231821,7148
"J386g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.14425,146.65103,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,17303315,2190361194,875815395,4793
"J386h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.14425,146.65103,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,31894951,4306678551,1774553727,13182
"J386i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Chiltern",NA,NA,"2016-01-29",NA,-36.14425,146.65103,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,17316716,2342946341,955703671,8291
"J387",6,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Warrangatta",NA,"073","2016-01-29",NA,-32.24456,146.18248,NA,"VIC",NA,NA,NA,NA,"Y","Y",NA,"Y",56920690,7589379049,3016560982,27759
"J387a",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-32.24456,146.18248,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,27648784,3738866555,1521634698,13498
"J387b",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-32.24456,146.18248,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,32951032,4528514097,1849565855,13506
"J387c",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-32.24456,146.18248,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,25373816,3444966532,1400707486,11263
"J387d",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-32.24456,146.18248,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29873883,4042510236,1653497297,14437
"J387e",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-32.24456,146.18248,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,27022010,3615984458,1487656989,11251
"J387f",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-32.24456,146.18248,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23393366,3181098131,1290537926,10737
"J387g",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-32.24456,146.18248,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24813577,3339494910,1357154883,11333
"J387h",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-32.24456,146.18248,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,25781657,3445322217,1407537331,10892
"J387i",3,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-32.24456,146.18248,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,21113867,2865858145,1170151470,6587
"J388",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrangatta",NA,"074","2016-01-29",NA,-36.26528,146.15425,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,11683706,1585192225,629942201,5669
"J388a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-36.26528,146.15425,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24907999,3399670382,1360318097,10741
"J388b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-36.26528,146.15425,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23991601,3203842667,1307608086,9736
"J388c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-36.26528,146.15425,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,14261895,1925613981,779503572,6786
"J388d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-36.26528,146.15425,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,13909250,1884049131,756138814,6558
"J388e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-36.26528,146.15425,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,26794272,3646719944,1463716648,13774
"J388f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-36.26528,146.15425,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,29979071,4085003240,1679536052,11264
"J388g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-36.26528,146.15425,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,22845409,3108054047,1272030616,11363
"J388h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-36.26528,146.15425,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,21261859,2911084878,1172118781,9236
"J388i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Warrangatta",NA,NA,"2016-01-29",NA,-36.26528,146.15425,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,26701399,3619981883,1498522276,12839
"J389",6,"Jasmine","polyanthemos","polyanthemos","heterophloiae","pol","Adnataria","Eucalyptus polyanthemos",NA,"Reef Road State Park",NA,"075","2016-01-29",NA,-36.60631,145.92644,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",32725542,4352872662,1721027928,17590
"J390",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Reef Road State Park",NA,"076","2016-01-29",NA,-36.5877,145.96066,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,28125687,3770983974,1524459880,13438
"J390a",6,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Reef Road State Park",NA,NA,"2016-01-29",NA,-36.5877,145.96066,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,31513092,4293791050,1734646582,15093
"J390b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Reef Road State Park",NA,NA,"2016-01-29",NA,-36.5877,145.96066,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,10210832,1389836900,546991566,4976
"J392",4,"Jasmine","tricarpa","tricarpa","melliodorae","tri","Adnataria","Eucalyptus tricarpa",NA,"Puckapanyl",NA,"078","2016-01-30",NA,-37.00641,145.00121,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",49117282,6468623568,2586534827,19054
"J393",6,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Heathcote",NA,"079","2016-01-30",NA,-36.93458,144.74492,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",58018470,7755080574,3133418821,26248
"J393a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Heathcote",NA,NA,"2016-01-30",NA,-36.93458,144.74492,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,22563542,3062738978,1241795725,10463
"J393b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Heathcote",NA,NA,"2016-01-30",NA,-36.93458,144.74492,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,12166041,1627880386,653704928,5676
"J393c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Heathcote",NA,NA,"2016-01-30",NA,-36.93458,144.74492,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23985583,3275370441,1320557270,10465
"J393d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Heathcote",NA,NA,"2016-01-30",NA,-36.93458,144.74492,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,27825710,3797173660,1526626065,13898
"J393e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Heathcote",NA,NA,"2016-01-30",NA,-36.93458,144.74492,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,30939963,4191074163,1729622708,12566
"J393f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Heathcote",NA,NA,"2016-01-30",NA,-36.93458,144.74492,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,21314214,2896812719,1197749849,10401
"J393g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Heathcote",NA,NA,"2016-01-30",NA,-36.93458,144.74492,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23774553,3201773092,1280912853,11670
"J393h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Heathcote",NA,NA,"2016-01-30",NA,-36.93458,144.74492,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,22598815,2986481870,1222687835,7417
"J393i",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Heathcote",NA,NA,"2016-01-30",NA,-36.93458,144.74492,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24017663,3301540204,1322082550,10560
"J394",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Lake Eppalock",NA,"080","2016-01-30",NA,-36.84715,144.52614,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,21246367,2900860386,1182723184,8218
"J394a",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Lake Eppalock",NA,NA,"2016-01-30",NA,-36.84715,144.52614,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,14801051,2010697066,813839113,6091
"J394b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Lake Eppalock",NA,NA,"2016-01-30",NA,-36.84715,144.52614,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,25518961,3496086203,1406237738,13481
"J394c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Lake Eppalock",NA,NA,"2016-01-30",NA,-36.84715,144.52614,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,19550255,2649734605,1072155703,8565
"J394d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Lake Eppalock",NA,NA,"2016-01-30",NA,-36.84715,144.52614,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,21137040,2887961799,1166879894,9482
"J394e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Lake Eppalock",NA,NA,"2016-01-30",NA,-36.84715,144.52614,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,22706172,3098452167,1244533882,8267
"J394f",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Lake Eppalock",NA,NA,"2016-01-30",NA,-36.84715,144.52614,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24044967,3235803137,1315060329,11226
"J394g",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens",NA,"Lake Eppalock",NA,NA,"2016-01-30",NA,-36.84715,144.52614,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,28197074,3851863652,1555966878,14347
"J395",6,"Jasmine","albensXmicrocarpa","albens","buxeales","alb","Adnataria","hybrid albens x microcarpa",NA,"Powers Rd, Woodstock on Loddon",NA,"081","2016-01-31",NA,-36.76884,144.07336,NA,"VIC",NA,NA,NA,NA,"Y","Y",NA,"Y",41151209,5215932282,2066651418,17486
"J395a",4,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens","Kevin assumes albens, split ID.","Powers Rd, Woodstock on Loddon",NA,"081","2016-01-31",NA,-36.76884,144.07336,NA,"VIC",NA,NA,NA,NA,"Y","Y",NA,"Y",72716565,9595834515,3880668373,44138
"J395b",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens","Kevin assumes albens, split ID.","Powers Rd, Woodstock on Loddon",NA,"081","2016-01-31",NA,-36.76884,144.07336,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24970533,3399133759,1386382132,11645
"J395c",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens","Kevin assumes albens, split ID.","Powers Rd, Woodstock on Loddon",NA,"081","2016-01-31",NA,-36.76884,144.07336,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24024337,3264097559,1326952698,11560
"J395d",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens","Kevin assumes albens, split ID.","Powers Rd, Woodstock on Loddon",NA,"081","2016-01-31",NA,-36.76884,144.07336,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,23525349,3192449821,1296587681,11182
"J395e",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens","Kevin assumes albens, split ID.","Powers Rd, Woodstock on Loddon",NA,"081","2016-01-31",NA,-36.76884,144.07336,NA,"VIC",NA,NA,NA,NA,NA,"Y",NA,NA,24035957,3259750878,1344220393,10792
"J395h",3,"Jasmine","albens","albens","buxeales","alb","Adnataria","Eucalyptus albens","Kevin assumes albens, split ID.","Powers Rd, Woodstock on Loddon",NA,"081","2016-01-31",NA,-36.76884,144.07336,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",23052671,3126982929,1282253403,11101
"J397",3,"Jasmine","leucoxylon","leucoxylon","melliodorae","leu","Adnataria","Eucalyptus leucoxylon",NA,"Dergholm State Park",NA,"083","2016-02-01",NA,-37.28408,141.18732,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",2883980,386991747,149380711,1345
"J398",6,"Jasmine","leucoxylon","leucoxylon","melliodorae","leu","Adnataria","Eucalyptus leucoxylon",NA,"Cherrypool, Rockland Reservoir",NA,"084","2016-02-02",NA,-37.22194,142.04807,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",34896787,4602663501,1839870822,15325
"J399",4,"Jasmine","leucoxylon","leucoxylon","melliodorae","leu","Adnataria","Eucalyptus leucoxylon",NA,"Castlemaine",NA,"085","2016-01-03",NA,-37.1632,144.08661,NA,"VIC",NA,NA,NA,NA,"Y",NA,NA,"Y",36931140,4868669647,1925547035,15158
"J400",4,"Jasmine","moluccana","moluccana","buxeales","mol","Adnataria","Eucalyptus moluccana",NA,"Torreyburn Rd, Yarrowyck",NA,"086","2016-04-05",NA,-30.44375,151.25961,NA,"NSW",NA,NA,NA,NA,"Y",NA,NA,"Y",29301562,3789171273,1493480751,11014
"J401",5,"Jasmine","sideroxylon","sideroxylon","melliodorae","sid","Adnataria","Eucalyptus sideroxylon",NA,"Torreyburn Rd, Yarrowyck",NA,"087","2016-04-05",NA,-30.44023,151.25069,NA,"NSW",NA,NA,NA,NA,NA,"Y",NA,NA,103380088,13623901774,5509836868,55735
