libname	sid	pair	lane	runname	path
Blank_21	S97	R1	L002	plate1-6.0	reads/plate1-6.0/Blank_21_S97_L002_R1.fastq.gz
Blank_21	S97	R1	L004	plate1-6.0	reads/plate1-6.0/Blank_21_S97_L004_R1.fastq.gz
Blank_21	S97	R1	L001	plate1-6.0	reads/plate1-6.0/Blank_21_S97_L001_R1.fastq.gz
Blank_21	S97	R2	L002	plate1-6.0	reads/plate1-6.0/Blank_21_S97_L002_R2.fastq.gz
J350	S63	R1	L004	plate1-6.0	reads/plate1-6.0/J350_S63_L004_R1.fastq.gz
J350	S63	R2	L002	plate1-6.0	reads/plate1-6.0/J350_S63_L002_R2.fastq.gz
J350	S63	R1	L003	plate1-6.0	reads/plate1-6.0/J350_S63_L003_R1.fastq.gz
J350	S63	R2	L003	plate1-6.0	reads/plate1-6.0/J350_S63_L003_R2.fastq.gz
J350	S63	R2	L004	plate1-6.0	reads/plate1-6.0/J350_S63_L004_R2.fastq.gz
J350	S63	R1	L002	plate1-6.0	reads/plate1-6.0/J350_S63_L002_R1.fastq.gz
J350	S63	R2	L001	plate1-6.0	reads/plate1-6.0/J350_S63_L001_R2.fastq.gz
J350	S63	R1	L001	plate1-6.0	reads/plate1-6.0/J350_S63_L001_R1.fastq.gz
J407	S143	R1	L001	plate1-6.0	reads/plate1-6.0/J407_S143_L001_R1.fastq.gz
J407	S143	R2	L003	plate1-6.0	reads/plate1-6.0/J407_S143_L003_R2.fastq.gz
J407	S143	R2	L001	plate1-6.0	reads/plate1-6.0/J407_S143_L001_R2.fastq.gz
J407	S143	R2	L002	plate1-6.0	reads/plate1-6.0/J407_S143_L002_R2.fastq.gz
J407	S143	R2	L004	plate1-6.0	reads/plate1-6.0/J407_S143_L004_R2.fastq.gz
J407	S143	R1	L002	plate1-6.0	reads/plate1-6.0/J407_S143_L002_R1.fastq.gz
J407	S143	R1	L003	plate1-6.0	reads/plate1-6.0/J407_S143_L003_R1.fastq.gz
J407	S143	R1	L004	plate1-6.0	reads/plate1-6.0/J407_S143_L004_R1.fastq.gz
J418h	S393	R2	L001	plate1-6.0	reads/plate1-6.0/J418h_S393_L001_R2.fastq.gz
J418h	S393	R2	L004	plate1-6.0	reads/plate1-6.0/J418h_S393_L004_R2.fastq.gz
J418h	S393	R1	L003	plate1-6.0	reads/plate1-6.0/J418h_S393_L003_R1.fastq.gz
J418h	S393	R1	L004	plate1-6.0	reads/plate1-6.0/J418h_S393_L004_R1.fastq.gz
J418h	S393	R1	L001	plate1-6.0	reads/plate1-6.0/J418h_S393_L001_R1.fastq.gz
J418h	S393	R2	L003	plate1-6.0	reads/plate1-6.0/J418h_S393_L003_R2.fastq.gz
J418h	S393	R2	L002	plate1-6.0	reads/plate1-6.0/J418h_S393_L002_R2.fastq.gz
J418h	S393	R1	L002	plate1-6.0	reads/plate1-6.0/J418h_S393_L002_R1.fastq.gz
J385c	S331	R2	L003	plate1-6.0	reads/plate1-6.0/J385c_S331_L003_R2.fastq.gz
J385c	S331	R1	L004	plate1-6.0	reads/plate1-6.0/J385c_S331_L004_R1.fastq.gz
J385c	S331	R1	L002	plate1-6.0	reads/plate1-6.0/J385c_S331_L002_R1.fastq.gz
J385c	S331	R1	L003	plate1-6.0	reads/plate1-6.0/J385c_S331_L003_R1.fastq.gz
J385c	S331	R2	L002	plate1-6.0	reads/plate1-6.0/J385c_S331_L002_R2.fastq.gz
J385c	S331	R1	L001	plate1-6.0	reads/plate1-6.0/J385c_S331_L001_R1.fastq.gz
J385c	S331	R2	L001	plate1-6.0	reads/plate1-6.0/J385c_S331_L001_R2.fastq.gz
J385c	S331	R2	L004	plate1-6.0	reads/plate1-6.0/J385c_S331_L004_R2.fastq.gz
J394d	S483	R1	L001	plate1-6.0	reads/plate1-6.0/J394d_S483_L001_R1.fastq.gz
J394d	S483	R2	L001	plate1-6.0	reads/plate1-6.0/J394d_S483_L001_R2.fastq.gz
J394d	S483	R1	L003	plate1-6.0	reads/plate1-6.0/J394d_S483_L003_R1.fastq.gz
J394d	S483	R1	L004	plate1-6.0	reads/plate1-6.0/J394d_S483_L004_R1.fastq.gz
J394d	S483	R2	L004	plate1-6.0	reads/plate1-6.0/J394d_S483_L004_R2.fastq.gz
J394d	S483	R2	L003	plate1-6.0	reads/plate1-6.0/J394d_S483_L003_R2.fastq.gz
J394d	S483	R1	L002	plate1-6.0	reads/plate1-6.0/J394d_S483_L002_R1.fastq.gz
J394d	S483	R2	L002	plate1-6.0	reads/plate1-6.0/J394d_S483_L002_R2.fastq.gz
J385a	S306	R1	L004	plate1-6.0	reads/plate1-6.0/J385a_S306_L004_R1.fastq.gz
J385a	S306	R1	L001	plate1-6.0	reads/plate1-6.0/J385a_S306_L001_R1.fastq.gz
J385a	S306	R1	L002	plate1-6.0	reads/plate1-6.0/J385a_S306_L002_R1.fastq.gz
J385a	S306	R2	L002	plate1-6.0	reads/plate1-6.0/J385a_S306_L002_R2.fastq.gz
J385a	S306	R2	L003	plate1-6.0	reads/plate1-6.0/J385a_S306_L003_R2.fastq.gz
J385a	S306	R2	L004	plate1-6.0	reads/plate1-6.0/J385a_S306_L004_R2.fastq.gz
J385a	S306	R1	L003	plate1-6.0	reads/plate1-6.0/J385a_S306_L003_R1.fastq.gz
J385a	S306	R2	L001	plate1-6.0	reads/plate1-6.0/J385a_S306_L001_R2.fastq.gz
J374	S62	R1	L001	plate1-6.0	reads/plate1-6.0/J374_S62_L001_R1.fastq.gz
J374	S62	R2	L003	plate1-6.0	reads/plate1-6.0/J374_S62_L003_R2.fastq.gz
J374	S62	R2	L004	plate1-6.0	reads/plate1-6.0/J374_S62_L004_R2.fastq.gz
J374	S62	R1	L002	plate1-6.0	reads/plate1-6.0/J374_S62_L002_R1.fastq.gz
J374	S62	R1	L003	plate1-6.0	reads/plate1-6.0/J374_S62_L003_R1.fastq.gz
J374	S62	R1	L004	plate1-6.0	reads/plate1-6.0/J374_S62_L004_R1.fastq.gz
J374	S62	R2	L001	plate1-6.0	reads/plate1-6.0/J374_S62_L001_R2.fastq.gz
J374	S62	R2	L002	plate1-6.0	reads/plate1-6.0/J374_S62_L002_R2.fastq.gz
J435a	S525	R1	L003	plate1-6.0	reads/plate1-6.0/J435a_S525_L003_R1.fastq.gz
J435a	S525	R1	L004	plate1-6.0	reads/plate1-6.0/J435a_S525_L004_R1.fastq.gz
J435a	S525	R2	L001	plate1-6.0	reads/plate1-6.0/J435a_S525_L001_R2.fastq.gz
J435a	S525	R2	L003	plate1-6.0	reads/plate1-6.0/J435a_S525_L003_R2.fastq.gz
J435a	S525	R2	L004	plate1-6.0	reads/plate1-6.0/J435a_S525_L004_R2.fastq.gz
J435a	S525	R1	L001	plate1-6.0	reads/plate1-6.0/J435a_S525_L001_R1.fastq.gz
J435a	S525	R2	L002	plate1-6.0	reads/plate1-6.0/J435a_S525_L002_R2.fastq.gz
J435a	S525	R1	L002	plate1-6.0	reads/plate1-6.0/J435a_S525_L002_R1.fastq.gz
J387h	S276	R1	L001	plate1-6.0	reads/plate1-6.0/J387h_S276_L001_R1.fastq.gz
J387h	S276	R2	L004	plate1-6.0	reads/plate1-6.0/J387h_S276_L004_R2.fastq.gz
J387h	S276	R2	L002	plate1-6.0	reads/plate1-6.0/J387h_S276_L002_R2.fastq.gz
J387h	S276	R1	L004	plate1-6.0	reads/plate1-6.0/J387h_S276_L004_R1.fastq.gz
J387h	S276	R1	L002	plate1-6.0	reads/plate1-6.0/J387h_S276_L002_R1.fastq.gz
J387h	S276	R1	L003	plate1-6.0	reads/plate1-6.0/J387h_S276_L003_R1.fastq.gz
J387h	S276	R2	L001	plate1-6.0	reads/plate1-6.0/J387h_S276_L001_R2.fastq.gz
J387h	S276	R2	L003	plate1-6.0	reads/plate1-6.0/J387h_S276_L003_R2.fastq.gz
J355b	S5	R1	L002	plate1-6.0	reads/plate1-6.0/J355b_S5_L002_R1.fastq.gz
J355b	S5	R2	L003	plate1-6.0	reads/plate1-6.0/J355b_S5_L003_R2.fastq.gz
J355b	S5	R1	L001	plate1-6.0	reads/plate1-6.0/J355b_S5_L001_R1.fastq.gz
J355b	S5	R2	L004	plate1-6.0	reads/plate1-6.0/J355b_S5_L004_R2.fastq.gz
J355b	S5	R1	L003	plate1-6.0	reads/plate1-6.0/J355b_S5_L003_R1.fastq.gz
J355b	S5	R1	L004	plate1-6.0	reads/plate1-6.0/J355b_S5_L004_R1.fastq.gz
J355b	S5	R2	L001	plate1-6.0	reads/plate1-6.0/J355b_S5_L001_R2.fastq.gz
J355b	S5	R2	L002	plate1-6.0	reads/plate1-6.0/J355b_S5_L002_R2.fastq.gz
J393b	S338	R1	L004	plate1-6.0	reads/plate1-6.0/J393b_S338_L004_R1.fastq.gz
J393b	S338	R2	L003	plate1-6.0	reads/plate1-6.0/J393b_S338_L003_R2.fastq.gz
J393b	S338	R2	L004	plate1-6.0	reads/plate1-6.0/J393b_S338_L004_R2.fastq.gz
J393b	S338	R1	L003	plate1-6.0	reads/plate1-6.0/J393b_S338_L003_R1.fastq.gz
J393b	S338	R2	L001	plate1-6.0	reads/plate1-6.0/J393b_S338_L001_R2.fastq.gz
J393b	S338	R1	L002	plate1-6.0	reads/plate1-6.0/J393b_S338_L002_R1.fastq.gz
J393b	S338	R2	L002	plate1-6.0	reads/plate1-6.0/J393b_S338_L002_R2.fastq.gz
J393b	S338	R1	L001	plate1-6.0	reads/plate1-6.0/J393b_S338_L001_R1.fastq.gz
J435h	S501	R2	L001	plate1-6.0	reads/plate1-6.0/J435h_S501_L001_R2.fastq.gz
J435h	S501	R2	L003	plate1-6.0	reads/plate1-6.0/J435h_S501_L003_R2.fastq.gz
J435h	S501	R1	L004	plate1-6.0	reads/plate1-6.0/J435h_S501_L004_R1.fastq.gz
J435h	S501	R1	L001	plate1-6.0	reads/plate1-6.0/J435h_S501_L001_R1.fastq.gz
J435h	S501	R1	L003	plate1-6.0	reads/plate1-6.0/J435h_S501_L003_R1.fastq.gz
J435h	S501	R2	L004	plate1-6.0	reads/plate1-6.0/J435h_S501_L004_R2.fastq.gz
J435h	S501	R1	L002	plate1-6.0	reads/plate1-6.0/J435h_S501_L002_R1.fastq.gz
J435h	S501	R2	L002	plate1-6.0	reads/plate1-6.0/J435h_S501_L002_R2.fastq.gz
J394a	S490	R1	L001	plate1-6.0	reads/plate1-6.0/J394a_S490_L001_R1.fastq.gz
J394a	S490	R1	L002	plate1-6.0	reads/plate1-6.0/J394a_S490_L002_R1.fastq.gz
J394a	S490	R2	L001	plate1-6.0	reads/plate1-6.0/J394a_S490_L001_R2.fastq.gz
J394a	S490	R2	L004	plate1-6.0	reads/plate1-6.0/J394a_S490_L004_R2.fastq.gz
J394a	S490	R1	L004	plate1-6.0	reads/plate1-6.0/J394a_S490_L004_R1.fastq.gz
J394a	S490	R2	L003	plate1-6.0	reads/plate1-6.0/J394a_S490_L003_R2.fastq.gz
J394a	S490	R1	L003	plate1-6.0	reads/plate1-6.0/J394a_S490_L003_R1.fastq.gz
J394a	S490	R2	L002	plate1-6.0	reads/plate1-6.0/J394a_S490_L002_R2.fastq.gz
J377h	S282	R2	L004	plate1-6.0	reads/plate1-6.0/J377h_S282_L004_R2.fastq.gz
J377h	S282	R2	L001	plate1-6.0	reads/plate1-6.0/J377h_S282_L001_R2.fastq.gz
J377h	S282	R2	L003	plate1-6.0	reads/plate1-6.0/J377h_S282_L003_R2.fastq.gz
J377h	S282	R1	L002	plate1-6.0	reads/plate1-6.0/J377h_S282_L002_R1.fastq.gz
J377h	S282	R2	L002	plate1-6.0	reads/plate1-6.0/J377h_S282_L002_R2.fastq.gz
J377h	S282	R1	L004	plate1-6.0	reads/plate1-6.0/J377h_S282_L004_R1.fastq.gz
J377h	S282	R1	L003	plate1-6.0	reads/plate1-6.0/J377h_S282_L003_R1.fastq.gz
J377h	S282	R1	L001	plate1-6.0	reads/plate1-6.0/J377h_S282_L001_R1.fastq.gz
J386e	S362	R1	L001	plate1-6.0	reads/plate1-6.0/J386e_S362_L001_R1.fastq.gz
J386e	S362	R2	L004	plate1-6.0	reads/plate1-6.0/J386e_S362_L004_R2.fastq.gz
J386e	S362	R2	L002	plate1-6.0	reads/plate1-6.0/J386e_S362_L002_R2.fastq.gz
J386e	S362	R1	L002	plate1-6.0	reads/plate1-6.0/J386e_S362_L002_R1.fastq.gz
J386e	S362	R1	L004	plate1-6.0	reads/plate1-6.0/J386e_S362_L004_R1.fastq.gz
J386e	S362	R2	L003	plate1-6.0	reads/plate1-6.0/J386e_S362_L003_R2.fastq.gz
J386e	S362	R1	L003	plate1-6.0	reads/plate1-6.0/J386e_S362_L003_R1.fastq.gz
J386e	S362	R2	L001	plate1-6.0	reads/plate1-6.0/J386e_S362_L001_R2.fastq.gz
J352e	S168	R1	L003	plate1-6.0	reads/plate1-6.0/J352e_S168_L003_R1.fastq.gz
J352e	S168	R1	L004	plate1-6.0	reads/plate1-6.0/J352e_S168_L004_R1.fastq.gz
J352e	S168	R1	L001	plate1-6.0	reads/plate1-6.0/J352e_S168_L001_R1.fastq.gz
J352e	S168	R2	L001	plate1-6.0	reads/plate1-6.0/J352e_S168_L001_R2.fastq.gz
J352e	S168	R2	L003	plate1-6.0	reads/plate1-6.0/J352e_S168_L003_R2.fastq.gz
J352e	S168	R2	L004	plate1-6.0	reads/plate1-6.0/J352e_S168_L004_R2.fastq.gz
J352e	S168	R1	L002	plate1-6.0	reads/plate1-6.0/J352e_S168_L002_R1.fastq.gz
J352e	S168	R2	L002	plate1-6.0	reads/plate1-6.0/J352e_S168_L002_R2.fastq.gz
J433h	S513	R1	L001	plate1-6.0	reads/plate1-6.0/J433h_S513_L001_R1.fastq.gz
J433h	S513	R2	L002	plate1-6.0	reads/plate1-6.0/J433h_S513_L002_R2.fastq.gz
J433h	S513	R1	L002	plate1-6.0	reads/plate1-6.0/J433h_S513_L002_R1.fastq.gz
J433h	S513	R2	L004	plate1-6.0	reads/plate1-6.0/J433h_S513_L004_R2.fastq.gz
J433h	S513	R1	L003	plate1-6.0	reads/plate1-6.0/J433h_S513_L003_R1.fastq.gz
J433h	S513	R1	L004	plate1-6.0	reads/plate1-6.0/J433h_S513_L004_R1.fastq.gz
J433h	S513	R2	L003	plate1-6.0	reads/plate1-6.0/J433h_S513_L003_R2.fastq.gz
J433h	S513	R2	L001	plate1-6.0	reads/plate1-6.0/J433h_S513_L001_R2.fastq.gz
J426i	S445	R2	L002	plate1-6.0	reads/plate1-6.0/J426i_S445_L002_R2.fastq.gz
J426i	S445	R2	L003	plate1-6.0	reads/plate1-6.0/J426i_S445_L003_R2.fastq.gz
J426i	S445	R1	L003	plate1-6.0	reads/plate1-6.0/J426i_S445_L003_R1.fastq.gz
J426i	S445	R1	L001	plate1-6.0	reads/plate1-6.0/J426i_S445_L001_R1.fastq.gz
J426i	S445	R2	L001	plate1-6.0	reads/plate1-6.0/J426i_S445_L001_R2.fastq.gz
J426i	S445	R1	L002	plate1-6.0	reads/plate1-6.0/J426i_S445_L002_R1.fastq.gz
J426i	S445	R1	L004	plate1-6.0	reads/plate1-6.0/J426i_S445_L004_R1.fastq.gz
J426i	S445	R2	L004	plate1-6.0	reads/plate1-6.0/J426i_S445_L004_R2.fastq.gz
J388	S386	R1	L003	plate1-6.0	reads/plate1-6.0/J388_S386_L003_R1.fastq.gz
J388	S386	R2	L003	plate1-6.0	reads/plate1-6.0/J388_S386_L003_R2.fastq.gz
J388	S386	R2	L004	plate1-6.0	reads/plate1-6.0/J388_S386_L004_R2.fastq.gz
J388	S386	R2	L001	plate1-6.0	reads/plate1-6.0/J388_S386_L001_R2.fastq.gz
J388	S386	R1	L001	plate1-6.0	reads/plate1-6.0/J388_S386_L001_R1.fastq.gz
J388	S386	R2	L002	plate1-6.0	reads/plate1-6.0/J388_S386_L002_R2.fastq.gz
J388	S386	R1	L002	plate1-6.0	reads/plate1-6.0/J388_S386_L002_R1.fastq.gz
J388	S386	R1	L004	plate1-6.0	reads/plate1-6.0/J388_S386_L004_R1.fastq.gz
J361e	S231	R1	L002	plate1-6.0	reads/plate1-6.0/J361e_S231_L002_R1.fastq.gz
J361e	S231	R1	L001	plate1-6.0	reads/plate1-6.0/J361e_S231_L001_R1.fastq.gz
J361e	S231	R1	L004	plate1-6.0	reads/plate1-6.0/J361e_S231_L004_R1.fastq.gz
J361e	S231	R2	L004	plate1-6.0	reads/plate1-6.0/J361e_S231_L004_R2.fastq.gz
J361e	S231	R2	L002	plate1-6.0	reads/plate1-6.0/J361e_S231_L002_R2.fastq.gz
J361e	S231	R1	L003	plate1-6.0	reads/plate1-6.0/J361e_S231_L003_R1.fastq.gz
J361e	S231	R2	L003	plate1-6.0	reads/plate1-6.0/J361e_S231_L003_R2.fastq.gz
J361e	S231	R2	L001	plate1-6.0	reads/plate1-6.0/J361e_S231_L001_R2.fastq.gz
J386c	S320	R2	L002	plate1-6.0	reads/plate1-6.0/J386c_S320_L002_R2.fastq.gz
J386c	S320	R1	L001	plate1-6.0	reads/plate1-6.0/J386c_S320_L001_R1.fastq.gz
J386c	S320	R1	L004	plate1-6.0	reads/plate1-6.0/J386c_S320_L004_R1.fastq.gz
J386c	S320	R2	L001	plate1-6.0	reads/plate1-6.0/J386c_S320_L001_R2.fastq.gz
J386c	S320	R2	L003	plate1-6.0	reads/plate1-6.0/J386c_S320_L003_R2.fastq.gz
J386c	S320	R1	L002	plate1-6.0	reads/plate1-6.0/J386c_S320_L002_R1.fastq.gz
J386c	S320	R2	L004	plate1-6.0	reads/plate1-6.0/J386c_S320_L004_R2.fastq.gz
J386c	S320	R1	L003	plate1-6.0	reads/plate1-6.0/J386c_S320_L003_R1.fastq.gz
J374e	S321	R2	L002	plate1-6.0	reads/plate1-6.0/J374e_S321_L002_R2.fastq.gz
J374e	S321	R2	L004	plate1-6.0	reads/plate1-6.0/J374e_S321_L004_R2.fastq.gz
J374e	S321	R2	L001	plate1-6.0	reads/plate1-6.0/J374e_S321_L001_R2.fastq.gz
J374e	S321	R1	L003	plate1-6.0	reads/plate1-6.0/J374e_S321_L003_R1.fastq.gz
J374e	S321	R1	L004	plate1-6.0	reads/plate1-6.0/J374e_S321_L004_R1.fastq.gz
J374e	S321	R1	L002	plate1-6.0	reads/plate1-6.0/J374e_S321_L002_R1.fastq.gz
J374e	S321	R1	L001	plate1-6.0	reads/plate1-6.0/J374e_S321_L001_R1.fastq.gz
J374e	S321	R2	L003	plate1-6.0	reads/plate1-6.0/J374e_S321_L003_R2.fastq.gz
J376a-rep	S275	R1	L004	plate1-6.0	reads/plate1-6.0/J376a-rep_S275_L004_R1.fastq.gz
J376a-rep	S275	R2	L003	plate1-6.0	reads/plate1-6.0/J376a-rep_S275_L003_R2.fastq.gz
J376a-rep	S275	R1	L001	plate1-6.0	reads/plate1-6.0/J376a-rep_S275_L001_R1.fastq.gz
J376a-rep	S275	R2	L004	plate1-6.0	reads/plate1-6.0/J376a-rep_S275_L004_R2.fastq.gz
J376a-rep	S275	R2	L001	plate1-6.0	reads/plate1-6.0/J376a-rep_S275_L001_R2.fastq.gz
J376a-rep	S275	R1	L002	plate1-6.0	reads/plate1-6.0/J376a-rep_S275_L002_R1.fastq.gz
J376a-rep	S275	R2	L002	plate1-6.0	reads/plate1-6.0/J376a-rep_S275_L002_R2.fastq.gz
J376a-rep	S275	R1	L003	plate1-6.0	reads/plate1-6.0/J376a-rep_S275_L003_R1.fastq.gz
J393	S72	R1	L001	plate1-6.0	reads/plate1-6.0/J393_S72_L001_R1.fastq.gz
J393	S72	R2	L004	plate1-6.0	reads/plate1-6.0/J393_S72_L004_R2.fastq.gz
J393	S72	R1	L004	plate1-6.0	reads/plate1-6.0/J393_S72_L004_R1.fastq.gz
J393	S72	R2	L003	plate1-6.0	reads/plate1-6.0/J393_S72_L003_R2.fastq.gz
J393	S72	R1	L002	plate1-6.0	reads/plate1-6.0/J393_S72_L002_R1.fastq.gz
J393	S72	R2	L002	plate1-6.0	reads/plate1-6.0/J393_S72_L002_R2.fastq.gz
J393	S72	R1	L003	plate1-6.0	reads/plate1-6.0/J393_S72_L003_R1.fastq.gz
J393	S72	R2	L001	plate1-6.0	reads/plate1-6.0/J393_S72_L001_R2.fastq.gz
J361f	S238	R1	L001	plate1-6.0	reads/plate1-6.0/J361f_S238_L001_R1.fastq.gz
J361f	S238	R2	L002	plate1-6.0	reads/plate1-6.0/J361f_S238_L002_R2.fastq.gz
J361f	S238	R2	L001	plate1-6.0	reads/plate1-6.0/J361f_S238_L001_R2.fastq.gz
J361f	S238	R1	L004	plate1-6.0	reads/plate1-6.0/J361f_S238_L004_R1.fastq.gz
J361f	S238	R1	L002	plate1-6.0	reads/plate1-6.0/J361f_S238_L002_R1.fastq.gz
J361f	S238	R2	L004	plate1-6.0	reads/plate1-6.0/J361f_S238_L004_R2.fastq.gz
J361f	S238	R2	L003	plate1-6.0	reads/plate1-6.0/J361f_S238_L003_R2.fastq.gz
J361f	S238	R1	L003	plate1-6.0	reads/plate1-6.0/J361f_S238_L003_R1.fastq.gz
NE36811	S134	R1	L003	plate1-6.0	reads/plate1-6.0/NE36811_S134_L003_R1.fastq.gz
NE36811	S134	R1	L001	plate1-6.0	reads/plate1-6.0/NE36811_S134_L001_R1.fastq.gz
NE36811	S134	R1	L004	plate1-6.0	reads/plate1-6.0/NE36811_S134_L004_R1.fastq.gz
NE36811	S134	R1	L002	plate1-6.0	reads/plate1-6.0/NE36811_S134_L002_R1.fastq.gz
NE36811	S134	R2	L002	plate1-6.0	reads/plate1-6.0/NE36811_S134_L002_R2.fastq.gz
NE36811	S134	R2	L004	plate1-6.0	reads/plate1-6.0/NE36811_S134_L004_R2.fastq.gz
NE36811	S134	R2	L003	plate1-6.0	reads/plate1-6.0/NE36811_S134_L003_R2.fastq.gz
NE36811	S134	R2	L001	plate1-6.0	reads/plate1-6.0/NE36811_S134_L001_R2.fastq.gz
J395C	S472	R2	L002	plate1-6.0	reads/plate1-6.0/J395C_S472_L002_R2.fastq.gz
J395C	S472	R2	L003	plate1-6.0	reads/plate1-6.0/J395C_S472_L003_R2.fastq.gz
J395C	S472	R1	L003	plate1-6.0	reads/plate1-6.0/J395C_S472_L003_R1.fastq.gz
J395C	S472	R2	L004	plate1-6.0	reads/plate1-6.0/J395C_S472_L004_R2.fastq.gz
J395C	S472	R1	L004	plate1-6.0	reads/plate1-6.0/J395C_S472_L004_R1.fastq.gz
J395C	S472	R1	L001	plate1-6.0	reads/plate1-6.0/J395C_S472_L001_R1.fastq.gz
J395C	S472	R2	L001	plate1-6.0	reads/plate1-6.0/J395C_S472_L001_R2.fastq.gz
J395C	S472	R1	L002	plate1-6.0	reads/plate1-6.0/J395C_S472_L002_R1.fastq.gz
J435d	S436	R1	L004	plate1-6.0	reads/plate1-6.0/J435d_S436_L004_R1.fastq.gz
J435d	S436	R2	L004	plate1-6.0	reads/plate1-6.0/J435d_S436_L004_R2.fastq.gz
J435d	S436	R2	L003	plate1-6.0	reads/plate1-6.0/J435d_S436_L003_R2.fastq.gz
J435d	S436	R2	L001	plate1-6.0	reads/plate1-6.0/J435d_S436_L001_R2.fastq.gz
J435d	S436	R2	L002	plate1-6.0	reads/plate1-6.0/J435d_S436_L002_R2.fastq.gz
J435d	S436	R1	L001	plate1-6.0	reads/plate1-6.0/J435d_S436_L001_R1.fastq.gz
J435d	S436	R1	L002	plate1-6.0	reads/plate1-6.0/J435d_S436_L002_R1.fastq.gz
J435d	S436	R1	L003	plate1-6.0	reads/plate1-6.0/J435d_S436_L003_R1.fastq.gz
J405e	S341	R1	L001	plate1-6.0	reads/plate1-6.0/J405e_S341_L001_R1.fastq.gz
J405e	S341	R2	L003	plate1-6.0	reads/plate1-6.0/J405e_S341_L003_R2.fastq.gz
J405e	S341	R2	L004	plate1-6.0	reads/plate1-6.0/J405e_S341_L004_R2.fastq.gz
J405e	S341	R1	L003	plate1-6.0	reads/plate1-6.0/J405e_S341_L003_R1.fastq.gz
J405e	S341	R1	L004	plate1-6.0	reads/plate1-6.0/J405e_S341_L004_R1.fastq.gz
J405e	S341	R1	L002	plate1-6.0	reads/plate1-6.0/J405e_S341_L002_R1.fastq.gz
J405e	S341	R2	L001	plate1-6.0	reads/plate1-6.0/J405e_S341_L001_R2.fastq.gz
J405e	S341	R2	L002	plate1-6.0	reads/plate1-6.0/J405e_S341_L002_R2.fastq.gz
J435	S439	R2	L001	plate1-6.0	reads/plate1-6.0/J435_S439_L001_R2.fastq.gz
J435	S439	R2	L003	plate1-6.0	reads/plate1-6.0/J435_S439_L003_R2.fastq.gz
J435	S439	R1	L004	plate1-6.0	reads/plate1-6.0/J435_S439_L004_R1.fastq.gz
J435	S439	R1	L002	plate1-6.0	reads/plate1-6.0/J435_S439_L002_R1.fastq.gz
J435	S439	R1	L001	plate1-6.0	reads/plate1-6.0/J435_S439_L001_R1.fastq.gz
J435	S439	R2	L004	plate1-6.0	reads/plate1-6.0/J435_S439_L004_R2.fastq.gz
J435	S439	R1	L003	plate1-6.0	reads/plate1-6.0/J435_S439_L003_R1.fastq.gz
J435	S439	R2	L002	plate1-6.0	reads/plate1-6.0/J435_S439_L002_R2.fastq.gz
J373	S29	R2	L003	plate1-6.0	reads/plate1-6.0/J373_S29_L003_R2.fastq.gz
J373	S29	R2	L001	plate1-6.0	reads/plate1-6.0/J373_S29_L001_R2.fastq.gz
J373	S29	R1	L004	plate1-6.0	reads/plate1-6.0/J373_S29_L004_R1.fastq.gz
J373	S29	R1	L002	plate1-6.0	reads/plate1-6.0/J373_S29_L002_R1.fastq.gz
J373	S29	R1	L001	plate1-6.0	reads/plate1-6.0/J373_S29_L001_R1.fastq.gz
J373	S29	R2	L004	plate1-6.0	reads/plate1-6.0/J373_S29_L004_R2.fastq.gz
J373	S29	R2	L002	plate1-6.0	reads/plate1-6.0/J373_S29_L002_R2.fastq.gz
J373	S29	R1	L003	plate1-6.0	reads/plate1-6.0/J373_S29_L003_R1.fastq.gz
J348	S95	R2	L003	plate1-6.0	reads/plate1-6.0/J348_S95_L003_R2.fastq.gz
J348	S95	R1	L003	plate1-6.0	reads/plate1-6.0/J348_S95_L003_R1.fastq.gz
J348	S95	R1	L004	plate1-6.0	reads/plate1-6.0/J348_S95_L004_R1.fastq.gz
J348	S95	R2	L001	plate1-6.0	reads/plate1-6.0/J348_S95_L001_R2.fastq.gz
J348	S95	R1	L001	plate1-6.0	reads/plate1-6.0/J348_S95_L001_R1.fastq.gz
J348	S95	R1	L002	plate1-6.0	reads/plate1-6.0/J348_S95_L002_R1.fastq.gz
J348	S95	R2	L004	plate1-6.0	reads/plate1-6.0/J348_S95_L004_R2.fastq.gz
J348	S95	R2	L002	plate1-6.0	reads/plate1-6.0/J348_S95_L002_R2.fastq.gz
J430h	S424	R1	L003	plate1-6.0	reads/plate1-6.0/J430h_S424_L003_R1.fastq.gz
J430h	S424	R2	L003	plate1-6.0	reads/plate1-6.0/J430h_S424_L003_R2.fastq.gz
J430h	S424	R2	L002	plate1-6.0	reads/plate1-6.0/J430h_S424_L002_R2.fastq.gz
J430h	S424	R1	L002	plate1-6.0	reads/plate1-6.0/J430h_S424_L002_R1.fastq.gz
J430h	S424	R1	L004	plate1-6.0	reads/plate1-6.0/J430h_S424_L004_R1.fastq.gz
J430h	S424	R2	L004	plate1-6.0	reads/plate1-6.0/J430h_S424_L004_R2.fastq.gz
J430h	S424	R1	L001	plate1-6.0	reads/plate1-6.0/J430h_S424_L001_R1.fastq.gz
J430h	S424	R2	L001	plate1-6.0	reads/plate1-6.0/J430h_S424_L001_R2.fastq.gz
J335	S14	R1	L003	plate1-6.0	reads/plate1-6.0/J335_S14_L003_R1.fastq.gz
