libname	sid	pair	lane	runname	path
J355f	S226	R1	L003	plate1-6.0	reads/plate1-6.0/J355f_S226_L003_R1.fastq.gz
J355f	S226	R2	L003	plate1-6.0	reads/plate1-6.0/J355f_S226_L003_R2.fastq.gz
J355f	S226	R1	L004	plate1-6.0	reads/plate1-6.0/J355f_S226_L004_R1.fastq.gz
J355f	S226	R2	L002	plate1-6.0	reads/plate1-6.0/J355f_S226_L002_R2.fastq.gz
J355f	S226	R2	L004	plate1-6.0	reads/plate1-6.0/J355f_S226_L004_R2.fastq.gz
J355f	S226	R2	L001	plate1-6.0	reads/plate1-6.0/J355f_S226_L001_R2.fastq.gz
M2a	S121	R1	L002	plate1-6.0	reads/plate1-6.0/M2a_S121_L002_R1.fastq.gz
M2a	S121	R1	L004	plate1-6.0	reads/plate1-6.0/M2a_S121_L004_R1.fastq.gz
M2a	S121	R2	L003	plate1-6.0	reads/plate1-6.0/M2a_S121_L003_R2.fastq.gz
M2a	S121	R2	L004	plate1-6.0	reads/plate1-6.0/M2a_S121_L004_R2.fastq.gz
M2a	S121	R2	L002	plate1-6.0	reads/plate1-6.0/M2a_S121_L002_R2.fastq.gz
M2a	S121	R2	L001	plate1-6.0	reads/plate1-6.0/M2a_S121_L001_R2.fastq.gz
M2a	S121	R1	L001	plate1-6.0	reads/plate1-6.0/M2a_S121_L001_R1.fastq.gz
M2a	S121	R1	L003	plate1-6.0	reads/plate1-6.0/M2a_S121_L003_R1.fastq.gz
J352d	S230	R1	L003	plate1-6.0	reads/plate1-6.0/J352d_S230_L003_R1.fastq.gz
J352d	S230	R2	L002	plate1-6.0	reads/plate1-6.0/J352d_S230_L002_R2.fastq.gz
J352d	S230	R2	L003	plate1-6.0	reads/plate1-6.0/J352d_S230_L003_R2.fastq.gz
J352d	S230	R1	L002	plate1-6.0	reads/plate1-6.0/J352d_S230_L002_R1.fastq.gz
J352d	S230	R1	L004	plate1-6.0	reads/plate1-6.0/J352d_S230_L004_R1.fastq.gz
J352d	S230	R2	L004	plate1-6.0	reads/plate1-6.0/J352d_S230_L004_R2.fastq.gz
J352d	S230	R1	L001	plate1-6.0	reads/plate1-6.0/J352d_S230_L001_R1.fastq.gz
J352d	S230	R2	L001	plate1-6.0	reads/plate1-6.0/J352d_S230_L001_R2.fastq.gz
J340	S52	R2	L003	plate1-6.0	reads/plate1-6.0/J340_S52_L003_R2.fastq.gz
J340	S52	R1	L002	plate1-6.0	reads/plate1-6.0/J340_S52_L002_R1.fastq.gz
J340	S52	R2	L004	plate1-6.0	reads/plate1-6.0/J340_S52_L004_R2.fastq.gz
J340	S52	R2	L002	plate1-6.0	reads/plate1-6.0/J340_S52_L002_R2.fastq.gz
J340	S52	R1	L003	plate1-6.0	reads/plate1-6.0/J340_S52_L003_R1.fastq.gz
J340	S52	R1	L001	plate1-6.0	reads/plate1-6.0/J340_S52_L001_R1.fastq.gz
J340	S52	R2	L001	plate1-6.0	reads/plate1-6.0/J340_S52_L001_R2.fastq.gz
J340	S52	R1	L004	plate1-6.0	reads/plate1-6.0/J340_S52_L004_R1.fastq.gz
J434b	S415	R1	L001	plate1-6.0	reads/plate1-6.0/J434b_S415_L001_R1.fastq.gz
J434b	S415	R2	L001	plate1-6.0	reads/plate1-6.0/J434b_S415_L001_R2.fastq.gz
J434b	S415	R1	L004	plate1-6.0	reads/plate1-6.0/J434b_S415_L004_R1.fastq.gz
J434b	S415	R1	L003	plate1-6.0	reads/plate1-6.0/J434b_S415_L003_R1.fastq.gz
J434b	S415	R2	L004	plate1-6.0	reads/plate1-6.0/J434b_S415_L004_R2.fastq.gz
J434b	S415	R1	L002	plate1-6.0	reads/plate1-6.0/J434b_S415_L002_R1.fastq.gz
J434b	S415	R2	L002	plate1-6.0	reads/plate1-6.0/J434b_S415_L002_R2.fastq.gz
J434b	S415	R2	L003	plate1-6.0	reads/plate1-6.0/J434b_S415_L003_R2.fastq.gz
J394	S526	R1	L003	plate1-6.0	reads/plate1-6.0/J394_S526_L003_R1.fastq.gz
J394	S526	R2	L004	plate1-6.0	reads/plate1-6.0/J394_S526_L004_R2.fastq.gz
J394	S526	R1	L001	plate1-6.0	reads/plate1-6.0/J394_S526_L001_R1.fastq.gz
J394	S526	R1	L004	plate1-6.0	reads/plate1-6.0/J394_S526_L004_R1.fastq.gz
J394	S526	R2	L003	plate1-6.0	reads/plate1-6.0/J394_S526_L003_R2.fastq.gz
J394	S526	R2	L002	plate1-6.0	reads/plate1-6.0/J394_S526_L002_R2.fastq.gz
J394	S526	R1	L002	plate1-6.0	reads/plate1-6.0/J394_S526_L002_R1.fastq.gz
J394	S526	R2	L001	plate1-6.0	reads/plate1-6.0/J394_S526_L001_R2.fastq.gz
J369	S48	R2	L001	plate1-6.0	reads/plate1-6.0/J369_S48_L001_R2.fastq.gz
J369	S48	R1	L002	plate1-6.0	reads/plate1-6.0/J369_S48_L002_R1.fastq.gz
J369	S48	R1	L003	plate1-6.0	reads/plate1-6.0/J369_S48_L003_R1.fastq.gz
J369	S48	R1	L001	plate1-6.0	reads/plate1-6.0/J369_S48_L001_R1.fastq.gz
J369	S48	R1	L004	plate1-6.0	reads/plate1-6.0/J369_S48_L004_R1.fastq.gz
J369	S48	R2	L002	plate1-6.0	reads/plate1-6.0/J369_S48_L002_R2.fastq.gz
J369	S48	R2	L003	plate1-6.0	reads/plate1-6.0/J369_S48_L003_R2.fastq.gz
J369	S48	R2	L004	plate1-6.0	reads/plate1-6.0/J369_S48_L004_R2.fastq.gz
J361b	S178	R1	L001	plate1-6.0	reads/plate1-6.0/J361b_S178_L001_R1.fastq.gz
J361b	S178	R2	L004	plate1-6.0	reads/plate1-6.0/J361b_S178_L004_R2.fastq.gz
J361b	S178	R1	L002	plate1-6.0	reads/plate1-6.0/J361b_S178_L002_R1.fastq.gz
J361b	S178	R2	L002	plate1-6.0	reads/plate1-6.0/J361b_S178_L002_R2.fastq.gz
J361b	S178	R1	L003	plate1-6.0	reads/plate1-6.0/J361b_S178_L003_R1.fastq.gz
J361b	S178	R2	L003	plate1-6.0	reads/plate1-6.0/J361b_S178_L003_R2.fastq.gz
J361b	S178	R2	L001	plate1-6.0	reads/plate1-6.0/J361b_S178_L001_R2.fastq.gz
J361b	S178	R1	L004	plate1-6.0	reads/plate1-6.0/J361b_S178_L004_R1.fastq.gz
J399	S140	R1	L003	plate1-6.0	reads/plate1-6.0/J399_S140_L003_R1.fastq.gz
J399	S140	R1	L004	plate1-6.0	reads/plate1-6.0/J399_S140_L004_R1.fastq.gz
J399	S140	R2	L002	plate1-6.0	reads/plate1-6.0/J399_S140_L002_R2.fastq.gz
J399	S140	R1	L002	plate1-6.0	reads/plate1-6.0/J399_S140_L002_R1.fastq.gz
J399	S140	R1	L001	plate1-6.0	reads/plate1-6.0/J399_S140_L001_R1.fastq.gz
J399	S140	R2	L004	plate1-6.0	reads/plate1-6.0/J399_S140_L004_R2.fastq.gz
J399	S140	R2	L003	plate1-6.0	reads/plate1-6.0/J399_S140_L003_R2.fastq.gz
J399	S140	R2	L001	plate1-6.0	reads/plate1-6.0/J399_S140_L001_R2.fastq.gz
J395H	S496	R2	L002	plate1-6.0	reads/plate1-6.0/J395H_S496_L002_R2.fastq.gz
J395H	S496	R1	L004	plate1-6.0	reads/plate1-6.0/J395H_S496_L004_R1.fastq.gz
J395H	S496	R1	L003	plate1-6.0	reads/plate1-6.0/J395H_S496_L003_R1.fastq.gz
J395H	S496	R2	L004	plate1-6.0	reads/plate1-6.0/J395H_S496_L004_R2.fastq.gz
J395H	S496	R1	L002	plate1-6.0	reads/plate1-6.0/J395H_S496_L002_R1.fastq.gz
J395H	S496	R2	L003	plate1-6.0	reads/plate1-6.0/J395H_S496_L003_R2.fastq.gz
J395H	S496	R2	L001	plate1-6.0	reads/plate1-6.0/J395H_S496_L001_R2.fastq.gz
J395H	S496	R1	L001	plate1-6.0	reads/plate1-6.0/J395H_S496_L001_R1.fastq.gz
J430h	S481	R2	L004	plate1-6.0	reads/plate1-6.0/J430h_S481_L004_R2.fastq.gz
J430h	S481	R2	L003	plate1-6.0	reads/plate1-6.0/J430h_S481_L003_R2.fastq.gz
J430h	S481	R1	L001	plate1-6.0	reads/plate1-6.0/J430h_S481_L001_R1.fastq.gz
J430h	S481	R1	L002	plate1-6.0	reads/plate1-6.0/J430h_S481_L002_R1.fastq.gz
J430h	S481	R1	L003	plate1-6.0	reads/plate1-6.0/J430h_S481_L003_R1.fastq.gz
J430h	S481	R1	L004	plate1-6.0	reads/plate1-6.0/J430h_S481_L004_R1.fastq.gz
J430h	S481	R2	L001	plate1-6.0	reads/plate1-6.0/J430h_S481_L001_R2.fastq.gz
J430h	S481	R2	L002	plate1-6.0	reads/plate1-6.0/J430h_S481_L002_R2.fastq.gz
NE90535	S120	R2	L004	plate1-6.0	reads/plate1-6.0/NE90535_S120_L004_R2.fastq.gz
NE90535	S120	R1	L001	plate1-6.0	reads/plate1-6.0/NE90535_S120_L001_R1.fastq.gz
NE90535	S120	R1	L003	plate1-6.0	reads/plate1-6.0/NE90535_S120_L003_R1.fastq.gz
NE90535	S120	R1	L002	plate1-6.0	reads/plate1-6.0/NE90535_S120_L002_R1.fastq.gz
NE90535	S120	R1	L004	plate1-6.0	reads/plate1-6.0/NE90535_S120_L004_R1.fastq.gz
NE90535	S120	R2	L002	plate1-6.0	reads/plate1-6.0/NE90535_S120_L002_R2.fastq.gz
NE90535	S120	R2	L001	plate1-6.0	reads/plate1-6.0/NE90535_S120_L001_R2.fastq.gz
NE90535	S120	R2	L003	plate1-6.0	reads/plate1-6.0/NE90535_S120_L003_R2.fastq.gz
J394f	S476	R1	L003	plate1-6.0	reads/plate1-6.0/J394f_S476_L003_R1.fastq.gz
J394f	S476	R1	L002	plate1-6.0	reads/plate1-6.0/J394f_S476_L002_R1.fastq.gz
J394f	S476	R2	L002	plate1-6.0	reads/plate1-6.0/J394f_S476_L002_R2.fastq.gz
J394f	S476	R2	L003	plate1-6.0	reads/plate1-6.0/J394f_S476_L003_R2.fastq.gz
J394f	S476	R1	L001	plate1-6.0	reads/plate1-6.0/J394f_S476_L001_R1.fastq.gz
J394f	S476	R2	L004	plate1-6.0	reads/plate1-6.0/J394f_S476_L004_R2.fastq.gz
J394f	S476	R2	L001	plate1-6.0	reads/plate1-6.0/J394f_S476_L001_R2.fastq.gz
J394f	S476	R1	L004	plate1-6.0	reads/plate1-6.0/J394f_S476_L004_R1.fastq.gz
J387f	S250	R2	L004	plate1-6.0	reads/plate1-6.0/J387f_S250_L004_R2.fastq.gz
J387f	S250	R2	L002	plate1-6.0	reads/plate1-6.0/J387f_S250_L002_R2.fastq.gz
J387f	S250	R1	L001	plate1-6.0	reads/plate1-6.0/J387f_S250_L001_R1.fastq.gz
J387f	S250	R1	L004	plate1-6.0	reads/plate1-6.0/J387f_S250_L004_R1.fastq.gz
J387f	S250	R2	L003	plate1-6.0	reads/plate1-6.0/J387f_S250_L003_R2.fastq.gz
J387f	S250	R1	L003	plate1-6.0	reads/plate1-6.0/J387f_S250_L003_R1.fastq.gz
J387f	S250	R1	L002	plate1-6.0	reads/plate1-6.0/J387f_S250_L002_R1.fastq.gz
J387f	S250	R2	L001	plate1-6.0	reads/plate1-6.0/J387f_S250_L001_R2.fastq.gz
J341	S166	R2	L002	plate1-6.0	reads/plate1-6.0/J341_S166_L002_R2.fastq.gz
J341	S166	R1	L004	plate1-6.0	reads/plate1-6.0/J341_S166_L004_R1.fastq.gz
J341	S166	R2	L003	plate1-6.0	reads/plate1-6.0/J341_S166_L003_R2.fastq.gz
J341	S166	R1	L001	plate1-6.0	reads/plate1-6.0/J341_S166_L001_R1.fastq.gz
J341	S166	R1	L002	plate1-6.0	reads/plate1-6.0/J341_S166_L002_R1.fastq.gz
J341	S166	R2	L004	plate1-6.0	reads/plate1-6.0/J341_S166_L004_R2.fastq.gz
J341	S166	R1	L003	plate1-6.0	reads/plate1-6.0/J341_S166_L003_R1.fastq.gz
J341	S166	R2	L001	plate1-6.0	reads/plate1-6.0/J341_S166_L001_R2.fastq.gz
J366_plus	S61	R1	L003	plate1-6.0	reads/plate1-6.0/J366_plus_S61_L003_R1.fastq.gz
J366_plus	S61	R2	L002	plate1-6.0	reads/plate1-6.0/J366_plus_S61_L002_R2.fastq.gz
J366_plus	S61	R1	L002	plate1-6.0	reads/plate1-6.0/J366_plus_S61_L002_R1.fastq.gz
J366_plus	S61	R2	L003	plate1-6.0	reads/plate1-6.0/J366_plus_S61_L003_R2.fastq.gz
J366_plus	S61	R2	L004	plate1-6.0	reads/plate1-6.0/J366_plus_S61_L004_R2.fastq.gz
J366_plus	S61	R1	L004	plate1-6.0	reads/plate1-6.0/J366_plus_S61_L004_R1.fastq.gz
J366_plus	S61	R2	L001	plate1-6.0	reads/plate1-6.0/J366_plus_S61_L001_R2.fastq.gz
J366_plus	S61	R1	L001	plate1-6.0	reads/plate1-6.0/J366_plus_S61_L001_R1.fastq.gz
J414a	S514	R2	L002	plate1-6.0	reads/plate1-6.0/J414a_S514_L002_R2.fastq.gz
J414a	S514	R2	L004	plate1-6.0	reads/plate1-6.0/J414a_S514_L004_R2.fastq.gz
J414a	S514	R2	L003	plate1-6.0	reads/plate1-6.0/J414a_S514_L003_R2.fastq.gz
J414a	S514	R1	L001	plate1-6.0	reads/plate1-6.0/J414a_S514_L001_R1.fastq.gz
J414a	S514	R1	L004	plate1-6.0	reads/plate1-6.0/J414a_S514_L004_R1.fastq.gz
J414a	S514	R1	L003	plate1-6.0	reads/plate1-6.0/J414a_S514_L003_R1.fastq.gz
J414a	S514	R2	L001	plate1-6.0	reads/plate1-6.0/J414a_S514_L001_R2.fastq.gz
J414a	S514	R1	L002	plate1-6.0	reads/plate1-6.0/J414a_S514_L002_R1.fastq.gz
J349a	S153	R2	L001	plate1-6.0	reads/plate1-6.0/J349a_S153_L001_R2.fastq.gz
J349a	S153	R2	L003	plate1-6.0	reads/plate1-6.0/J349a_S153_L003_R2.fastq.gz
J349a	S153	R1	L002	plate1-6.0	reads/plate1-6.0/J349a_S153_L002_R1.fastq.gz
J349a	S153	R2	L002	plate1-6.0	reads/plate1-6.0/J349a_S153_L002_R2.fastq.gz
J349a	S153	R1	L003	plate1-6.0	reads/plate1-6.0/J349a_S153_L003_R1.fastq.gz
J349a	S153	R1	L001	plate1-6.0	reads/plate1-6.0/J349a_S153_L001_R1.fastq.gz
J349a	S153	R1	L004	plate1-6.0	reads/plate1-6.0/J349a_S153_L004_R1.fastq.gz
J349a	S153	R2	L004	plate1-6.0	reads/plate1-6.0/J349a_S153_L004_R2.fastq.gz
J438	S457	R1	L002	plate1-6.0	reads/plate1-6.0/J438_S457_L002_R1.fastq.gz
J438	S457	R2	L004	plate1-6.0	reads/plate1-6.0/J438_S457_L004_R2.fastq.gz
J438	S457	R1	L001	plate1-6.0	reads/plate1-6.0/J438_S457_L001_R1.fastq.gz
J438	S457	R1	L003	plate1-6.0	reads/plate1-6.0/J438_S457_L003_R1.fastq.gz
J438	S457	R2	L003	plate1-6.0	reads/plate1-6.0/J438_S457_L003_R2.fastq.gz
J438	S457	R2	L001	plate1-6.0	reads/plate1-6.0/J438_S457_L001_R2.fastq.gz
J438	S457	R1	L004	plate1-6.0	reads/plate1-6.0/J438_S457_L004_R1.fastq.gz
J438	S457	R2	L002	plate1-6.0	reads/plate1-6.0/J438_S457_L002_R2.fastq.gz
J429g	S451	R1	L004	plate1-6.0	reads/plate1-6.0/J429g_S451_L004_R1.fastq.gz
J429g	S451	R1	L003	plate1-6.0	reads/plate1-6.0/J429g_S451_L003_R1.fastq.gz
J429g	S451	R2	L004	plate1-6.0	reads/plate1-6.0/J429g_S451_L004_R2.fastq.gz
J429g	S451	R1	L002	plate1-6.0	reads/plate1-6.0/J429g_S451_L002_R1.fastq.gz
J429g	S451	R1	L001	plate1-6.0	reads/plate1-6.0/J429g_S451_L001_R1.fastq.gz
J429g	S451	R2	L001	plate1-6.0	reads/plate1-6.0/J429g_S451_L001_R2.fastq.gz
J429g	S451	R2	L002	plate1-6.0	reads/plate1-6.0/J429g_S451_L002_R2.fastq.gz
J429g	S451	R2	L003	plate1-6.0	reads/plate1-6.0/J429g_S451_L003_R2.fastq.gz
J376d	S284	R2	L001	plate1-6.0	reads/plate1-6.0/J376d_S284_L001_R2.fastq.gz
J376d	S284	R1	L003	plate1-6.0	reads/plate1-6.0/J376d_S284_L003_R1.fastq.gz
J376d	S284	R2	L004	plate1-6.0	reads/plate1-6.0/J376d_S284_L004_R2.fastq.gz
J376d	S284	R1	L001	plate1-6.0	reads/plate1-6.0/J376d_S284_L001_R1.fastq.gz
J376d	S284	R1	L002	plate1-6.0	reads/plate1-6.0/J376d_S284_L002_R1.fastq.gz
J376d	S284	R1	L004	plate1-6.0	reads/plate1-6.0/J376d_S284_L004_R1.fastq.gz
J376d	S284	R2	L002	plate1-6.0	reads/plate1-6.0/J376d_S284_L002_R2.fastq.gz
J376d	S284	R2	L003	plate1-6.0	reads/plate1-6.0/J376d_S284_L003_R2.fastq.gz
J365	S13	R2	L003	plate1-6.0	reads/plate1-6.0/J365_S13_L003_R2.fastq.gz
J365	S13	R1	L001	plate1-6.0	reads/plate1-6.0/J365_S13_L001_R1.fastq.gz
J365	S13	R2	L004	plate1-6.0	reads/plate1-6.0/J365_S13_L004_R2.fastq.gz
J365	S13	R1	L002	plate1-6.0	reads/plate1-6.0/J365_S13_L002_R1.fastq.gz
J365	S13	R2	L002	plate1-6.0	reads/plate1-6.0/J365_S13_L002_R2.fastq.gz
J365	S13	R2	L001	plate1-6.0	reads/plate1-6.0/J365_S13_L001_R2.fastq.gz
J365	S13	R1	L004	plate1-6.0	reads/plate1-6.0/J365_S13_L004_R1.fastq.gz
J365	S13	R1	L003	plate1-6.0	reads/plate1-6.0/J365_S13_L003_R1.fastq.gz
J395D	S480	R2	L003	plate1-6.0	reads/plate1-6.0/J395D_S480_L003_R2.fastq.gz
J395D	S480	R1	L004	plate1-6.0	reads/plate1-6.0/J395D_S480_L004_R1.fastq.gz
J395D	S480	R2	L001	plate1-6.0	reads/plate1-6.0/J395D_S480_L001_R2.fastq.gz
J395D	S480	R1	L003	plate1-6.0	reads/plate1-6.0/J395D_S480_L003_R1.fastq.gz
J395D	S480	R2	L004	plate1-6.0	reads/plate1-6.0/J395D_S480_L004_R2.fastq.gz
J395D	S480	R2	L002	plate1-6.0	reads/plate1-6.0/J395D_S480_L002_R2.fastq.gz
J395D	S480	R1	L001	plate1-6.0	reads/plate1-6.0/J395D_S480_L001_R1.fastq.gz
J395D	S480	R1	L002	plate1-6.0	reads/plate1-6.0/J395D_S480_L002_R1.fastq.gz
J437	S520	R2	L004	plate1-6.0	reads/plate1-6.0/J437_S520_L004_R2.fastq.gz
J437	S520	R1	L004	plate1-6.0	reads/plate1-6.0/J437_S520_L004_R1.fastq.gz
J437	S520	R1	L001	plate1-6.0	reads/plate1-6.0/J437_S520_L001_R1.fastq.gz
J437	S520	R2	L002	plate1-6.0	reads/plate1-6.0/J437_S520_L002_R2.fastq.gz
J437	S520	R2	L003	plate1-6.0	reads/plate1-6.0/J437_S520_L003_R2.fastq.gz
J437	S520	R2	L001	plate1-6.0	reads/plate1-6.0/J437_S520_L001_R2.fastq.gz
J437	S520	R1	L003	plate1-6.0	reads/plate1-6.0/J437_S520_L003_R1.fastq.gz
J437	S520	R1	L002	plate1-6.0	reads/plate1-6.0/J437_S520_L002_R1.fastq.gz
J406i	S405	R1	L004	plate1-6.0	reads/plate1-6.0/J406i_S405_L004_R1.fastq.gz
J406i	S405	R2	L001	plate1-6.0	reads/plate1-6.0/J406i_S405_L001_R2.fastq.gz
J406i	S405	R1	L002	plate1-6.0	reads/plate1-6.0/J406i_S405_L002_R1.fastq.gz
J406i	S405	R2	L003	plate1-6.0	reads/plate1-6.0/J406i_S405_L003_R2.fastq.gz
J406i	S405	R2	L004	plate1-6.0	reads/plate1-6.0/J406i_S405_L004_R2.fastq.gz
J406i	S405	R2	L002	plate1-6.0	reads/plate1-6.0/J406i_S405_L002_R2.fastq.gz
J406i	S405	R1	L001	plate1-6.0	reads/plate1-6.0/J406i_S405_L001_R1.fastq.gz
J406i	S405	R1	L003	plate1-6.0	reads/plate1-6.0/J406i_S405_L003_R1.fastq.gz
J390a-rep	S401	R2	L004	plate1-6.0	reads/plate1-6.0/J390a-rep_S401_L004_R2.fastq.gz
J390a-rep	S401	R2	L001	plate1-6.0	reads/plate1-6.0/J390a-rep_S401_L001_R2.fastq.gz
J390a-rep	S401	R1	L001	plate1-6.0	reads/plate1-6.0/J390a-rep_S401_L001_R1.fastq.gz
J390a-rep	S401	R2	L002	plate1-6.0	reads/plate1-6.0/J390a-rep_S401_L002_R2.fastq.gz
J390a-rep	S401	R1	L004	plate1-6.0	reads/plate1-6.0/J390a-rep_S401_L004_R1.fastq.gz
J390a-rep	S401	R1	L002	plate1-6.0	reads/plate1-6.0/J390a-rep_S401_L002_R1.fastq.gz
J390a-rep	S401	R1	L003	plate1-6.0	reads/plate1-6.0/J390a-rep_S401_L003_R1.fastq.gz
J390a-rep	S401	R2	L003	plate1-6.0	reads/plate1-6.0/J390a-rep_S401_L003_R2.fastq.gz
J393i	S388	R2	L003	plate1-6.0	reads/plate1-6.0/J393i_S388_L003_R2.fastq.gz
J393i	S388	R1	L003	plate1-6.0	reads/plate1-6.0/J393i_S388_L003_R1.fastq.gz
J393i	S388	R2	L002	plate1-6.0	reads/plate1-6.0/J393i_S388_L002_R2.fastq.gz
J393i	S388	R2	L001	plate1-6.0	reads/plate1-6.0/J393i_S388_L001_R2.fastq.gz
J393i	S388	R1	L002	plate1-6.0	reads/plate1-6.0/J393i_S388_L002_R1.fastq.gz
J393i	S388	R1	L001	plate1-6.0	reads/plate1-6.0/J393i_S388_L001_R1.fastq.gz
J393i	S388	R1	L004	plate1-6.0	reads/plate1-6.0/J393i_S388_L004_R1.fastq.gz
J393i	S388	R2	L004	plate1-6.0	reads/plate1-6.0/J393i_S388_L004_R2.fastq.gz
J351	S57	R2	L002	plate1-6.0	reads/plate1-6.0/J351_S57_L002_R2.fastq.gz
J351	S57	R1	L003	plate1-6.0	reads/plate1-6.0/J351_S57_L003_R1.fastq.gz
J351	S57	R1	L001	plate1-6.0	reads/plate1-6.0/J351_S57_L001_R1.fastq.gz
J351	S57	R2	L001	plate1-6.0	reads/plate1-6.0/J351_S57_L001_R2.fastq.gz
J351	S57	R2	L003	plate1-6.0	reads/plate1-6.0/J351_S57_L003_R2.fastq.gz
J351	S57	R1	L002	plate1-6.0	reads/plate1-6.0/J351_S57_L002_R1.fastq.gz
J351	S57	R2	L004	plate1-6.0	reads/plate1-6.0/J351_S57_L004_R2.fastq.gz
J351	S57	R1	L004	plate1-6.0	reads/plate1-6.0/J351_S57_L004_R1.fastq.gz
J416e	S380	R2	L003	plate1-6.0	reads/plate1-6.0/J416e_S380_L003_R2.fastq.gz
J416e	S380	R2	L004	plate1-6.0	reads/plate1-6.0/J416e_S380_L004_R2.fastq.gz
J416e	S380	R2	L001	plate1-6.0	reads/plate1-6.0/J416e_S380_L001_R2.fastq.gz
J416e	S380	R2	L002	plate1-6.0	reads/plate1-6.0/J416e_S380_L002_R2.fastq.gz
J416e	S380	R1	L002	plate1-6.0	reads/plate1-6.0/J416e_S380_L002_R1.fastq.gz
J416e	S380	R1	L003	plate1-6.0	reads/plate1-6.0/J416e_S380_L003_R1.fastq.gz
J416e	S380	R1	L004	plate1-6.0	reads/plate1-6.0/J416e_S380_L004_R1.fastq.gz
J416e	S380	R1	L001	plate1-6.0	reads/plate1-6.0/J416e_S380_L001_R1.fastq.gz
J374d	S290	R2	L002	plate1-6.0	reads/plate1-6.0/J374d_S290_L002_R2.fastq.gz
J374d	S290	R2	L003	plate1-6.0	reads/plate1-6.0/J374d_S290_L003_R2.fastq.gz
J374d	S290	R1	L001	plate1-6.0	reads/plate1-6.0/J374d_S290_L001_R1.fastq.gz
J374d	S290	R2	L004	plate1-6.0	reads/plate1-6.0/J374d_S290_L004_R2.fastq.gz
J374d	S290	R2	L001	plate1-6.0	reads/plate1-6.0/J374d_S290_L001_R2.fastq.gz
J374d	S290	R1	L003	plate1-6.0	reads/plate1-6.0/J374d_S290_L003_R1.fastq.gz
J374d	S290	R1	L002	plate1-6.0	reads/plate1-6.0/J374d_S290_L002_R1.fastq.gz
J374d	S290	R1	L004	plate1-6.0	reads/plate1-6.0/J374d_S290_L004_R1.fastq.gz
NCR13	S37	R1	L002	plate1-6.0	reads/plate1-6.0/NCR13_S37_L002_R1.fastq.gz
NCR13	S37	R1	L004	plate1-6.0	reads/plate1-6.0/NCR13_S37_L004_R1.fastq.gz
NCR13	S37	R1	L003	plate1-6.0	reads/plate1-6.0/NCR13_S37_L003_R1.fastq.gz
NCR13	S37	R1	L001	plate1-6.0	reads/plate1-6.0/NCR13_S37_L001_R1.fastq.gz
NCR13	S37	R2	L003	plate1-6.0	reads/plate1-6.0/NCR13_S37_L003_R2.fastq.gz
NCR13	S37	R2	L001	plate1-6.0	reads/plate1-6.0/NCR13_S37_L001_R2.fastq.gz
NCR13	S37	R2	L004	plate1-6.0	reads/plate1-6.0/NCR13_S37_L004_R2.fastq.gz
NCR13	S37	R2	L002	plate1-6.0	reads/plate1-6.0/NCR13_S37_L002_R2.fastq.gz
J349g	S188	R1	L003	plate1-6.0	reads/plate1-6.0/J349g_S188_L003_R1.fastq.gz
J349g	S188	R1	L004	plate1-6.0	reads/plate1-6.0/J349g_S188_L004_R1.fastq.gz
J349g	S188	R2	L002	plate1-6.0	reads/plate1-6.0/J349g_S188_L002_R2.fastq.gz
J349g	S188	R2	L004	plate1-6.0	reads/plate1-6.0/J349g_S188_L004_R2.fastq.gz
J349g	S188	R1	L002	plate1-6.0	reads/plate1-6.0/J349g_S188_L002_R1.fastq.gz
J349g	S188	R2	L003	plate1-6.0	reads/plate1-6.0/J349g_S188_L003_R2.fastq.gz
J349g	S188	R1	L001	plate1-6.0	reads/plate1-6.0/J349g_S188_L001_R1.fastq.gz
J349g	S188	R2	L001	plate1-6.0	reads/plate1-6.0/J349g_S188_L001_R2.fastq.gz
J420	S116	R1	L004	plate1-6.0	reads/plate1-6.0/J420_S116_L004_R1.fastq.gz
J420	S116	R2	L003	plate1-6.0	reads/plate1-6.0/J420_S116_L003_R2.fastq.gz
J420	S116	R1	L003	plate1-6.0	reads/plate1-6.0/J420_S116_L003_R1.fastq.gz
J420	S116	R2	L004	plate1-6.0	reads/plate1-6.0/J420_S116_L004_R2.fastq.gz
J420	S116	R2	L002	plate1-6.0	reads/plate1-6.0/J420_S116_L002_R2.fastq.gz
J420	S116	R1	L002	plate1-6.0	reads/plate1-6.0/J420_S116_L002_R1.fastq.gz
J420	S116	R1	L001	plate1-6.0	reads/plate1-6.0/J420_S116_L001_R1.fastq.gz
J420	S116	R2	L001	plate1-6.0	reads/plate1-6.0/J420_S116_L001_R2.fastq.gz
J405b	S296	R1	L004	plate1-6.0	reads/plate1-6.0/J405b_S296_L004_R1.fastq.gz
J405b	S296	R1	L002	plate1-6.0	reads/plate1-6.0/J405b_S296_L002_R1.fastq.gz
J405b	S296	R1	L003	plate1-6.0	reads/plate1-6.0/J405b_S296_L003_R1.fastq.gz
J405b	S296	R2	L003	plate1-6.0	reads/plate1-6.0/J405b_S296_L003_R2.fastq.gz
J405b	S296	R2	L004	plate1-6.0	reads/plate1-6.0/J405b_S296_L004_R2.fastq.gz
J405b	S296	R2	L001	plate1-6.0	reads/plate1-6.0/J405b_S296_L001_R2.fastq.gz
J405b	S296	R2	L002	plate1-6.0	reads/plate1-6.0/J405b_S296_L002_R2.fastq.gz
