"library","run","run.lib","sample","seq.notes","Sequenced","Project1","Project2","Oxley"
"J333-plus-NextRAD","plate1.1","plate1.1~J333-plus-NextRAD","J333",,,,,"Y"
"J333-plus-WGS","plate1.1","plate1.1~J333-plus-WGS","J333",,,,,"Y"
"J334-NextRAD","plate1.1","plate1.1~J334-NextRAD","J334",,,,,"Y"
"J334-WGS","plate1.1","plate1.1~J334-WGS","J334",,,,,"Y"
"J335-NextRAD","plate1.1","plate1.1~J335-NextRAD","J335",,,,,"Y"
"J335-WGS","plate1.1","plate1.1~J335-WGS","J335",,,,,"Y"
"J338-NextRAD","plate1.1","plate1.1~J338-NextRAD","J338",,,,,"Y"
"J338-WGS","plate1.1","plate1.1~J338-WGS","J338",,,,,"Y"
"J339-NextRAD","plate1.1","plate1.1~J339-NextRAD","J339",,,,,"Y"
"J339-WGS","plate1.1","plate1.1~J339-WGS","J339",,,,,"Y"
"J340-NextRAD","plate1.1","plate1.1~J340-NextRAD","J340",,,,,"Y"
"J340-WGS","plate1.1","plate1.1~J340-WGS","J340",,,,,"Y"
"J341-NextRAD","plate1.1","plate1.1~J341-NextRAD","J341",,"Y",,,"Y"
"J341-WGS","plate1.1","plate1.1~J341-WGS","J341",,"Y",,,"Y"
"J342-NextRAD","plate1.1","plate1.1~J342-NextRAD","J342",,"Y",,,"Y"
"J342-WGS","plate1.1","plate1.1~J342-WGS","J342",,"Y",,,"Y"
"J343-NextRAD","plate1.1","plate1.1~J343-NextRAD","J343",,,,,"Y"
"J343-WGS","plate1.1","plate1.1~J343-WGS","J343",,,,,"Y"
"J344-NextRAD","plate1.1","plate1.1~J344-NextRAD","J344",,,,,"Y"
"J344-WGS","plate1.1","plate1.1~J344-WGS","J344",,,,,"Y"
"J345-NextRAD","plate1.1","plate1.1~J345-NextRAD","J345",,,,,"Y"
"J345-WGS","plate1.1","plate1.1~J345-WGS","J345",,,,,"Y"
"J345-plus-NextRAD","plate1.1","plate1.1~J345-plus-NextRAD","J345",,,,,"Y"
"J345-plus-WGS","plate1.1","plate1.1~J345-plus-WGS","J345",,,,,"Y"
"J346-NextRAD","plate1.1","plate1.1~J346-NextRAD","J346",,,,,"Y"
"J346-WGS","plate1.1","plate1.1~J346-WGS","J346",,,,,"Y"
"J347-NextRAD","plate1.1","plate1.1~J347-NextRAD","J347",,,,,"Y"
"J347-WGS","plate1.1","plate1.1~J347-WGS","J347",,,,,"Y"
"J348-NextRAD","plate1.1","plate1.1~J348-NextRAD","J348",,,,,"Y"
"J348-WGS","plate1.1","plate1.1~J348-WGS","J348",,,,,"Y"
"J349-NextRAD","plate1.1","plate1.1~J349-NextRAD","J349",,"Y",,,"Y"
"J349-WGS","plate1.1","plate1.1~J349-WGS","J349",,"Y",,,"Y"
"J350-NextRAD","plate1.1","plate1.1~J350-NextRAD","J350",,"Y",,,"Y"
"J350-WGS","plate1.1","plate1.1~J350-WGS","J350",,"Y",,,"Y"
"J351-NextRAD","plate1.1","plate1.1~J351-NextRAD","J351",,,,,"Y"
"J351-WGS","plate1.1","plate1.1~J351-WGS","J351",,,,,"Y"
"J351-plus-NextRAD","plate1.1","plate1.1~J351-plus-NextRAD","J351",,,,,"Y"
"J351-plus-WGS","plate1.1","plate1.1~J351-plus-WGS","J351",,,,,"Y"
"J352-NextRAD","plate1.1","plate1.1~J352-NextRAD","J352",,"Y",,,"Y"
"J352-WGS","plate1.1","plate1.1~J352-WGS","J352",,"Y",,,"Y"
"J353-NextRAD","plate1.1","plate1.1~J353-NextRAD","J353",,,,,"Y"
"J353-WGS","plate1.1","plate1.1~J353-WGS","J353",,,,,"Y"
"J354-NextRAD","plate1.1","plate1.1~J354-NextRAD","J354",,,,,"Y"
"J354-WGS","plate1.1","plate1.1~J354-WGS","J354",,,,,"Y"
"J355-NextRAD","plate1.1","plate1.1~J355-NextRAD","J355",,"Y",,,"Y"
"J355-WGS","plate1.1","plate1.1~J355-WGS","J355",,"Y",,,"Y"
"J355b-NextRAD","plate1.1","plate1.1~J355b-NextRAD","J355b",,"Y",,,"Y"
"J355b-WGS","plate1.1","plate1.1~J355b-WGS","J355b",,"Y",,,"Y"
"J357-NextRAD","plate1.1","plate1.1~J357-NextRAD","J357",,,,,"Y"
"J357-WGS","plate1.1","plate1.1~J357-WGS","J357",,,,,"Y"
"J358-NextRAD","plate1.1","plate1.1~J358-NextRAD","J358",,,,,"Y"
"J358-WGS","plate1.1","plate1.1~J358-WGS","J358",,,,,"Y"
"J359-NextRAD","plate1.1","plate1.1~J359-NextRAD","J359",,"Y",,,"Y"
"J359-WGS","plate1.1","plate1.1~J359-WGS","J359",,"Y",,,"Y"
"J360-NextRAD","plate1.1","plate1.1~J360-NextRAD","J360",,,,,"Y"
"J360-WGS","plate1.1","plate1.1~J360-WGS","J360",,,,,"Y"
"J361-NextRAD","plate1.1","plate1.1~J361-NextRAD","J361",,"Y",,,"Y"
"J361-WGS","plate1.1","plate1.1~J361-WGS","J361",,"Y",,,"Y"
"J362-young-NextRAD","plate1.1","plate1.1~J362-young-NextRAD","J362",,"Y",,"MEL2375669A",
"J362-young-WGS","plate1.1","plate1.1~J362-young-WGS","J362",,"Y",,"MEL2375669A",
"J363-NextRAD","plate1.1","plate1.1~J363-NextRAD","J363",,,,,"Y"
"J363-WGS","plate1.1","plate1.1~J363-WGS","J363",,,,,"Y"
"J363-plus-NextRAD","plate1.1","plate1.1~J363-plus-NextRAD","J363",,,,,"Y"
"J363-plus-WGS","plate1.1","plate1.1~J363-plus-WGS","J363",,,,,"Y"
"J364-NextRAD","plate1.1","plate1.1~J364-NextRAD","J364",,,,,"Y"
"J364-WGS","plate1.1","plate1.1~J364-WGS","J364",,,,,"Y"
"J365-NextRAD","plate1.1","plate1.1~J365-NextRAD","J365",,,,,"Y"
"J365-WGS","plate1.1","plate1.1~J365-WGS","J365",,,,,"Y"
"J366-NextRAD","plate1.1","plate1.1~J366-NextRAD","J366",,,,,"Y"
"J366-WGS","plate1.1","plate1.1~J366-WGS","J366",,,,,"Y"
"J366-plus-NextRAD","plate1.1","plate1.1~J366-plus-NextRAD","J366",,,,,"Y"
"J366-plus-WGS","plate1.1","plate1.1~J366-plus-WGS","J366",,,,,"Y"
"J367-NextRAD","plate1.1","plate1.1~J367-NextRAD","J367",,"Y",,,"Y"
"J367-WGS","plate1.1","plate1.1~J367-WGS","J367",,"Y",,,"Y"
"J367i-NextRAD","plate1.1","plate1.1~J367i-NextRAD","J367i",,,,,"Y"
"J367i-WGS","plate1.1","plate1.1~J367i-WGS","J367i",,,,,"Y"
"J368-NextRAD","plate1.1","plate1.1~J368-NextRAD","J368",,,,,"Y"
"J368-WGS","plate1.1","plate1.1~J368-WGS","J368",,,,,"Y"
"J369-NextRAD","plate1.1","plate1.1~J369-NextRAD","J369",,,,,"Y"
"J369-WGS","plate1.1","plate1.1~J369-WGS","J369",,,,,"Y"
"J370-NextRAD","plate1.1","plate1.1~J370-NextRAD","J370",,,,,"Y"
"J370-WGS","plate1.1","plate1.1~J370-WGS","J370",,,,,"Y"
"J371-NextRAD","plate1.1","plate1.1~J371-NextRAD","J371",,,,,"Y"
"J371-WGS","plate1.1","plate1.1~J371-WGS","J371",,,,,"Y"
"J372-NextRAD","plate1.1","plate1.1~J372-NextRAD","J372",,,,,"Y"
"J372-WGS","plate1.1","plate1.1~J372-WGS","J372",,,,,"Y"
"J373-NextRAD","plate1.1","plate1.1~J373-NextRAD","J373",,,,,"Y"
"J373-WGS","plate1.1","plate1.1~J373-WGS","J373",,,,,"Y"
"J374-NextRAD","plate1.1","plate1.1~J374-NextRAD","J374",,"Y",,,"Y"
"J374-WGS","plate1.1","plate1.1~J374-WGS","J374",,"Y",,,"Y"
"J375-NextRAD","plate1.1","plate1.1~J375-NextRAD","J375",,,,,"Y"
"J375-WGS","plate1.1","plate1.1~J375-WGS","J375",,,,,"Y"
"J376-NextRAD","plate1.1","plate1.1~J376-NextRAD","J376",,"Y",,,"Y"
"J376-WGS","plate1.1","plate1.1~J376-WGS","J376",,"Y",,,"Y"
"J379-NextRAD","plate1.1","plate1.1~J379-NextRAD","J379",,,,,"Y"
"J379-WGS","plate1.1","plate1.1~J379-WGS","J379",,,,,"Y"
"J381-NextRAD","plate1.1","plate1.1~J381-NextRAD","J381",,,,,"Y"
"J381-WGS","plate1.1","plate1.1~J381-WGS","J381",,,,,"Y"
"J383-NextRAD","plate1.1","plate1.1~J383-NextRAD","J383",,,,,"Y"
"J383-WGS","plate1.1","plate1.1~J383-WGS","J383",,,,,"Y"
"J385-NextRAD","plate1.1","plate1.1~J385-NextRAD","J385",,"Y",,,"Y"
"J385-WGS","plate1.1","plate1.1~J385-WGS","J385",,"Y",,,"Y"
"J387-NextRAD","plate1.1","plate1.1~J387-NextRAD","J387",,"Y",,,"Y"
"J387-WGS","plate1.1","plate1.1~J387-WGS","J387",,"Y",,,"Y"
"J389-NextRAD","plate1.1","plate1.1~J389-NextRAD","J389",,,,,"Y"
"J389-WGS","plate1.1","plate1.1~J389-WGS","J389",,,,,"Y"
"J393-NextRAD","plate1.1","plate1.1~J393-NextRAD","J393",,,,,"Y"
"J393-WGS","plate1.1","plate1.1~J393-WGS","J393",,,,,"Y"
"J395-NextRAD","plate1.1","plate1.1~J395-NextRAD","J395",,"Y",,,"Y"
"J395-WGS","plate1.1","plate1.1~J395-WGS","J395",,"Y",,,"Y"
"J398-NextRAD","plate1.1","plate1.1~J398-NextRAD","J398",,,,,"Y"
"J398-WGS","plate1.1","plate1.1~J398-WGS","J398",,,,,"Y"
"NAL05-NextRAD","plate1.1","plate1.1~NAL05-NextRAD","NAL05",,,,,"Y"
"NAL05-WGS","plate1.1","plate1.1~NAL05-WGS","NAL05",,,,,"Y"
"NBJ30-NextRAD","plate1.1","plate1.1~NBJ30-NextRAD","NBJ30",,,,,"Y"
"NBJ30-WGS","plate1.1","plate1.1~NBJ30-WGS","NBJ30",,,,,"Y"
"NCD30-NextRAD","plate1.1","plate1.1~NCD30-NextRAD","NCD30",,,,,"Y"
"NCD30-WGS","plate1.1","plate1.1~NCD30-WGS","NCD30",,,,,"Y"
"NCR13-NextRAD","plate1.1","plate1.1~NCR13-NextRAD","NCR13",,,,,"Y"
"NCR13-WGS","plate1.1","plate1.1~NCR13-WGS","NCR13",,,,,"Y"
"NDU10-NextRAD","plate1.1","plate1.1~NDU10-NextRAD","NDU10",,,,,"Y"
"NDU10-WGS","plate1.1","plate1.1~NDU10-WGS","NDU10",,,,,"Y"
"RA1006-NextRAD","plate1.1","plate1.1~RA1006-NextRAD","RA1006",,,,,"Y"
"RA1006-WGS","plate1.1","plate1.1~RA1006-WGS","RA1006",,,,,"Y"
"TLC715-NextRAD","plate1.1","plate1.1~TLC715-NextRAD","TLC715",,,"sifted  Storm King",,"Y"
"TLC715-WGS","plate1.1","plate1.1~TLC715-WGS","TLC715",,,"sifted  Storm King",,"Y"
"TLC720-NextRAD","plate1.1","plate1.1~TLC720-NextRAD","TLC720",,,"sieved in box ",,"Y"
"TLC720-WGS","plate1.1","plate1.1~TLC720-WGS","TLC720",,,"sieved in box ",,"Y"
"TLC725-NextRAD","plate1.1","plate1.1~TLC725-NextRAD","TLC725",,,"sieved in box ",,"Y"
"TLC725-WGS","plate1.1","plate1.1~TLC725-WGS","TLC725",,,"sieved in box ",,"Y"
"TLC726-NextRAD","plate1.1","plate1.1~TLC726-NextRAD","TLC726",,,"  ",,"Y"
"TLC726-WGS","plate1.1","plate1.1~TLC726-WGS","TLC726",,,"  ",,"Y"
"TLC775-NextRAD","plate1.1","plate1.1~TLC775-NextRAD","TLC775",,,"cleaned box within box ",,"Y"
"TLC775-WGS","plate1.1","plate1.1~TLC775-WGS","TLC775",,,"cleaned box within box ",,"Y"
"VMA18-NextRAD","plate1.1","plate1.1~VMA18-NextRAD","VMA18",,,,,"Y"
"VMA18-WGS","plate1.1","plate1.1~VMA18-WGS","VMA18",,,,,"Y"
"VWG14-NextRAD","plate1.1","plate1.1~VWG14-NextRAD","VWG14",,,,,"Y"
"VWG14-WGS","plate1.1","plate1.1~VWG14-WGS","VWG14",,,,,"Y"
"FDK10-WGS","plate1.2","plate1.2~FDK10-WGS","FDK10",,,,,"Y"
"J294-WGS","plate1.2","plate1.2~J294-WGS","J294",,,,,"Y"
"J296-WGS","plate1.2","plate1.2~J296-WGS","J296",,,,,"Y"
"J298-WGS","plate1.2","plate1.2~J298-WGS","J298",,,,,"Y"
"J301-WGS","plate1.2","plate1.2~J301-WGS","J301",,,,,"Y"
"J303-WGS","plate1.2","plate1.2~J303-WGS","J303",,"Y",,,
"J307-WGS","plate1.2","plate1.2~J307-WGS","J307",,,,,
"J310-WGS","plate1.2","plate1.2~J310-WGS","J310",,,,,"Y"
"J311-WGS","plate1.2","plate1.2~J311-WGS","J311",,,,,"Y"
"J315-WGS","plate1.2","plate1.2~J315-WGS","J315",,,,,"Y"
"J316-WGS","plate1.2","plate1.2~J316-WGS","J316",,,,,"Y"
"J317-WGS","plate1.2","plate1.2~J317-WGS","J317",,,,,"Y"
"J318-WGS","plate1.2","plate1.2~J318-WGS","J318",,,,,"Y"
"J319-WGS","plate1.2","plate1.2~J319-WGS","J319",,,,,"Y"
"J320-WGS","plate1.2","plate1.2~J320-WGS","J320",,,,,"Y"
"J321g-WGS","plate1.2","plate1.2~J321g-WGS","J321g",,,,,"Y"
"J322-WGS","plate1.2","plate1.2~J322-WGS","J322",,,,,"Y"
"J324-WGS","plate1.2","plate1.2~J324-WGS","J324",,,,,"Y"
"J326-WGS","plate1.2","plate1.2~J326-WGS","J326",,,,,"Y"
"J327-WGS","plate1.2","plate1.2~J327-WGS","J327",,,,,"Y"
"J328-WGS","plate1.2","plate1.2~J328-WGS","J328",,,,,"Y"
"J329-WGS","plate1.2","plate1.2~J329-WGS","J329",,,,,"Y"
"J330-WGS","plate1.2","plate1.2~J330-WGS","J330",,,,,"Y"
"J331-WGS","plate1.2","plate1.2~J331-WGS","J331",,,,,"Y"
"J333-WGS","plate1.2","plate1.2~J333-WGS","J333",,,,,"Y"
"J333-plus-WGS","plate1.2","plate1.2~J333-plus-WGS","J333",,,,,"Y"
"J334-WGS","plate1.2","plate1.2~J334-WGS","J334",,,,,"Y"
"J335-WGS","plate1.2","plate1.2~J335-WGS","J335",,,,,"Y"
"J338-WGS","plate1.2","plate1.2~J338-WGS","J338",,,,,"Y"
"J339-WGS","plate1.2","plate1.2~J339-WGS","J339",,,,,"Y"
"J340-WGS","plate1.2","plate1.2~J340-WGS","J340",,,,,"Y"
"J341-WGS","plate1.2","plate1.2~J341-WGS","J341",,"Y",,,"Y"
"J342-WGS","plate1.2","plate1.2~J342-WGS","J342",,"Y",,,"Y"
"J343-WGS","plate1.2","plate1.2~J343-WGS","J343",,,,,"Y"
"J344-WGS","plate1.2","plate1.2~J344-WGS","J344",,,,,"Y"
"J345-WGS","plate1.2","plate1.2~J345-WGS","J345",,,,,"Y"
"J345-plus-WGS","plate1.2","plate1.2~J345-plus-WGS","J345",,,,,"Y"
"J346-WGS","plate1.2","plate1.2~J346-WGS","J346",,,,,"Y"
"J347-WGS","plate1.2","plate1.2~J347-WGS","J347",,,,,"Y"
"J348-WGS","plate1.2","plate1.2~J348-WGS","J348",,,,,"Y"
"J349-WGS","plate1.2","plate1.2~J349-WGS","J349",,"Y",,,"Y"
"J350-WGS","plate1.2","plate1.2~J350-WGS","J350",,"Y",,,"Y"
"J351-WGS","plate1.2","plate1.2~J351-WGS","J351",,,,,"Y"
"J351-plus-WGS","plate1.2","plate1.2~J351-plus-WGS","J351",,,,,"Y"
"J352-WGS","plate1.2","plate1.2~J352-WGS","J352",,"Y",,,"Y"
"J353-WGS","plate1.2","plate1.2~J353-WGS","J353",,,,,"Y"
"J354-WGS","plate1.2","plate1.2~J354-WGS","J354",,,,,"Y"
"J355-WGS","plate1.2","plate1.2~J355-WGS","J355",,"Y",,,"Y"
"J355b-WGS","plate1.2","plate1.2~J355b-WGS","J355b",,"Y",,,"Y"
"J357-WGS","plate1.2","plate1.2~J357-WGS","J357",,,,,"Y"
"J358-WGS","plate1.2","plate1.2~J358-WGS","J358",,,,,"Y"
"J359-WGS","plate1.2","plate1.2~J359-WGS","J359",,"Y",,,"Y"
"J360-WGS","plate1.2","plate1.2~J360-WGS","J360",,,,,"Y"
"J361-WGS","plate1.2","plate1.2~J361-WGS","J361",,"Y",,,"Y"
"J362-young-WGS","plate1.2","plate1.2~J362-young-WGS","J362",,"Y",,"MEL2375669A",
"J363-WGS","plate1.2","plate1.2~J363-WGS","J363",,,,,"Y"
"J363-plus-WGS","plate1.2","plate1.2~J363-plus-WGS","J363",,,,,"Y"
"J364-WGS","plate1.2","plate1.2~J364-WGS","J364",,,,,"Y"
"J365-WGS","plate1.2","plate1.2~J365-WGS","J365",,,,,"Y"
"J366-WGS","plate1.2","plate1.2~J366-WGS","J366",,,,,"Y"
"J366-plus-WGS","plate1.2","plate1.2~J366-plus-WGS","J366",,,,,"Y"
"J367-WGS","plate1.2","plate1.2~J367-WGS","J367",,"Y",,,"Y"
"J367i-WGS","plate1.2","plate1.2~J367i-WGS","J367i",,,,,"Y"
"J368-WGS","plate1.2","plate1.2~J368-WGS","J368",,,,,"Y"
"J369-WGS","plate1.2","plate1.2~J369-WGS","J369",,,,,"Y"
"J370-WGS","plate1.2","plate1.2~J370-WGS","J370",,,,,"Y"
"J371-WGS","plate1.2","plate1.2~J371-WGS","J371",,,,,"Y"
"J372-WGS","plate1.2","plate1.2~J372-WGS","J372",,,,,"Y"
"J373-WGS","plate1.2","plate1.2~J373-WGS","J373",,,,,"Y"
"J374-WGS","plate1.2","plate1.2~J374-WGS","J374",,"Y",,,"Y"
"J375-WGS","plate1.2","plate1.2~J375-WGS","J375",,,,,"Y"
"J376-WGS","plate1.2","plate1.2~J376-WGS","J376",,"Y",,,"Y"
"J379-WGS","plate1.2","plate1.2~J379-WGS","J379",,,,,"Y"
"J381-WGS","plate1.2","plate1.2~J381-WGS","J381",,,,,"Y"
"J383-WGS","plate1.2","plate1.2~J383-WGS","J383",,,,,"Y"
"J385-WGS","plate1.2","plate1.2~J385-WGS","J385",,"Y",,,"Y"
"J387-WGS","plate1.2","plate1.2~J387-WGS","J387",,"Y",,,"Y"
"J389-WGS","plate1.2","plate1.2~J389-WGS","J389",,,,,"Y"
"J393-WGS","plate1.2","plate1.2~J393-WGS","J393",,,,,"Y"
"J395-WGS","plate1.2","plate1.2~J395-WGS","J395",,"Y",,,"Y"
"J398-WGS","plate1.2","plate1.2~J398-WGS","J398",,,,,"Y"
"NAL05-WGS","plate1.2","plate1.2~NAL05-WGS","NAL05",,,,,"Y"
"NBJ30-WGS","plate1.2","plate1.2~NBJ30-WGS","NBJ30",,,,,"Y"
"NCD30-WGS","plate1.2","plate1.2~NCD30-WGS","NCD30",,,,,"Y"
"NCR13-WGS","plate1.2","plate1.2~NCR13-WGS","NCR13",,,,,"Y"
"NDU10-WGS","plate1.2","plate1.2~NDU10-WGS","NDU10",,,,,"Y"
"RA1006-WGS","plate1.2","plate1.2~RA1006-WGS","RA1006",,,,,"Y"
"TLC715-WGS","plate1.2","plate1.2~TLC715-WGS","TLC715",,,"sifted  Storm King",,"Y"
"TLC720-WGS","plate1.2","plate1.2~TLC720-WGS","TLC720",,,"sieved in box ",,"Y"
"TLC725-WGS","plate1.2","plate1.2~TLC725-WGS","TLC725",,,"sieved in box ",,"Y"
"TLC726-WGS","plate1.2","plate1.2~TLC726-WGS","TLC726",,,"  ",,"Y"
"TLC775-WGS","plate1.2","plate1.2~TLC775-WGS","TLC775",,,"cleaned box within box ",,"Y"
"VMA18-WGS","plate1.2","plate1.2~VMA18-WGS","VMA18",,,,,"Y"
"VWG14-WGS","plate1.2","plate1.2~VWG14-WGS","VWG14",,,,,"Y"
"J333a","plate2","plate2~J333a","J333a",,,,,"Y"
"J375-rep1","plate2","plate2~J375-rep1","J375",,,,,"Y"
"J392","plate2","plate2~J392","J392",,,,,"Y"
"NE35955","plate2","plate2~NE35955","NE35955","Samples J397 and NE35955 exchanged in sequencing metadata",,,,"Y"
"J399","plate2","plate2~J399","J399",,,,,"Y"
"J400","plate2","plate2~J400","J400",,,,,"Y"
"J401","plate2","plate2~J401","J401",,"Y",,,
"J402","plate2","plate2~J402","J402",,,,,"Y"
"J403","plate2","plate2~J403","J403",,,,,"Y"
"J404","plate2","plate2~J404","J404",,,,,"Y"
"J405","plate2","plate2~J405","J405",,"Y",,,
"J406","plate2","plate2~J406","J406",,"Y",,,
"J407","plate2","plate2~J407","J407",,,,,"Y"
"J408","plate2","plate2~J408","J408",,,,,"Y"
"J411","plate2","plate2~J411","J411",,,,,"Y"
"J412","plate2","plate2~J412","J412",,,,,"Y"
"J413","plate2","plate2~J413","J413",,"Y",,,
"J414","plate2","plate2~J414","J414",,"Y",,,
"J416","plate2","plate2~J416","J416",,"Y",,,
"J417","plate2","plate2~J417","J417",,,,,"Y"
"J418","plate2","plate2~J418","J418",,"Y",,,
"J419","plate2","plate2~J419","J419",,"Y",,,
"J420","plate2","plate2~J420","J420",,,,,"Y"
"J421","plate2","plate2~J421","J421",,"Y",,,
"J422","plate2","plate2~J422","J422",,"Y",,,
"J423","plate2","plate2~J423","J423",,,,,"Y"
"J424","plate2","plate2~J424","J424",,"Y",,,
"J427","plate2","plate2~J427","J427",,,,,"Y"
"J427a","plate2","plate2~J427a","J427a",,,,,"Y"
"J431","plate2","plate2~J431","J431",,,,,"Y"
"J432","plate2","plate2~J432","J432",,,,,"Y"
"M1c","plate2","plate2~M1c","MelMosaic",,,,,"Y"
"M2a","plate2","plate2~M2a","MelMosaic",,,,,"Y"
"M2b","plate2","plate2~M2b","MelMosaic",,,,,"Y"
"NE10467","plate2","plate2~NE10467","NE10467","Somehow were removed from gdata",,,,"Y"
"NE25923","plate2","plate2~NE25923","NE25923","Somehow were removed from gdata",,,,"Y"
"NE25953","plate2","plate2~NE25953","NE25953","Samples J397 and NE35955 exchanged in sequencing metadata, deleting from analyses",,,,"Y"
"J397","plate2","plate2~J397","J397","Samples J397 and NE35955 exchanged in sequencing metadata, deleting from analyses",,,,"Y"
"NE35959","plate2","plate2~NE35959","NE35959",,,,,"Y"
"NE36811","plate2","plate2~NE36811","NE36811",,,,,"Y"
"NE37169","plate2","plate2~NE37169","NE37169",,,,,"Y"
"NE37647","plate2","plate2~NE37647","NE37647",,,,,"Y"
"NE4583","plate2","plate2~NE4583","NE4583",,,,,"Y"
"NE67754","plate2","plate2~NE67754","NE67754",,,,,"Y"
"NE90535","plate2","plate2~NE90535","NE90535",,,,,"Y"
"VMA18","plate2","plate2~VMA18","VMA18",,,,,"Y"
"VMG14","plate2","plate2~VMG14","VWG14",,,,,"Y"
"SRR1386218","sra","sra~SRR1386218","SRR1386218",,,,,"Y"
"SRR1386219","sra","sra~SRR1386219","SRR1386219",,,,,"Y"
"SRR1386220","sra","sra~SRR1386220","SRR1386220",,,,,"Y"
"SRR1386221","sra","sra~SRR1386221","SRR1386221",,,,,"Y"
"SRR1386222","sra","sra~SRR1386222","SRR1386222",,,,,"Y"
"SRR1392391","sra","sra~SRR1392391","SRR1392391",,,,,"Y"
"SRR1392399","sra","sra~SRR1392399","SRR1392399",,,,,"Y"
"SRR1392411","sra","sra~SRR1392411","SRR1392411",,,,,"Y"
"SRR1392700","sra","sra~SRR1392700","SRR1392700",,,,,"Y"
"SRR1448467","sra","sra~SRR1448467","SRR1448467",,,,,"Y"
"SRR191872","sra","sra~SRR191872","SRR191872",,,,,"Y"
"SRR400875","sra","sra~SRR400875","SRR400875",,,,,"Y"
"ENE0001","oxley.1","oxley.1~ENE0001","ENE0001",,,"reasonable amount of seeds",,
"ENE0005","oxley.1","oxley.1~ENE0005","ENE0005",,,"reasonable amount of seeds",,
"ENE0008","oxley.1","oxley.1~ENE0008","ENE0008",,,"reasonable amount of seeds",,
"ENE0009","oxley.1","oxley.1~ENE0009","ENE0009",,,"no seeds in the capsule",,
"ENE0010","oxley.1","oxley.1~ENE0010","ENE0010",,,"large quantity of seeds",,
"ENE0011","oxley.1","oxley.1~ENE0011","ENE0011",,,"reasonable amount of seeds",,
"ENE0014","oxley.1","oxley.1~ENE0014","ENE0014",,,"large quantity of seeds",,
"ENE0015","oxley.1","oxley.1~ENE0015","ENE0015",,,"very low amount of seeds",,
"ENE0023","oxley.1","oxley.1~ENE0023","ENE0023",,,"reasonable amount of seeds",,
"ENE0024","oxley.1","oxley.1~ENE0024","ENE0024",,,"immature capsule to collect seeds",,
"ENE0026","oxley.1","oxley.1~ENE0026","ENE0026",,,,,
"ENE0028","oxley.1","oxley.1~ENE0028","ENE0028",,,,,
"ENE0030","oxley.1","oxley.1~ENE0030","ENE0030",,,,,
"ENE0031","oxley.1","oxley.1~ENE0031","ENE0031",,,"large quantity of seeds",,
"ENE0032","oxley.1","oxley.1~ENE0032","ENE0032",,,"reasonable amount of seeds",,
"ENE0033","oxley.1","oxley.1~ENE0033","ENE0033",,,"reasonable amount of seeds",,
"ENE0034","oxley.1","oxley.1~ENE0034","ENE0034",,,"very low amount of seeds",,
"ENE0036","oxley.1","oxley.1~ENE0036","ENE0036",,,,,
"ENE0038","oxley.1","oxley.1~ENE0038","ENE0038",,,,,
"ENE0040","oxley.1","oxley.1~ENE0040","ENE0040",,,,,
"ENE0042","oxley.1","oxley.1~ENE0042","ENE0042",,,,,
"ENE0044","oxley.1","oxley.1~ENE0044","ENE0044",,,,,
"TLC946","oxley.1","oxley.1~TLC946","TLC946",,,"sieved group paper bag in box ",,
"TLC950","oxley.1","oxley.1~TLC950","TLC950",,,"sieved group paper bag in box ",,
"TLC758","oxley.1","oxley.1~TLC758","TLC758",,,"empty envelope  ",,
"TLC922-4","oxley.1","oxley.1~TLC922-4","TLC922-4",,,"  ",,
"TLC914","oxley.1","oxley.1~TLC914","TLC914",,,"  ",,
"TLC952-1","oxley.1","oxley.1~TLC952-1","TLC952-1",,,"  ",,
"TLC952-2","oxley.1","oxley.1~TLC952-2","TLC952-2",,,"  ",,
"TLC952-3","oxley.1","oxley.1~TLC952-3","TLC952-3",,,"  ",,
"TLC952-4","oxley.1","oxley.1~TLC952-4","TLC952-4",,,"  ",,
"TLC952-5","oxley.1","oxley.1~TLC952-5","TLC952-5",,,"  ",,
"J345b","oxley.1","oxley.1~J345b","J345b",,"Y",,,
"J349","oxley.1","oxley.1~J349","J349",,"Y",,,"Y"
"J355b","oxley.1","oxley.1~J355b","J355b",,"Y",,,"Y"
"J359f","oxley.1","oxley.1~J359f","J359f",,"Y",,,
"J377f","oxley.1","oxley.1~J377f","J377f",,"Y",,,
"J382","oxley.1","oxley.1~J382","J382",,"Y",,,
"J401","oxley.1","oxley.1~J401","J401",,"Y",,,
"J405","oxley.1","oxley.1~J405","J405",,"Y",,,
"J413","oxley.1","oxley.1~J413","J413",,"Y",,,
"J414d","oxley.1","oxley.1~J414d","J414d",,"Y",,,
"J413d","oxley.1","oxley.1~J413d","J413d",,"Y",,,
"J418d","oxley.1","oxley.1~J418d","J418d",,"Y",,,
"J421a","oxley.1","oxley.1~J421a","J421a",,"Y",,,
"J413e","oxley.1","oxley.1~J413e","J413e",,"Y",,,
"J421c","oxley.1","oxley.1~J421c","J421c",,"Y",,,
"J422","oxley.1","oxley.1~J422","J422",,"Y",,,
"J413g","oxley.1","oxley.1~J413g","J413g",,"Y",,,
"J421d","oxley.1","oxley.1~J421d","J421d",,"Y",,,
"J422i","oxley.1","oxley.1~J422i","J422i",,"Y",,,
"J413h","oxley.1","oxley.1~J413h","J413h",,"Y",,,
"J421f","oxley.1","oxley.1~J421f","J421f",,"Y",,,
"J422b","oxley.1","oxley.1~J422b","J422b",,"Y",,,
