"library","run","Include","seq.notes"
"J377f","oxley.1","Y",
"J377g","plate1-6.0","Y",
"J377g","plate1-6.1","Y",
"J377g","plate1-6.2","Y",
"J377h","plate1-6.0","Y",
"J377h","plate1-6.1","Y",
"J377h","plate1-6.2","Y",
"J377i","plate1-6.0","Y",
"J377i","plate1-6.1","Y",
"J377i","plate1-6.2","Y",
"J379","plate1-6.0","Y",
"J379","plate1-6.1","Y",
"J379","plate1-6.2","Y",
"J379-NextRAD","plate1.1","Y",
"J379-WGS","plate1.1","Y",
"J379-WGS","plate1.2","Y",
"J381","plate1-6.0","Y",
"J381","plate1-6.1","Y",
"J381","plate1-6.2","Y",
"J381-NextRAD","plate1.1","Y",
"J381-WGS","plate1.1","Y",
"J381-WGS","plate1.2","Y",
"J382","oxley.1","Y",
"J382a","plate1-6.0","Y",
"J382a","plate1-6.1","Y",
"J382a","plate1-6.2","Y",
"J382b","plate1-6.0","Y",
"J382b","plate1-6.1","Y",
"J382b","plate1-6.2","Y",
"J382c","plate1-6.0","Y",
"J382c","plate1-6.1","Y",
"J382c","plate1-6.2","Y",
"J382d","plate1-6.0","Y",
"J382d","plate1-6.1","Y",
"J382d","plate1-6.2","Y",
"J382e","plate1-6.0","Y",
"J382e","plate1-6.1","Y",
"J382e","plate1-6.2","Y",
"J382f","plate1-6.0","Y",
"J382f","plate1-6.1","Y",
"J382f","plate1-6.2","Y",
"J382g","plate1-6.0","Y",
"J382g","plate1-6.1","Y",
"J382g","plate1-6.2","Y",
"J382h","plate1-6.0","Y",
"J382h","plate1-6.1","Y",
"J382h","plate1-6.2","Y",
"J382i","plate1-6.0","Y",
"J382i","plate1-6.1","Y",
"J382i","plate1-6.2","Y",
"J383","plate1-6.0","Y",
"J383","plate1-6.1","Y",
"J383","plate1-6.2","Y",
"J383-NextRAD","plate1.1","Y",
"J383-WGS","plate1.1","Y",
"J383-WGS","plate1.2","Y",
"J385","plate1-6.0","Y",
"J385","plate1-6.1","Y",
"J385","plate1-6.2","Y",
"J385-NextRAD","plate1.1","Y",
"J385-rep","plate1-6.0","Y",
"J385-rep","plate1-6.1","Y",
"J385-WGS","plate1.1","Y",
"J385-WGS","plate1.2","Y",
"J385rep","plate1-6.2","Y",
"J385a","plate1-6.0","Y",
"J385a","plate1-6.1","Y",
"J385a","plate1-6.2","Y",
"J385b","plate1-6.0","Y",
"J385b","plate1-6.1","Y",
"J385b","plate1-6.2","Y",
"J385c","plate1-6.0","Y",
"J385c","plate1-6.1","Y",
"J385c","plate1-6.2","Y",
"J385d","plate1-6.0","Y",
"J385d","plate1-6.1","Y",
"J385d","plate1-6.2","Y",
"J385e","plate1-6.0","Y",
"J385e","plate1-6.1","Y",
"J385e","plate1-6.2","Y",
"J385f","plate1-6.0","Y",
"J385f","plate1-6.1","Y",
"J385f","plate1-6.2","Y",
"J385g","plate1-6.0","Y",
"J385g","plate1-6.1","Y",
"J385g","plate1-6.2","Y",
"J385h","plate1-6.0","Y",
"J385h","plate1-6.1","Y",
"J385h","plate1-6.2","Y",
"J385i","plate1-6.0","Y",
"J385i","plate1-6.1","Y",
"J385i","plate1-6.2","Y",
"J386","plate1-6.0","Y",
"J386","plate1-6.1","Y",
"J386","plate1-6.2","Y",
"J386a","plate1-6.0","Y",
"J386a","plate1-6.1","Y",
"J386a","plate1-6.2","Y",
"J386b","plate1-6.0","Y",
"J386b","plate1-6.1","Y",
"J386b","plate1-6.2","Y",
"J386c","plate1-6.0","Y",
"J386c","plate1-6.1","Y",
"J386c","plate1-6.2","Y",
"J386d","plate1-6.0","Y",
"J386d","plate1-6.1","Y",
"J386d","plate1-6.2","Y",
"J386e","plate1-6.0","Y",
"J386e","plate1-6.1","Y",
"J386e","plate1-6.2","Y",
"J386f","plate1-6.0","Y",
"J386f","plate1-6.1","Y",
"J386f","plate1-6.2","Y",
"J386g","plate1-6.0","Y",
"J386g","plate1-6.1","Y",
"J386g","plate1-6.2","Y",
"J386h","plate1-6.0","Y",
"J386h","plate1-6.1","Y",
"J386h","plate1-6.2","Y",
"J386i","plate1-6.0","Y",
"J386i","plate1-6.1","Y",
"J386i","plate1-6.2","Y",
"J387","plate1-6.0","Y",
"J387","plate1-6.1","Y",
"J387","plate1-6.2","Y",
"J387-NextRAD","plate1.1","Y",
"J387-WGS","plate1.1","Y",
"J387-WGS","plate1.2","Y",
"J387a","plate1-6.0","Y",
"J387a","plate1-6.1","Y",
"J387a","plate1-6.2","Y",
"J387b","plate1-6.0","Y",
"J387b","plate1-6.1","Y",
"J387b","plate1-6.2","Y",
"J387c","plate1-6.0","Y",
"J387c","plate1-6.1","Y",
"J387c","plate1-6.2","Y",
"J387d","plate1-6.0","Y",
"J387d","plate1-6.1","Y",
"J387d","plate1-6.2","Y",
"J387e","plate1-6.0","Y",
"J387e","plate1-6.1","Y",
"J387e","plate1-6.2","Y",
"J387f","plate1-6.0","Y",
"J387f","plate1-6.1","Y",
"J387f","plate1-6.2","Y",
"J387g","plate1-6.0","Y",
"J387g","plate1-6.1","Y",
"J387g","plate1-6.2","Y",
"J387h","plate1-6.0","Y",
"J387h","plate1-6.1","Y",
"J387h","plate1-6.2","Y",
"J387i","plate1-6.0","Y",
"J387i","plate1-6.1","Y",
"J387i","plate1-6.2","Y",
"J388","plate1-6.0","Y",
"J388","plate1-6.1","Y",
"J388","plate1-6.2","Y",
"J388a","plate1-6.0","Y",
"J388a","plate1-6.1","Y",
"J388a","plate1-6.2","Y",
"J388b","plate1-6.0","Y",
"J388b","plate1-6.1","Y",
"J388b","plate1-6.2","Y",
"J388c","plate1-6.0","Y",
"J388c","plate1-6.1","Y",
"J388c","plate1-6.2","Y",
"J388d","plate1-6.0","Y",
"J388d","plate1-6.1","Y",
"J388d","plate1-6.2","Y",
"J388e","plate1-6.0","Y",
"J388e","plate1-6.1","Y",
"J388e","plate1-6.2","Y",
"J388f","plate1-6.0","Y",
"J388f","plate1-6.1","Y",
"J388f","plate1-6.2","Y",
"J388g","plate1-6.0","Y",
"J388g","plate1-6.1","Y",
"J388g","plate1-6.2","Y",
"J388h","plate1-6.0","Y",
"J388h","plate1-6.1","Y",
"J388h","plate1-6.2","Y",
"J388i","plate1-6.0","Y",
"J388i","plate1-6.1","Y",
"J388i","plate1-6.2","Y",
"J389","plate1-6.0","Y",
"J389","plate1-6.1","Y",
"J389","plate1-6.2","Y",
"J389-NextRAD","plate1.1","Y",
"J389-WGS","plate1.1","Y",
"J389-WGS","plate1.2","Y",
"J390","plate1-6.0","Y",
"J390","plate1-6.1","Y",
"J390","plate1-6.2","Y",
"J390a","plate1-6.0","Y",
"J390a","plate1-6.1","Y",
"J390a","plate1-6.2","Y",
"J390a-rep","plate1-6.0","Y",
"J390a-rep","plate1-6.1","Y",
"J390arep","plate1-6.2","Y",
"J390b","plate1-6.0","Y",
"J390b","plate1-6.1","Y",
"J390b","plate1-6.2","Y",
"J392","plate1-6.0","Y",
"J392","plate1-6.1","Y",
"J392","plate1-6.2","Y",
"J392","plate2","Y",
"J393","plate1-6.0","Y",
"J393","plate1-6.1","Y",
"J393","plate1-6.2","Y",
"J393-NextRAD","plate1.1","Y",
"J393-WGS","plate1.1","Y",
"J393-WGS","plate1.2","Y",
"J393a","plate1-6.0","Y",
"J393a","plate1-6.1","Y",
"J393a","plate1-6.2","Y",
"J393b","plate1-6.0","Y",
"J393b","plate1-6.1","Y",
"J393b","plate1-6.2","Y",
"J393c","plate1-6.0","Y",
"J393c","plate1-6.1","Y",
"J393c","plate1-6.2","Y",
"J393d","plate1-6.0","Y",
"J393d","plate1-6.1","Y",
"J393d","plate1-6.2","Y",
"J393e","plate1-6.0","Y",
"J393e","plate1-6.1","Y",
"J393e","plate1-6.2","Y",
"J393f","plate1-6.0","Y",
"J393f","plate1-6.1","Y",
"J393f","plate1-6.2","Y",
"J393g","plate1-6.0","Y",
"J393g","plate1-6.1","Y",
"J393g","plate1-6.2","Y",
"J393h","plate1-6.0","Y",
"J393h","plate1-6.1","Y",
"J393h","plate1-6.2","Y",
"J393i","plate1-6.0","Y",
"J393i","plate1-6.1","Y",
"J393i","plate1-6.2","Y",
"J394","plate1-6.0","Y",
"J394","plate1-6.1","Y",
"J394","plate1-6.2","Y",
"J394a","plate1-6.0","Y",
"J394a","plate1-6.1","Y",
"J394a","plate1-6.2","Y",
"J394b","plate1-6.0","Y",
"J394b","plate1-6.1","Y",
"J394b","plate1-6.2","Y",
"J394c","plate1-6.0","Y",
"J394c","plate1-6.1","Y",
"J394c","plate1-6.2","Y",
"J394d","plate1-6.0","Y",
"J394d","plate1-6.1","Y",
"J394d","plate1-6.2","Y",
"J394e","plate1-6.0","Y",
"J394e","plate1-6.1","Y",
"J394e","plate1-6.2","Y",
"J394f","plate1-6.0","Y",
"J394f","plate1-6.1","Y",
"J394f","plate1-6.2","Y",
"J394g","plate1-6.0","Y",
"J394g","plate1-6.1","Y",
"J394g","plate1-6.2","Y",
"J395","plate1-6.0","Y",
"J395","plate1-6.1","Y",
"J395","plate1-6.2","Y",
"J395-NextRAD","plate1.1","Y",
"J395-WGS","plate1.1","Y",
"J395-WGS","plate1.2","Y",
"J395A","plate1-6.0","Y",
"J395A","plate1-6.1","Y",
"J395A","plate1-6.2","Y",
"J395a-rep","oxley.1","Y",
"J395B","plate1-6.0","Y",
"J395B","plate1-6.1","Y",
"J395B","plate1-6.2","Y",
"J395C","plate1-6.0","Y",
"J395C","plate1-6.1","Y",
"J395C","plate1-6.2","Y",
"J395D","plate1-6.0","Y",
"J395D","plate1-6.1","Y",
"J395D","plate1-6.2","Y",
"J395E","plate1-6.0","Y",
"J395E","plate1-6.1","Y",
"J395E","plate1-6.2","Y",
"J395H","plate1-6.0","Y",
"J395H","plate1-6.1","Y",
"J395H","plate1-6.2","Y",
"J397","plate1-6.0","Y",
"J397","plate1-6.1","Y",
"J397","plate1-6.2","Y",
"J397","plate2",,"Samples J397 and NE35955 exchanged in sequencing metadata, deleting from analyses"
"J398","plate1-6.0","Y",
"J398","plate1-6.1","Y",
"J398","plate1-6.2","Y",
"J398-NextRAD","plate1.1","Y",
"J398-WGS","plate1.1","Y",
"J398-WGS","plate1.2","Y",
"J399","plate1-6.0","Y",
"J399","plate1-6.1","Y",
"J399","plate1-6.2","Y",
"J399","plate2","Y",
"J400","plate1-6.0","Y",
"J400","plate1-6.1","Y",
"J400","plate1-6.2","Y",
"J400","plate2","Y",
"J401","oxley.1","Y",
"J401","plate1-6.0","Y",
"J401","plate1-6.1","Y",
"J401","plate1-6.2","Y",
"J401","plate2","Y",
"J401a","plate1-6.0","Y",
"J401a","plate1-6.1","Y",
"J401a","plate1-6.2","Y",
"J401b","plate1-6.0","Y",
"J401b","plate1-6.1","Y",
"J401b","plate1-6.2","Y",
"J401c","plate1-6.0","Y",
"J401c","plate1-6.1","Y",
"J401c","plate1-6.2","Y",
"J401d","plate1-6.0","Y",
"J401d","plate1-6.1","Y",
"J401d","plate1-6.2","Y",
"J401e","plate1-6.0","Y",
"J401e","plate1-6.1","Y",
"J401e","plate1-6.2","Y",
"J401f","plate1-6.0","Y",
"J401f","plate1-6.1","Y",
"J401f","plate1-6.2","Y",
"J401g","plate1-6.0","Y",
"J401g","plate1-6.1","Y",
"J401g","plate1-6.2","Y",
"J401h","plate1-6.0","Y",
"J401h","plate1-6.1","Y",
"J401h","plate1-6.2","Y",
"J401i","oxley.1","Y",
"J402","plate1-6.0","Y",
"J402","plate1-6.1","Y",
"J402","plate1-6.2","Y",
"J402","plate2","Y",
"J403","plate1-6.0","Y",
"J403","plate1-6.1","Y",
"J403","plate1-6.2","Y",
"J403","plate2","Y",
"J404","plate1-6.0","Y",
"J404","plate1-6.1","Y",
"J404","plate1-6.2","Y",
"J404","plate2","Y",
"J405","oxley.1","Y",
"J405","plate1-6.0","Y",
"J405","plate1-6.1","Y",
"J405","plate1-6.2","Y",
"J405","plate2","Y",
"J405a","plate1-6.0","Y",
"J405a","plate1-6.1","Y",
"J405a","plate1-6.2","Y",
"J405b","plate1-6.0","Y",
"J405b","plate1-6.1","Y",
"J405b","plate1-6.2","Y",
"J405c","plate1-6.0","Y",
"J405c","plate1-6.1","Y",
"J405c","plate1-6.2","Y",
"J405d","plate1-6.0","Y",
"J405d","plate1-6.1","Y",
"J405d","plate1-6.2","Y",
"J405e","plate1-6.0","Y",
"J405e","plate1-6.1","Y",
"J405e","plate1-6.2","Y",
"J405f","plate1-6.0","Y",
"J405f","plate1-6.1","Y",
"J405f","plate1-6.2","Y",
"J405g","plate1-6.0","Y",
"J405g","plate1-6.1","Y",
"J405g","plate1-6.2","Y",
"J405h","plate1-6.0","Y",
"J405h","plate1-6.1","Y",
"J405h","plate1-6.2","Y",
"J405i","plate1-6.0","Y",
"J405i","plate1-6.1","Y",
"J405i","plate1-6.2","Y",
"J406","oxley.1","Y",
"J406","plate1-6.0","Y",
"J406","plate1-6.1","Y",
"J406","plate1-6.2","Y",
"J406","plate2","Y",
"J406a","plate1-6.0","Y",
"J406a","plate1-6.1","Y",
"J406a","plate1-6.2","Y",
"J406b","plate1-6.0","Y",
"J406b","plate1-6.1","Y",
"J406b","plate1-6.2","Y",
"J406c","plate1-6.0","Y",
"J406c","plate1-6.1","Y",
"J406c","plate1-6.2","Y",
"J406d","plate1-6.0","Y",
"J406d","plate1-6.1","Y",
"J406d","plate1-6.2","Y",
"J406e","plate1-6.0","Y",
"J406e","plate1-6.1","Y",
"J406e","plate1-6.2","Y",
"J406f","plate1-6.0","Y",
"J406f","plate1-6.1","Y",
"J406f","plate1-6.2","Y",
"J406g","plate1-6.0","Y",
"J406g","plate1-6.1","Y",
"J406g","plate1-6.2","Y",
"J406h","plate1-6.0","Y",
"J406h","plate1-6.1","Y",
"J406h","plate1-6.2","Y",
"J406i","plate1-6.0","Y",
"J406i","plate1-6.1","Y",
"J406i","plate1-6.2","Y",
"J407","plate1-6.0","Y",
"J407","plate1-6.1","Y",
"J407","plate1-6.2","Y",
"J407","plate2","Y",
"J408","plate1-6.0","Y",
"J408","plate1-6.1","Y",
"J408","plate1-6.2","Y",
"J408","plate2","Y",
"J411","plate1-6.0","Y",
"J411","plate1-6.1","Y",
"J411","plate1-6.2","Y",
"J411","plate2","Y",
"J412","plate1-6.0","Y",
"J412","plate1-6.1","Y",
"J412","plate1-6.2","Y",
"J412","plate2","Y",
"J413","oxley.1","Y",
"J413","plate1-6.0","Y",
"J413","plate1-6.1","Y",
"J413","plate1-6.2","Y",
"J413","plate2","Y",
"J413a","plate1-6.0","Y",
"J413a","plate1-6.1","Y",
"J413a","plate1-6.2","Y",
"J413b","oxley.1","Y",
"J413c","plate1-6.0","Y",
"J413c","plate1-6.1","Y",
"J413c","plate1-6.2","Y",
"J413d","oxley.1","Y",
"J413e","oxley.1","Y",
"J413f","plate1-6.0","Y",
"J413f","plate1-6.1","Y",
"J413f","plate1-6.2","Y",
"J413g","oxley.1","Y",
"J413h","oxley.1","Y",
"J413i","oxley.1","Y",
"J414","plate1-6.0","Y",
"J414","plate1-6.1","Y",
"J414","plate1-6.2","Y",
"J414","plate2","Y",
"J414a","plate1-6.0","Y",
"J414a","plate1-6.1","Y",
"J414a","plate1-6.2","Y",
"J414b","plate1-6.0","Y",
"J414b","plate1-6.1","Y",
"J414b","plate1-6.2","Y",
"J414c","plate1-6.0","Y",
"J414c","plate1-6.1","Y",
"J414c","plate1-6.2","Y",
"J414d","oxley.1","Y",
"J416","plate1-6.0","Y",
"J416","plate1-6.1","Y",
"J416","plate1-6.2","Y",
"J416","plate2","Y",
"J416a","plate1-6.0","Y",
"J416a","plate1-6.1","Y",
"J416a","plate1-6.2","Y",
"J416b","plate1-6.0","Y",
"J416b","plate1-6.1","Y",
"J416b","plate1-6.2","Y",
"J416c","plate1-6.0","Y",
"J416c","plate1-6.1","Y",
"J416c","plate1-6.2","Y",
"J416d","plate1-6.0","Y",
"J416d","plate1-6.1","Y",
"J416d","plate1-6.2","Y",
"J416e","plate1-6.0","Y",
"J416e","plate1-6.1","Y",
"J416e","plate1-6.2","Y",
"J416f","plate1-6.0","Y",
"J416f","plate1-6.1","Y",
"J416f","plate1-6.2","Y",
"J416g","plate1-6.0","Y",
"J416g","plate1-6.1","Y",
"J416g","plate1-6.2","Y",
"J416h","plate1-6.0","Y",
"J416h","plate1-6.1","Y",
"J416h","plate1-6.2","Y",
"J416i","plate1-6.0","Y",
"J416i","plate1-6.1","Y",
"J416i","plate1-6.2","Y",
"J417","plate1-6.0","Y",
"J417","plate1-6.1","Y",
"J417","plate1-6.2","Y",
"J417","plate2","Y",
"J418","plate1-6.0","Y",
"J418","plate1-6.1","Y",
"J418","plate1-6.2","Y",
"J418","plate2","Y",
"J418a","plate1-6.0","Y",
"J418a","plate1-6.1","Y",
"J418a","plate1-6.2","Y",
"J418b","plate1-6.0","Y",
"J418b","plate1-6.1","Y",
"J418b","plate1-6.2","Y",
"J418c","plate1-6.0","Y",
"J418c","plate1-6.1","Y",
"J418c","plate1-6.2","Y",
"J418d","oxley.1","Y",
"J418e","plate1-6.0","Y",
"J418e","plate1-6.1","Y",
"J418e","plate1-6.2","Y",
"J418f","oxley.1","Y",
"J418g","plate1-6.0","Y",
"J418g","plate1-6.1","Y",
"J418g","plate1-6.2","Y",
"J418h","plate1-6.0","Y",
"J418h","plate1-6.1","Y",
"J418h","plate1-6.2","Y",
"J418i","plate1-6.0","Y",
"J418i","plate1-6.1","Y",
"J418i","plate1-6.2","Y",
"J419","plate1-6.0","Y",
"J419","plate1-6.1","Y",
"J419","plate1-6.2","Y",
"J419","plate2","Y",
"J419a","plate1-6.0","Y",
"J419a","plate1-6.1","Y",
"J419a","plate1-6.2","Y",
"J419b","plate1-6.0","Y",
"J419b","plate1-6.1","Y",
"J419b","plate1-6.2","Y",
"J419c","plate1-6.0","Y",
"J419c","plate1-6.1","Y",
"J419c","plate1-6.2","Y",
"J419d","plate1-6.0","Y",
"J419d","plate1-6.1","Y",
"J419d","plate1-6.2","Y",
"J419e","plate1-6.0","Y",
"J419e","plate1-6.1","Y",
"J419e","plate1-6.2","Y",
"J419f","plate1-6.0","Y",
"J419f","plate1-6.1","Y",
"J419f","plate1-6.2","Y",
"J419g","plate1-6.0","Y",
"J419g","plate1-6.1","Y",
"J419g","plate1-6.2","Y",
"J419h","plate1-6.0","Y",
"J419h","plate1-6.1","Y",
"J419h","plate1-6.2","Y",
"J419i","plate1-6.0","Y",
"J419i","plate1-6.1","Y",
"J419i","plate1-6.2","Y",
"J420","plate1-6.0","Y",
"J420","plate1-6.1","Y",
"J420","plate1-6.2","Y",
"J420","plate2","Y",
"J421","plate1-6.0","Y",
"J421","plate1-6.1","Y",
"J421","plate1-6.2","Y",
"J421","plate2","Y",
"J421a","oxley.1","Y",
"J421b","plate1-6.0","Y",
"J421b","plate1-6.1","Y",
"J421b","plate1-6.2","Y",
"J421c","oxley.1","Y",
"J421d","oxley.1","Y",
"J421e","oxley.1","Y",
"J421f","oxley.1","Y",
"J421g","oxley.1","Y",
"J421h","oxley.1","Y",
"J421i","oxley.1","Y",
"J422","oxley.1","Y",
"J422","plate1-6.0","Y",
"J422","plate1-6.1","Y",
"J422","plate1-6.2","Y",
"J422","plate2","Y",
"J422a","plate1-6.0","Y",
"J422a","plate1-6.1","Y",
"J422a","plate1-6.2","Y",
"J422b","oxley.1","Y",
"J422c","plate1-6.0","Y",
"J422c","plate1-6.1","Y",
"J422c","plate1-6.2","Y",
"J422d","oxley.1","Y",
"J422e","plate1-6.0","Y",
"J422e","plate1-6.1","Y",
"J422e","plate1-6.2","Y",
"J422e-rep","plate1-6.0","Y",
"J422e-rep","plate1-6.1","Y",
"J422erep","plate1-6.2","Y",
"J422f","plate1-6.0","Y",
"J422f","plate1-6.1","Y",
"J422f","plate1-6.2","Y",
"J422g","plate1-6.0","Y",
"J422g","plate1-6.1","Y",
"J422g","plate1-6.2","Y",
"J422h","oxley.1","Y",
"J422i","oxley.1","Y",
"J423","plate1-6.0","Y",
"J423","plate1-6.1","Y",
"J423","plate1-6.2","Y",
"J423","plate2","Y",
"J424","plate1-6.0","Y",
"J424","plate1-6.1","Y",
"J424","plate1-6.2","Y",
"J424","plate2","Y",
"J424a","plate1-6.0","Y",
"J424a","plate1-6.1","Y",
"J424a","plate1-6.2","Y",
"J424b","plate1-6.0","Y",
"J424b","plate1-6.1","Y",
"J424b","plate1-6.2","Y",
"J424c","plate1-6.0","Y",
"J424c","plate1-6.1","Y",
"J424c","plate1-6.2","Y",
"J424d","plate1-6.0","Y",
"J424d","plate1-6.1","Y",
"J424d","plate1-6.2","Y",
"J424e","plate1-6.0","Y",
"J424e","plate1-6.1","Y",
"J424e","plate1-6.2","Y",
"J424f","plate1-6.0","Y",
"J424f","plate1-6.1","Y",
"J424f","plate1-6.2","Y",
"J424g","plate1-6.0","Y",
"J424g","plate1-6.1","Y",
"J424g","plate1-6.2","Y",
"J424h","oxley.1","Y",
"J424i","oxley.1","Y",
"J425","plate1-6.0","Y",
"J425","plate1-6.1","Y",
"J425","plate1-6.2","Y",
"J425a","plate1-6.0","Y",
"J425a","plate1-6.1","Y",
"J425a","plate1-6.2","Y",
"J425b","plate1-6.0","Y",
"J425b","plate1-6.1","Y",
"J425b","plate1-6.2","Y",
"J425c","plate1-6.0","Y",
"J425c","plate1-6.1","Y",
"J425c","plate1-6.2","Y",
"J425d","plate1-6.0","Y",
"J425d","plate1-6.1","Y",
"J425d","plate1-6.2","Y",
"J425e","plate1-6.0","Y",
"J425e","plate1-6.1","Y",
"J425e","plate1-6.2","Y",
"J425f","plate1-6.0","Y",
"J425f","plate1-6.1","Y",
"J425f","plate1-6.2","Y",
"J425g","plate1-6.0","Y",
"J425g","plate1-6.1","Y",
"J425g","plate1-6.2","Y",
"J425h","plate1-6.0","Y",
"J425h","plate1-6.1","Y",
"J425h","plate1-6.2","Y",
"J425i","plate1-6.0","Y",
"J425i","plate1-6.1","Y",
"J425i","plate1-6.2","Y",
"J426","plate1-6.0","Y",
"J426","plate1-6.1","Y",
"J426","plate1-6.2","Y",
"J426a","plate1-6.0","Y",
"J426a","plate1-6.1","Y",
"J426a","plate1-6.2","Y",
"J426b","plate1-6.0","Y",
"J426b","plate1-6.1","Y",
"J426b","plate1-6.2","Y",
"J426c","plate1-6.0","Y",
"J426c","plate1-6.1","Y",
"J426c","plate1-6.2","Y",
"J426d","plate1-6.0","Y",
"J426d","plate1-6.1","Y",
"J426d","plate1-6.2","Y",
"J426e","oxley.1","Y",
"J426f","plate1-6.0","Y",
"J426f","plate1-6.1","Y",
"J426f","plate1-6.2","Y",
"J426g","plate1-6.0","Y",
"J426g","plate1-6.1","Y",
"J426g","plate1-6.2","Y",
"J426h","plate1-6.0","Y",
"J426h","plate1-6.1","Y",
"J426h","plate1-6.2","Y",
"J426i","plate1-6.0","Y",
"J426i","plate1-6.1","Y",
"J426i","plate1-6.2","Y",
"J427","plate1-6.0","Y",
"J427","plate1-6.1","Y",
"J427","plate1-6.2","Y",
"J427","plate2","Y",
"J427a","plate1-6.0","Y",
"J427a","plate1-6.1","Y",
"J427a","plate1-6.2","Y",
"J427a","plate2","Y",
"J428","plate1-6.0","Y",
"J428","plate1-6.1","Y",
"J428","plate1-6.2","Y",
"J428a","plate1-6.0","Y",
"J428a","plate1-6.1","Y",
"J428a","plate1-6.2","Y",
"J428b","plate1-6.0","Y",
"J428b","plate1-6.1","Y",
"J428b","plate1-6.2","Y",
"J428c","plate1-6.0","Y",
"J428c","plate1-6.1","Y",
"J428c","plate1-6.2","Y",
"J428d","plate1-6.0","Y",
"J428d","plate1-6.1","Y",
"J428d","plate1-6.2","Y",
"J428e","plate1-6.0","Y",
"J428e","plate1-6.1","Y",
"J428e","plate1-6.2","Y",
"J428f","plate1-6.0","Y",
"J428f","plate1-6.1","Y",
"J428f","plate1-6.2","Y",
"J428g","plate1-6.0","Y",
"J428g","plate1-6.1","Y",
"J428g","plate1-6.2","Y",
"J428h","plate1-6.0","Y",
"J428h","plate1-6.1","Y",
"J428h","plate1-6.2","Y",
"J428i","plate1-6.0","Y",
"J428i","plate1-6.1","Y",
"J428i","plate1-6.2","Y",
"J429","plate1-6.0","Y",
"J429","plate1-6.1","Y",
"J429","plate1-6.2","Y",
"J429a","plate1-6.0","Y",
"J429a","plate1-6.1","Y",
"J429a","plate1-6.2","Y",
"J429b","plate1-6.0","Y",
"J429b","plate1-6.1","Y",
"J429b","plate1-6.2","Y",
"J429c","plate1-6.0","Y",
"J429c","plate1-6.1","Y",
"J429c","plate1-6.2","Y",
"J429d","plate1-6.0","Y",
"J429d","plate1-6.1","Y",
"J429d","plate1-6.2","Y",
"J429e","plate1-6.0","Y",
"J429e","plate1-6.1","Y",
"J429e","plate1-6.2","Y",
"J429f","plate1-6.0","Y",
"J429f","plate1-6.1","Y",
"J429f","plate1-6.2","Y",
"J429g","plate1-6.0","Y",
"J429g","plate1-6.1","Y",
"J429g","plate1-6.2","Y",
"J429h","plate1-6.0","Y",
"J429h","plate1-6.1","Y",
"J429h","plate1-6.2","Y",
"J429i","plate1-6.0","Y",
"J429i","plate1-6.1","Y",
"J429i","plate1-6.2","Y",
"J430","plate1-6.0","Y",
"J430","plate1-6.1","Y",
"J430","plate1-6.2","Y",
"J430a","plate1-6.0","Y",
"J430a","plate1-6.1","Y",
"J430a","plate1-6.2","Y",
"J430a-rep","plate1-6.0","Y",
"J430a-rep","plate1-6.1","Y",
"J430arep","plate1-6.2","Y",
"J430b","plate1-6.0","Y",
"J430b","plate1-6.1","Y",
"J430b","plate1-6.2","Y",
"J430c","plate1-6.0","Y",
"J430c","plate1-6.1","Y",
"J430c","plate1-6.2","Y",
"J430d","plate1-6.0","Y",
"J430d","plate1-6.1","Y",
"J430d","plate1-6.2","Y",
"J430e","plate1-6.0","Y",
"J430e","plate1-6.1","Y",
"J430e","plate1-6.2","Y",
"J430f","plate1-6.0","Y",
"J430f","plate1-6.1","Y",
"J430f","plate1-6.2","Y",
"J430g","plate1-6.0","Y",
"J430g","plate1-6.1","Y",
"J430g","plate1-6.2","Y",
"J430h","plate1-6.0","Y",
"J430h","plate1-6.1","Y",
"J430h","plate1-6.2","Y",
"J430i","plate1-6.0","Y",
"J430i","plate1-6.1","Y",
"J430i","plate1-6.2","Y",
"J431","plate1-6.0","Y",
"J431","plate1-6.1","Y",
"J431","plate1-6.2","Y",
"J431","plate2","Y",
"J432","plate1-6.0","Y",
"J432","plate1-6.1","Y",
"J432","plate1-6.2","Y",
"J432","plate2","Y",
"J433","plate1-6.0","Y",
"J433","plate1-6.1","Y",
"J433","plate1-6.2","Y",
"J433a","plate1-6.0","Y",
"J433a","plate1-6.1","Y",
"J433a","plate1-6.2","Y",
"J433b","plate1-6.0","Y",
"J433b","plate1-6.1","Y",
"J433b","plate1-6.2","Y",
"J433c","plate1-6.0","Y",
"J433c","plate1-6.1","Y",
"J433c","plate1-6.2","Y",
"J433d","plate1-6.0","Y",
"J433d","plate1-6.1","Y",
"J433d","plate1-6.2","Y",
"J433e","plate1-6.0","Y",
"J433e","plate1-6.1","Y",
"J433e","plate1-6.2","Y",
"J433f","plate1-6.0","Y",
"J433f","plate1-6.1","Y",
"J433f","plate1-6.2","Y",
"J433g","plate1-6.0","Y",
"J433g","plate1-6.1","Y",
"J433g","plate1-6.2","Y",
"J433h","plate1-6.0","Y",
"J433h","plate1-6.1","Y",
"J433h","plate1-6.2","Y",
"J433i","oxley.1","Y",
"J434","plate1-6.0","Y",
"J434","plate1-6.1","Y",
"J434","plate1-6.2","Y",
"J434a","plate1-6.0","Y",
"J434a","plate1-6.1","Y",
"J434a","plate1-6.2","Y",
"J434b","plate1-6.0","Y",
"J434b","plate1-6.1","Y",
"J434b","plate1-6.2","Y",
