filename	reads	bases	perc_gc	non_acgt
data/reads/qc/J361.fastq.gz	33758318	4979169796	40.1	31377
data/reads/qc/J364.fastq.gz	20228146	2992296868	39.7	15159
data/reads/qc/J367e.fastq.gz	12302240	1822648196	40.6	5374
data/reads/qc/J367g.fastq.gz	11842128	1751432413	40.5	10835
data/reads/qc/J367d.fastq.gz	14630792	2169047092	41.1	14024
data/reads/qc/J366.fastq.gz	20402774	3023943469	40.0	16155
data/reads/qc/J367b.fastq.gz	17996976	2652317830	40.8	13538
data/reads/qc/J368.fastq.gz	9637598	1420985488	39.8	8846
data/reads/qc/J367f.fastq.gz	12824950	1903027132	40.7	11040
data/reads/qc/J363.fastq.gz	25116648	3717660381	40.5	21745
data/reads/qc/J369.fastq.gz	11630470	1718267198	40.1	10176
data/reads/qc/J370.fastq.gz	12004054	1778688461	39.6	11160
data/reads/qc/J367h.fastq.gz	15135404	2235765421	40.5	11566
data/reads/qc/J367.fastq.gz	25449070	3769949635	40.1	18425
data/reads/qc/J371.fastq.gz	14079056	2084269974	39.7	8514
data/reads/qc/J375-rep1.fastq.gz	2375110	351500814	39.2	1713
data/reads/qc/J374c.fastq.gz	8535726	1257059977	40.5	3986
data/reads/qc/J373.fastq.gz	12959680	1923185832	39.7	7583
data/reads/qc/J372.fastq.gz	16468820	2438502868	39.7	12455
data/reads/qc/J374a.fastq.gz	11768952	1734543851	40.4	11592
data/reads/qc/J374b.fastq.gz	11412464	1684766482	40.7	10762
data/reads/qc/J374d.fastq.gz	10728406	1580124873	40.3	9946
data/reads/qc/J374g.fastq.gz	10232540	1507783789	39.6	10315
data/reads/qc/J374h.fastq.gz	10920858	1609483665	40.2	9952
data/reads/qc/J374i.fastq.gz	10013100	1475355373	40.4	10217
data/reads/qc/J374e.fastq.gz	13557750	1995602833	40.9	12292
data/reads/qc/J374f.fastq.gz	13272592	1956993948	40.9	12583
data/reads/qc/J367i.fastq.gz	25049342	3695151991	40.4	21986
data/reads/qc/J376a-rep.fastq.gz	11222528	1651556776	40.4	10084
data/reads/qc/J376a.fastq.gz	10908080	1607584673	40.2	10915
data/reads/qc/J375.fastq.gz	15069458	2235471146	39.8	11700
data/reads/qc/J376b.fastq.gz	11512134	1694210951	41.3	7496
data/reads/qc/J374.fastq.gz	23845110	3517298686	40.6	19323
data/reads/qc/J376f.fastq.gz	9945322	1465050282	40.8	5181
data/reads/qc/J376g.fastq.gz	9065346	1322201841	39.6	8551
data/reads/qc/J376d.fastq.gz	12044890	1772943256	41.1	11041
data/reads/qc/J376c.fastq.gz	13323018	1965115378	40.6	12914
data/reads/qc/J376.fastq.gz	18898040	2778513694	40.5	17233
data/reads/qc/J376e.fastq.gz	14089196	2078280443	40.9	12898
data/reads/qc/J377a.fastq.gz	10387822	1530332261	40.6	5386
data/reads/qc/J377.fastq.gz	11684392	1726286128	41.0	7592
data/reads/qc/J376h.fastq.gz	14598132	2151260804	40.9	14403
data/reads/qc/J376i.fastq.gz	14476478	2138161675	40.8	13711
data/reads/qc/J377e-rep.fastq.gz	8371872	1233185155	40.5	4232
data/reads/qc/J377b.fastq.gz	14273954	2102974031	40.9	13320
data/reads/qc/J377e.fastq.gz	9840978	1448023219	40.5	5723
data/reads/qc/J377g.fastq.gz	9871834	1451322545	40.1	9027
data/reads/qc/J377c.fastq.gz	14009292	2063070480	41.1	13225
data/reads/qc/J377d.fastq.gz	13989606	2060333021	40.6	14497
data/reads/qc/J377i.fastq.gz	9017842	1336521631	40.7	5250
data/reads/qc/J377h.fastq.gz	11457640	1686927726	40.4	11048
data/reads/qc/J381.fastq.gz	10511004	1549886244	39.4	10295
data/reads/qc/J382a.fastq.gz	11687372	1728538364	40.6	5982
data/reads/qc/J379.fastq.gz	13674538	2010360198	40.0	12304
data/reads/qc/J382d.fastq.gz	13067154	1933516436	41.3	8825
data/reads/qc/J382b.fastq.gz	14082332	2079766095	40.9	12583
data/reads/qc/J382f.fastq.gz	11014250	1628851542	41.2	7479
data/reads/qc/J382c.fastq.gz	13791738	2035255812	41.4	8845
data/reads/qc/J382e.fastq.gz	13118216	1921173888	40.7	12889
data/reads/qc/J382g.fastq.gz	14011940	2071309086	41.1	8805
data/reads/qc/J383.fastq.gz	9507768	1399887237	39.4	10257
data/reads/qc/J382h.fastq.gz	13586072	2006549153	41.0	9313
data/reads/qc/J382i.fastq.gz	14342146	2118088119	41.0	8069
data/reads/qc/J385a.fastq.gz	12082700	1785178071	40.7	12323
data/reads/qc/J385c.fastq.gz	12373874	1829603713	40.7	12110
data/reads/qc/J385d.fastq.gz	10859822	1608513544	40.5	5520
data/reads/qc/J385b.fastq.gz	12015132	1775350148	40.1	11701
data/reads/qc/J385e.fastq.gz	11105892	1640300567	40.6	5336
data/reads/qc/J386.fastq.gz	8744746	1291111823	41.4	6252
data/reads/qc/J386d.fastq.gz	6271758	904240722	39.2	6589
data/reads/qc/J386e.fastq.gz	5866432	855689703	39.5	5642
data/reads/qc/J385g.fastq.gz	13236404	1957514098	40.7	12843
data/reads/qc/J385f.fastq.gz	13845714	2043777925	41.3	11553
data/reads/qc/J385i.fastq.gz	13156914	1929597866	40.6	7997
data/reads/qc/J385h.fastq.gz	14333998	2113719979	40.2	10801
data/reads/qc/J386c.fastq.gz	11063476	1635299992	41.3	11467
data/reads/qc/J386i.fastq.gz	7206428	1047089620	40.5	7359
data/reads/qc/J386b.fastq.gz	11801098	1740222227	41.5	11016
data/reads/qc/J386a.fastq.gz	13178056	1940351636	40.9	9274
data/reads/qc/J386g.fastq.gz	8275944	1233857778	39.9	4362
data/reads/qc/J386f.fastq.gz	9856000	1463648240	40.1	6410
data/reads/qc/J388.fastq.gz	4663262	679257888	39.5	5008
data/reads/qc/J385.fastq.gz	28426756	4186643597	40.2	28148
data/reads/qc/J386h.fastq.gz	15211780	2244576234	41.2	13427
data/reads/qc/J387c.fastq.gz	11354372	1680196463	40.5	11484
data/reads/qc/J387i.fastq.gz	8904520	1315758580	40.7	4272
data/reads/qc/J387a.fastq.gz	12970400	1918064576	40.7	12827
data/reads/qc/J387f.fastq.gz	10423240	1541616375	40.4	9698
data/reads/qc/J388c.fastq.gz	5638902	815837701	40.3	6113
data/reads/qc/J387g.fastq.gz	11675628	1723342324	40.6	9602
data/reads/qc/J388d.fastq.gz	5495046	801123565	39.9	5047
data/reads/qc/J387h.fastq.gz	12198896	1804182817	40.8	9447
data/reads/qc/J387e.fastq.gz	12397352	1832787468	41.1	10432
data/reads/qc/J387d.fastq.gz	14088092	2083869486	40.9	13087
data/reads/qc/J388a.fastq.gz	11472572	1679384171	39.9	10169
data/reads/qc/J387b.fastq.gz	15426870	2275563222	40.8	11969
data/reads/qc/J387.fastq.gz	19979486	2935897029	39.8	19927
data/reads/qc/J388b.fastq.gz	11739912	1727809339	40.8	9357
data/reads/qc/J390b.fastq.gz	4217454	615992851	39.1	3748
data/reads/qc/J390a-rep.fastq.gz	6526966	949684475	40.1	6826
data/reads/qc/J393b.fastq.gz	5055164	728347747	39.9	4992
data/reads/qc/J392.fastq.gz	6800264	1013519372	40.3	5564
data/reads/qc/J388h.fastq.gz	9922184	1454120781	40.2	9195
data/reads/qc/J390a.fastq.gz	7416212	1083411284	40.3	7542
data/reads/qc/J388g.fastq.gz	10436556	1544654145	40.9	10161
data/reads/qc/J389.fastq.gz	9658310	1423133309	39.8	9506
data/reads/qc/J388e.fastq.gz	12574722	1845285175	40.1	12370
data/reads/qc/J388i.fastq.gz	12120320	1791530400	41.4	10950
data/reads/qc/J388f.fastq.gz	14045696	2076337889	41.1	9229
data/reads/qc/J393a.fastq.gz	9688442	1411280046	40.3	9597
data/reads/qc/J390.fastq.gz	13329948	1938854892	40.4	12653
data/reads/qc/J393c.fastq.gz	11080122	1618596747	40.2	9355
data/reads/qc/J394a.fastq.gz	6471592	941966519	40.3	5570
data/reads/qc/J385-rep.fastq.gz	48972712	7216076425	40.9	35941
data/reads/qc/J393f.fastq.gz	9921224	1467305366	41.3	9450
data/reads/qc/J393g.fastq.gz	10556556	1523128883	39.8	12393
data/reads/qc/J393d.fastq.gz	12890182	1893250777	40.2	12386
data/reads/qc/J393h.fastq.gz	10224176	1524305950	40.9	6471
data/reads/qc/J394.fastq.gz	10120258	1482150529	40.7	7612
data/reads/qc/J393i.fastq.gz	11462300	1685735549	40.0	9645
data/reads/qc/J397.fastq.gz	1570952	227367264	38.4	1534
data/reads/qc/J394c.fastq.gz	9411286	1394915252	40.4	7757
data/reads/qc/J394d.fastq.gz	10486978	1534022645	40.3	9979
data/reads/qc/J393e.fastq.gz	14748246	2179538897	41.3	11799
data/reads/qc/J393.fastq.gz	22739744	3354716592	40.7	18389
data/reads/qc/J394b.fastq.gz	12632690	1858705170	40.2	12914
data/reads/qc/J394e.fastq.gz	11252486	1640783371	40.1	8401
data/reads/qc/J394f.fastq.gz	11936442	1745037480	40.6	10351
data/reads/qc/J400.fastq.gz	4262472	629382975	39.8	3583
data/reads/qc/J399.fastq.gz	5327572	791637695	39.8	5088
data/reads/qc/J394g.fastq.gz	13253910	1948762603	40.3	12376
data/reads/qc/J398.fastq.gz	8013880	1182954705	40.2	3752
data/reads/qc/J395A.fastq.gz	12513154	1833343616	40.6	10890
data/reads/qc/J395B.fastq.gz	12404452	1817512469	40.8	11698
data/reads/qc/J395C.fastq.gz	12196030	1785712357	40.6	11616
data/reads/qc/J395E.fastq.gz	11947210	1746874189	41.2	9934
data/reads/qc/J395.fastq.gz	14708058	2173222104	39.9	10101
data/reads/qc/J395H.fastq.gz	11455418	1676616065	41.0	9905
data/reads/qc/J395D.fastq.gz	11884420	1736829107	40.6	10657
data/reads/qc/J401.fastq.gz	9403158	1397758330	41.1	8182
data/reads/qc/J403.fastq.gz	3775210	559045653	40.3	4259
data/reads/qc/J402.fastq.gz	4336512	642422343	39.0	3637
data/reads/qc/J401d.fastq.gz	10989098	1625895602	40.7	6109
data/reads/qc/J404.fastq.gz	6151892	914507214	40.3	4380
data/reads/qc/J405.fastq.gz	7216506	1070979065	42.0	5932
data/reads/qc/J401a.fastq.gz	14732122	2182981340	41.3	9790
data/reads/qc/J401b.fastq.gz	12889886	1908908763	41.1	7929
data/reads/qc/J405c.fastq.gz	8883442	1292634037	40.6	7979
data/reads/qc/J401c.fastq.gz	14856124	2202448770	41.2	10289
data/reads/qc/J401e.fastq.gz	14534244	2153668767	41.2	12507
data/reads/qc/J401g.fastq.gz	13936044	2067797677	41.1	10381
data/reads/qc/J401f.fastq.gz	15468814	2293408230	41.2	8528
data/reads/qc/J405b.fastq.gz	11116308	1648099436	41.3	10431
data/reads/qc/J401h.fastq.gz	14995116	2222616594	40.8	10781
data/reads/qc/J406a.fastq.gz	5270730	766840872	39.6	4890
data/reads/qc/J405g.fastq.gz	7856396	1148725946	39.7	8328
data/reads/qc/J406e.fastq.gz	4231798	617608958	40.7	4346
data/reads/qc/J405f.fastq.gz	10717978	1590394710	41.1	9374
data/reads/qc/J406.fastq.gz	7092212	1052618272	40.8	5179
data/reads/qc/J405a.fastq.gz	15302976	2264270543	41.2	13892
data/reads/qc/J405d.fastq.gz	16225984	2382184840	40.7	14366
data/reads/qc/J405e.fastq.gz	15162966	2221110070	40.3	15451
data/reads/qc/J408.fastq.gz	4451758	657582482	39.8	3859
data/reads/qc/J405i.fastq.gz	12215594	1808144370	40.4	10639
data/reads/qc/J411.fastq.gz	5986920	888109198	40.7	5176
data/reads/qc/J407.fastq.gz	7483856	1111357550	40.9	6578
data/reads/qc/J405h.fastq.gz	15416162	2263285737	40.8	14455
data/reads/qc/J412.fastq.gz	6251752	926973332	40.1	4670
data/reads/qc/J406d.fastq.gz	12762080	1856370265	40.5	11510
data/reads/qc/J406c.fastq.gz	13006614	1911792613	40.7	11889
data/reads/qc/J406b.fastq.gz	13494430	1998020841	40.9	8361
data/reads/qc/J413a.fastq.gz	8161378	1193840777	40.0	7191
data/reads/qc/J406f.fastq.gz	16054230	2356276357	41.0	16614
data/reads/qc/J416c.fastq.gz	3304650	485837634	39.9	3088
data/reads/qc/J414a.fastq.gz	7470398	1084625539	40.4	6336
data/reads/qc/J406h.fastq.gz	15552076	2277212972	40.8	14260
data/reads/qc/J406g.fastq.gz	17574580	2576419069	40.9	16730
data/reads/qc/J416b.fastq.gz	5745060	839334426	40.2	5536
data/reads/qc/J406i.fastq.gz	16242110	2377633867	40.4	14264
data/reads/qc/J413c.fastq.gz	12163838	1796523406	41.1	8358
data/reads/qc/J413.fastq.gz	16720984	2457772590	40.2	14835
data/reads/qc/J413f.fastq.gz	13837928	2036682416	41.0	12502
data/reads/qc/J416.fastq.gz	11667976	1721106185	40.3	12103
data/reads/qc/J414b.fastq.gz	13388350	1963178223	40.4	12504
data/reads/qc/J416d.fastq.gz	10709334	1598812158	41.0	5925
data/reads/qc/J417.fastq.gz	6120720	910049579	40.9	3188
data/reads/qc/J416a.fastq.gz	13753018	2021096926	41.6	12225
data/reads/qc/J418a.fastq.gz	7489036	1097576581	40.5	6839
data/reads/qc/J414c.fastq.gz	16879112	2460557732	40.8	15100
data/reads/qc/J416f.fastq.gz	10552194	1563089385	41.2	10009
data/reads/qc/J414.fastq.gz	20126568	2940346263	40.6	18344
data/reads/qc/J418e.fastq.gz	7092842	1031257132	40.2	6790
data/reads/qc/J416e.fastq.gz	12871398	1890870402	40.7	11060
data/reads/qc/J416g.fastq.gz	12303934	1801992632	40.9	10753
data/reads/qc/J416h.fastq.gz	12555474	1861439788	41.3	10041
data/reads/qc/J418h.fastq.gz	5750296	839810799	40.5	5604
data/reads/qc/J416i.fastq.gz	12278724	1819507191	41.3	10547
data/reads/qc/J418c.fastq.gz	12970658	1921735298	41.1	9066
data/reads/qc/J418g.fastq.gz	11564472	1712923548	41.3	9736
data/reads/qc/J419e.fastq.gz	7011790	1027388202	39.9	7477
data/reads/qc/J420.fastq.gz	5068712	750944813	40.2	3651
data/reads/qc/J418b.fastq.gz	16400042	2401847858	40.7	15257
data/reads/qc/J418i.fastq.gz	11690922	1733741995	41.2	10642
data/reads/qc/J422.fastq.gz	3726826	552114713	41.3	3481
data/reads/qc/J419d.fastq.gz	13034378	1911995902	40.6	7845
data/reads/qc/J419a.fastq.gz	14550600	2136520227	41.0	15700
data/reads/qc/J418.fastq.gz	21233830	3119218907	41.4	20777
data/reads/qc/J419c.fastq.gz	13380986	1954725863	40.6	10320
data/reads/qc/J419.fastq.gz	17395104	2571665186	40.6	13716
data/reads/qc/J419f.fastq.gz	12384768	1820571457	40.9	8936
data/reads/qc/J419i.fastq.gz	12386816	1807824744	41.1	11567
data/reads/qc/J419h.fastq.gz	13034578	1907200060	40.6	10935
data/reads/qc/J419b.fastq.gz	16686592	2448679262	40.9	16395
data/reads/qc/J419g.fastq.gz	13758258	2010150597	40.2	11779
data/reads/qc/J422c.fastq.gz	11027748	1630277636	40.6	9859
data/reads/qc/J424b.fastq.gz	7805130	1140388829	40.1	6150
data/reads/qc/J423.fastq.gz	8969212	1331713135	41.7	8699
data/reads/qc/J424d.fastq.gz	7981814	1158955483	40.8	6631
data/reads/qc/J422a.fastq.gz	13794210	2032584781	40.9	11848
data/reads/qc/J422e.fastq.gz	11326664	1677415496	40.9	5951
data/reads/qc/J422g.fastq.gz	11247690	1640091408	40.4	6461
data/reads/qc/J421b.fastq.gz	16644138	2447991463	41.0	14187
data/reads/qc/J422e-rep.fastq.gz	13651136	1997313271	41.4	11822
data/reads/qc/J422f.fastq.gz	12542912	1840142022	41.1	11248
data/reads/qc/J424f.fastq.gz	10668880	1566168214	40.9	6510
data/reads/qc/J421.fastq.gz	20677220	3066002725	41.0	15918
data/reads/qc/J424a.fastq.gz	14704936	2150825562	41.1	12386
data/reads/qc/J424e.fastq.gz	13804212	2028942206	41.3	12379
data/reads/qc/J424c.fastq.gz	15171962	2227533402	40.8	9725
data/reads/qc/J424g.fastq.gz	10999454	1602996757	41.0	8316
data/reads/qc/J425h.fastq.gz	10183404	1487493748	40.4	8112
data/reads/qc/J425g.fastq.gz	10237442	1501494846	41.0	10056
data/reads/qc/J425d.fastq.gz	12402776	1819987841	41.0	11656
data/reads/qc/J425a.fastq.gz	11984144	1764444295	41.1	8698
data/reads/qc/J424.fastq.gz	22289686	3280242009	40.8	16212
data/reads/qc/J425b.fastq.gz	14016842	2051703605	41.3	13566
data/reads/qc/J425.fastq.gz	14270832	2107220388	40.2	11161
data/reads/qc/J426.fastq.gz	10019736	1476942239	40.8	5031
data/reads/qc/J426d.fastq.gz	7868498	1145113148	40.2	8145
data/reads/qc/J425c.fastq.gz	16376856	2404826224	41.0	10824
data/reads/qc/J426a.fastq.gz	11665218	1713215618	40.0	12120
data/reads/qc/J426b.fastq.gz	10919028	1610372087	40.5	8404
data/reads/qc/J425f.fastq.gz	16362958	2402127979	40.5	14874
data/reads/qc/J426c.fastq.gz	11815612	1730155504	40.4	8887
data/reads/qc/J427.fastq.gz	5394652	800788403	40.6	4726
data/reads/qc/J425i.fastq.gz	16265172	2392917033	40.7	14493
data/reads/qc/J427a.fastq.gz	6016448	894778503	40.1	4459
data/reads/qc/J426f.fastq.gz	8932220	1308236993	39.8	7263
data/reads/qc/J426g.fastq.gz	7885362	1151254014	40.2	7750
data/reads/qc/J428.fastq.gz	7235370	1056264515	39.7	5735
data/reads/qc/J425e.fastq.gz	21179804	3095782819	40.8	21593
data/reads/qc/J428a.fastq.gz	7187650	1049347047	39.7	6003
data/reads/qc/J426h.fastq.gz	11055432	1618457060	40.7	11424
data/reads/qc/J426i.fastq.gz	11290496	1659218987	40.4	11505
data/reads/qc/J428f.fastq.gz	7271616	1062764199	40.1	8169
data/reads/qc/J428d.fastq.gz	9381128	1373369336	40.1	5677
data/reads/qc/J428b.fastq.gz	11941634	1750477057	40.1	12699
data/reads/qc/J428e.fastq.gz	9465452	1389090507	40.1	7984
data/reads/qc/J428c.fastq.gz	10647024	1553916302	40.2	8926
data/reads/qc/J429c.fastq.gz	8098964	1187219738	39.8	7881
data/reads/qc/J429b.fastq.gz	8268522	1207038168	40.1	6418
data/reads/qc/J429f.fastq.gz	7553322	1098555775	40.1	6274
data/reads/qc/J428i.fastq.gz	11186154	1642846948	40.0	7149
data/reads/qc/J429d.fastq.gz	10282318	1487798660	40.0	6915
data/reads/qc/J429.fastq.gz	11508584	1686484330	40.5	9442
