filename	unique_kmers	kmersize
data/reads/qc/J339.fastq.gz	598546089	31
data/reads/qc/J405d.fastq.gz	649873692	31
data/reads/qc/J349g.fastq.gz	643389216	31
data/reads/qc/J374h.fastq.gz	520456663	31
data/reads/qc/J401c.fastq.gz	645433964	31
data/reads/qc/TLC726.fastq.gz	561105405	31
data/reads/qc/J352d.fastq.gz	616192000	31
data/reads/qc/J416i.fastq.gz	572027848	31
data/reads/qc/J425h.fastq.gz	475182852	31
data/reads/qc/J423.fastq.gz	460686828	31
data/reads/qc/J394.fastq.gz	487232279	31
data/reads/qc/J342c.fastq.gz	582166174	31
data/reads/qc/NE10467.fastq.gz	13522782	31
data/reads/qc/J350a.fastq.gz	472069781	31
data/reads/qc/J402.fastq.gz	281036613	31
data/reads/qc/J393a.fastq.gz	478329242	31
data/reads/qc/J416b.fastq.gz	341795440	31
data/reads/qc/J422a.fastq.gz	652685023	31
data/reads/qc/J421b.fastq.gz	720523187	31
data/reads/qc/J407.fastq.gz	445561521	31
data/reads/qc/J359i.fastq.gz	647498775	31
data/reads/qc/J331.fastq.gz	666301291	31
data/reads/qc/J414c.fastq.gz	726967781	31
data/reads/qc/J350c.fastq.gz	588251028	31
data/reads/qc/J419h.fastq.gz	635723971	31
data/reads/qc/NBJ30.fastq.gz	337647846	31
data/reads/qc/J338.fastq.gz	725683163	31
data/reads/qc/J296.fastq.gz	518289756	31
data/reads/qc/J342b.fastq.gz	664660313	31
data/reads/qc/J386b.fastq.gz	559867943	31
data/reads/qc/J350h.fastq.gz	651550127	31
data/reads/qc/J393f.fastq.gz	516656263	31
data/reads/qc/J418.fastq.gz	738863749	31
data/reads/qc/J433c.fastq.gz	682373659	31
data/reads/qc/J419.fastq.gz	703466609	31
data/reads/qc/J330.fastq.gz	481231678	31
data/reads/qc/J426h.fastq.gz	525708738	31
data/reads/qc/J360.fastq.gz	518065120	31
data/reads/qc/TLC775.fastq.gz	606301198	31
data/reads/qc/J406c.fastq.gz	617724602	31
data/reads/qc/J390b.fastq.gz	272843647	31
data/reads/qc/J426i.fastq.gz	528584309	31
data/reads/qc/J294.fastq.gz	768424868	31
data/reads/qc/J435d.fastq.gz	623104673	31
data/reads/qc/J355c.fastq.gz	30574155	31
data/reads/qc/J388c.fastq.gz	326462960	31
data/reads/qc/J426a.fastq.gz	549403630	31
data/reads/qc/J436b.fastq.gz	384195298	31
data/reads/qc/J412.fastq.gz	377020954	31
data/reads/qc/NE35955.fastq.gz	9005857	31
data/reads/qc/J425g.fastq.gz	493694774	31
data/reads/qc/J406d.fastq.gz	563737611	31
data/reads/qc/J425a.fastq.gz	564133738	31
data/reads/qc/J348.fastq.gz	675375729	31
data/reads/qc/J386h.fastq.gz	658541233	31
data/reads/qc/J355d.fastq.gz	483214309	31
data/reads/qc/TLC725.fastq.gz	714861172	31
data/reads/qc/J426f.fastq.gz	456203403	31
data/reads/qc/J361g.fastq.gz	570355992	31
data/reads/qc/J430a-rep.fastq.gz	624737637	31
data/reads/qc/J334.fastq.gz	721374723	31
data/reads/qc/J428g.fastq.gz	729444166	31
